scenario_id,generator,condition,direction,output_len,kc_graph_score,n_nodes,n_edges,mean_degree,kc_gzip_score,kc_graph_mdl,kc_struct_entropy
dd_18935,claude-sonnet-4-6,narrative_cot,1,8259,45.3846,26,18,1.3846,3597,0.691889,1.769036
dd_18935,claude-sonnet-4-6,narrative_cot_drop_commitment,0,7046,49.4286,28,20,1.4286,3164,0.723652,2.012693
dd_18935,claude-sonnet-4-6,narrative_cot_drop_consequences,0,5227,40.25,24,15,1.25,2406,0.699792,1.986732
dd_18935,claude-sonnet-4-6,narrative_cot_drop_protagonist,0,7449,52.2903,31,20,1.2903,3256,0.73018,2.154783
dd_18935,claude-sonnet-4-6,narrative_cot_drop_stakeholders,0,7107,41.4783,23,17,1.4783,3112,0.684231,2.170048
dd_18935,claude-sonnet-4-6,narrative_cot_drop_uncertainty,0,6478,51.2258,31,19,1.2258,2911,0.736239,2.287773
dd_18935,claude-sonnet-4-6,standard_cot,-1,1526,29.1111,18,10,1.1111,807,0.728726,1.973001
dd_18935,claude-sonnet-4-6,standard_cot_verbose,-1,1685,28.1765,17,10,1.1765,913,0.711734,1.834372
dd_18935,claude-sonnet-4-6,narrative_cot_full,0,6271,39.4545,22,16,1.4545,2858,0.682618,1.700165
dd_19532,claude-sonnet-4-6,baseline_io,0,1606,28.0,18,9,1.0,852,0.710774,2.197225
dd_19532,claude-sonnet-4-6,narrative_cot,1,10065,37.0,24,12,1.0,4283,0.627523,2.484907
dd_19532,claude-sonnet-4-6,narrative_cot_drop_commitment,0,8291,45.1429,28,16,1.1429,3706,0.687186,2.269639
dd_19532,claude-sonnet-4-6,narrative_cot_drop_protagonist,0,10206,51.2258,31,19,1.2258,4260,0.699988,2.287773
dd_19532,claude-sonnet-4-6,narrative_cot_drop_consequences,0,7687,48.1333,30,17,1.1333,3428,0.706836,2.588573
dd_19532,claude-sonnet-4-6,narrative_cot_full,0,9420,35.0909,22,12,1.0909,4068,0.622952,2.484907
dd_19532,claude-sonnet-4-6,narrative_cot_drop_uncertainty,0,8373,42.037,27,14,1.037,3672,0.668696,2.639057
dd_19532,claude-sonnet-4-6,narrative_cot_drop_stakeholders,0,7581,47.0667,30,16,1.0667,3262,0.701537,2.599302
dd_19532,claude-sonnet-4-6,standard_cot,-1,1702,25.0,16,8,1.0,940,0.676121,2.079442
dd_19532,claude-sonnet-4-6,standard_cot_verbose,-1,1729,34.0,22,11,1.0,939,0.753822,2.397895
dd_19968,claude-sonnet-4-6,baseline_io,0,1476,36.0435,23,12,1.0435,815,0.786953,2.369382
dd_19968,claude-sonnet-4-6,standard_cot,-1,1754,34.0,22,11,1.0,944,0.752374,2.397895
dd_19968,claude-sonnet-4-6,standard_cot_verbose,-1,1629,30.0526,19,10,1.0526,873,0.72923,2.163956
dd_20184,claude-sonnet-4-6,baseline_io,0,1443,19.0,12,6,1.0,782,0.620035,1.791759
dd_19968,claude-sonnet-4-6,narrative_cot,1,8701,60.4706,34,25,1.4706,3795,0.751098,2.285859
dd_20184,claude-sonnet-4-6,narrative_cot_drop_commitment,0,6749,43.0,28,14,1.0,2887,0.689026,2.639057
dd_20184,claude-sonnet-4-6,narrative_cot_drop_consequences,0,4564,30.0526,19,10,1.0526,2186,0.640104,2.163956
dd_20184,claude-sonnet-4-6,narrative_cot,1,7304,54.2121,33,20,1.2121,3219,0.738607,2.787788
dd_20184,claude-sonnet-4-6,narrative_cot_drop_protagonist,0,6563,41.0769,26,14,1.0769,2850,0.683086,2.540036
dd_20184,claude-sonnet-4-6,narrative_cot_drop_stakeholders,0,5941,55.0,36,18,1.0,2658,0.754374,2.890372
dd_20184,claude-sonnet-4-6,narrative_cot_drop_uncertainty,0,6185,39.04,25,13,1.04,2789,0.675501,2.564949
dd_20184,claude-sonnet-4-6,standard_cot,-1,1595,28.0,18,9,1.0,845,0.711436,2.197225
dd_20184,claude-sonnet-4-6,narrative_cot_full,0,6450,46.1034,29,16,1.1034,2891,0.710718,2.479956
dd_20184,claude-sonnet-4-6,standard_cot_verbose,-1,1893,28.0,18,9,1.0,983,0.695297,2.197225
dd_20431,claude-sonnet-4-6,baseline_io,0,1443,26.125,16,9,1.125,773,0.705935,2.197225
dd_20431,claude-sonnet-4-6,standard_cot,-1,1477,22.0,14,7,1.0,797,0.655961,1.94591
dd_20431,claude-sonnet-4-6,standard_cot_verbose,-1,1529,30.0526,19,10,1.0526,806,0.735526,2.163956
dd_20431,claude-sonnet-4-6,narrative_cot,1,6760,43.0,28,14,1.0,2986,0.688899,2.639057
dd_20446,claude-sonnet-4-6,baseline_io,0,1526,30.0526,19,10,1.0526,773,0.735723,2.163956
dd_20446,claude-sonnet-4-6,narrative_cot,1,7572,46.2143,28,17,1.2143,3168,0.700563,2.445468
dd_2068,claude-sonnet-4-6,baseline_io,0,1555,34.3,20,13,1.3,842,0.773289,1.737983
dd_20446,claude-sonnet-4-6,standard_cot_verbose,-1,1692,33.0476,21,11,1.0476,865,0.750034,2.271869
dd_20446,claude-sonnet-4-6,standard_cot,-1,1592,22.0,14,7,1.0,815,0.649295,1.94591
dd_2068,claude-sonnet-4-6,standard_cot,-1,1632,32.1,20,11,1.1,892,0.747405,2.098274
dd_2068,claude-sonnet-4-6,narrative_cot,1,10892,47.1724,29,17,1.1724,4556,0.676813,2.3947
dd_20717,claude-sonnet-4-6,baseline_io,0,1626,28.0,18,9,1.0,876,0.709585,2.197225
dd_2068,claude-sonnet-4-6,standard_cot_verbose,-1,1659,42.037,27,14,1.037,891,0.814646,2.540036
dd_20717,claude-sonnet-4-6,standard_cot,-1,1640,34.0,22,11,1.0,891,0.7592,2.397895
dd_20717,claude-sonnet-4-6,standard_cot_verbose,-1,2014,29.1111,18,10,1.1111,1044,0.702165,2.163956
dd_21165,claude-sonnet-4-6,baseline_io,0,1642,30.2222,18,11,1.2222,811,0.733271,1.972247
dd_20717,claude-sonnet-4-6,narrative_cot,1,9625,47.0667,30,16,1.0667,4103,0.68328,2.599302
dd_21165,claude-sonnet-4-6,narrative_cot_drop_consequences,0,5354,30.2222,18,11,1.2222,2501,0.632364,2.145842
dd_21165,claude-sonnet-4-6,narrative_cot_drop_commitment,0,7742,42.037,27,14,1.037,3392,0.674546,2.540036
dd_21165,claude-sonnet-4-6,narrative_cot,1,6522,47.0667,30,16,1.0667,2837,0.713553,2.599302
dd_21165,claude-sonnet-4-6,narrative_cot_drop_uncertainty,0,8499,38.0833,24,13,1.0833,3685,0.647441,2.351673
dd_21165,claude-sonnet-4-6,narrative_cot_drop_protagonist,0,8577,43.0,28,14,1.0,3592,0.670793,2.639057
dd_21165,claude-sonnet-4-6,narrative_cot_drop_stakeholders,0,7372,43.0,28,14,1.0,3144,0.682195,2.639057
dd_21165,claude-sonnet-4-6,standard_cot,-1,1566,22.0,14,7,1.0,776,0.650747,1.94591
dd_21165,claude-sonnet-4-6,narrative_cot_full,0,6437,42.037,27,14,1.037,2915,0.688743,2.639057
dd_21165,claude-sonnet-4-6,standard_cot_verbose,-1,1604,39.04,25,13,1.04,812,0.798977,2.564949
dd_2288,claude-sonnet-4-6,baseline_io,0,1531,30.0526,19,10,1.0526,846,0.735395,2.163956
dd_2288,claude-sonnet-4-6,standard_cot,-1,1632,31.0,20,10,1.0,879,0.735643,2.302585
dd_2288,claude-sonnet-4-6,standard_cot_verbose,-1,1716,31.0,20,10,1.0,916,0.730689,2.302585
dd_23322,claude-sonnet-4-6,baseline_io,0,1563,28.375,16,11,1.375,822,0.723062,2.397895
dd_2288,claude-sonnet-4-6,narrative_cot,1,9121,54.2121,33,20,1.2121,4167,0.720614,2.926418
dd_23322,claude-sonnet-4-6,standard_cot,-1,1661,32.1,20,11,1.1,901,0.74563,2.271869
dd_23322,claude-sonnet-4-6,standard_cot_verbose,-1,1572,20.4545,11,8,1.4545,845,0.636095,1.732868
dd_23322,claude-sonnet-4-6,narrative_cot,1,9952,46.1034,29,16,1.1034,4190,0.677239,2.479956
dd_23530,claude-sonnet-4-6,standard_cot,-1,1691,21.0769,13,7,1.0769,843,0.634747,1.94591
dd_23530,claude-sonnet-4-6,baseline_io,0,1510,19.0,12,6,1.0,799,0.616193,1.791759
dd_23530,claude-sonnet-4-6,standard_cot_verbose,-1,1595,20.1667,12,7,1.1667,823,0.629726,1.94591
dd_23530,claude-sonnet-4-6,narrative_cot,1,9130,44.0714,28,15,1.0714,3853,0.673275,2.523211
dd_23534,claude-sonnet-4-6,baseline_io,0,1446,38.0833,24,13,1.0833,822,0.804965,2.311423
dd_23534,claude-sonnet-4-6,standard_cot,-1,1526,38.0833,24,13,1.0833,822,0.799057,2.458311
dd_23534,claude-sonnet-4-6,narrative_cot,1,8467,41.0769,26,14,1.0769,3651,0.663849,2.639057
dd_23534,claude-sonnet-4-6,standard_cot_verbose,-1,1561,36.0435,23,12,1.0435,852,0.780965,2.369382
dd_23574,claude-sonnet-4-6,baseline_io,0,1436,25.0,16,8,1.0,767,0.691915,2.079442
dd_23574,claude-sonnet-4-6,standard_cot,-1,1562,30.0526,19,10,1.0526,847,0.733392,2.163956
dd_23574,claude-sonnet-4-6,standard_cot_verbose,-1,1650,28.0,18,9,1.0,916,0.708183,2.197225
dd_24304,claude-sonnet-4-6,baseline_io,0,1537,29.1111,18,10,1.1111,799,0.728013,2.163956
dd_24304,claude-sonnet-4-6,narrative_cot,1,8771,46.1034,29,16,1.1034,3711,0.686661,2.685945
dd_24304,claude-sonnet-4-6,narrative_cot_drop_commitment,0,10442,50.1613,31,18,1.1613,4368,0.692716,2.447151
dd_24304,claude-sonnet-4-6,narrative_cot_drop_consequences,0,7862,37.1304,23,13,1.1304,3519,0.648513,2.245035
dd_24304,claude-sonnet-4-6,narrative_cot_drop_protagonist,0,10449,46.2143,28,17,1.2143,4351,0.676186,2.119281
dd_24304,claude-sonnet-4-6,narrative_cot_drop_stakeholders,0,7689,54.0286,35,18,1.0286,3458,0.72957,2.813355
dd_23574,claude-sonnet-4-6,narrative_cot,1,6461,59.2222,36,22,1.2222,2885,0.768936,2.775976
dd_24304,claude-sonnet-4-6,narrative_cot_full,0,7674,45.1429,28,16,1.1429,3461,0.693126,2.599302
dd_24304,claude-sonnet-4-6,standard_cot,-1,1694,33.2,20,12,1.2,885,0.754424,1.907284
dd_24304,claude-sonnet-4-6,narrative_cot_drop_uncertainty,0,8127,50.0625,32,17,1.0625,3629,0.709411,2.67012
dd_24405,claude-sonnet-4-6,baseline_io,0,1183,20.4545,11,8,1.4545,655,0.661631,1.073543
dd_24304,claude-sonnet-4-6,standard_cot_verbose,-1,1773,32.2632,19,12,1.2632,955,0.743308,2.022809
dd_24405,claude-sonnet-4-6,standard_cot,-1,1391,26.125,16,9,1.125,754,0.709512,1.83102
dd_24405,claude-sonnet-4-6,standard_cot_verbose,-1,1488,31.1579,19,11,1.1579,814,0.75017,1.893788
dd_24408,claude-sonnet-4-6,baseline_io,0,1504,28.0,18,9,1.0,821,0.717145,2.197225
dd_24405,claude-sonnet-4-6,narrative_cot,1,5104,34.6667,18,15,1.6667,2426,0.6696,0.803315
dd_24408,claude-sonnet-4-6,standard_cot_verbose,-1,1613,25.0,16,8,1.0,897,0.681034,2.079442
dd_24408,claude-sonnet-4-6,narrative_cot,1,8138,46.3333,27,18,1.3333,3559,0.697062,2.139086
dd_24408,claude-sonnet-4-6,standard_cot,-1,1658,41.0769,26,14,1.0769,911,0.809807,2.40364
dd_24541,claude-sonnet-4-6,baseline_io,0,1477,26.125,16,9,1.125,802,0.703684,2.197225
dd_24541,claude-sonnet-4-6,standard_cot,-1,1573,34.1429,21,12,1.1429,845,0.768334,2.210254
dd_24774,claude-sonnet-4-6,baseline_io,0,1552,25.0,16,8,1.0,851,0.684605,2.079442
dd_24541,claude-sonnet-4-6,narrative_cot,1,7250,57.1111,36,20,1.1111,3224,0.748737,2.926418
dd_24541,claude-sonnet-4-6,standard_cot_verbose,-1,1656,33.0476,21,11,1.0476,871,0.752209,2.397895
dd_24774,claude-sonnet-4-6,standard_cot,-1,1597,28.1765,17,10,1.1765,875,0.716907,1.748067
dd_24774,claude-sonnet-4-6,standard_cot_verbose,-1,1600,28.1765,17,10,1.1765,836,0.716724,1.973001
dd_24774,claude-sonnet-4-6,narrative_cot,1,6678,47.0667,30,16,1.0667,2996,0.711638,2.772589
dd_25109,claude-sonnet-4-6,standard_cot,-1,1566,32.1,20,11,1.1,849,0.751596,2.271869
dd_25109,claude-sonnet-4-6,baseline_io,0,1543,36.0435,23,12,1.0435,849,0.782198,2.369382
dd_25448,claude-sonnet-4-6,baseline_io,0,1707,43.0,28,14,1.0,885,0.816241,2.639057
dd_25109,claude-sonnet-4-6,standard_cot_verbose,-1,1752,25.0,16,8,1.0,945,0.673501,2.079442
dd_25109,claude-sonnet-4-6,narrative_cot,1,9536,50.1613,31,18,1.1613,3960,0.699577,2.890372
dd_25448,claude-sonnet-4-6,narrative_cot,1,8796,54.0286,35,18,1.0286,3766,0.718767,2.813355
dd_25448,claude-sonnet-4-6,narrative_cot_drop_commitment,0,9463,42.28,25,16,1.28,3962,0.665335,2.512659
dd_25448,claude-sonnet-4-6,narrative_cot_drop_consequences,0,9299,37.1304,23,13,1.1304,3898,0.636601,2.204785
dd_25448,claude-sonnet-4-6,narrative_cot_drop_protagonist,0,9887,46.1034,29,16,1.1034,4020,0.677721,2.479956
dd_25448,claude-sonnet-4-6,narrative_cot_drop_uncertainty,0,8134,42.037,27,14,1.037,3467,0.670846,2.540036
dd_25448,claude-sonnet-4-6,standard_cot_verbose,-1,1866,35.0909,22,12,1.0909,974,0.756821,2.484907
dd_25448,claude-sonnet-4-6,standard_cot,-1,1736,46.0,30,15,1.0,880,0.83199,2.70805
dd_25698,claude-sonnet-4-6,baseline_io,0,1494,34.1429,21,12,1.1429,795,0.773746,2.369382
dd_25448,claude-sonnet-4-6,narrative_cot_drop_stakeholders,0,7231,58.1667,36,21,1.1667,3288,0.754193,2.978508
dd_25448,claude-sonnet-4-6,narrative_cot_full,0,9180,53.25,32,20,1.25,3829,0.716834,2.692311
dd_25698,claude-sonnet-4-6,standard_cot_verbose,-1,1776,30.0526,19,10,1.0526,961,0.720815,2.302585
dd_25698,claude-sonnet-4-6,narrative_cot,1,8774,52.1875,32,19,1.1875,3823,0.715031,2.770974
dd_25698,claude-sonnet-4-6,standard_cot,-1,1683,27.0588,17,9,1.0588,896,0.699018,2.197225
dd_26556,claude-sonnet-4-6,baseline_io,0,1634,37.1304,23,13,1.1304,884,0.78616,2.564949
dd_26556,claude-sonnet-4-6,narrative_cot_drop_commitment,0,8729,50.1613,31,18,1.1613,3740,0.706393,2.443306
dd_26556,claude-sonnet-4-6,narrative_cot_drop_uncertainty,0,9692,46.2143,28,17,1.2143,4016,0.681726,2.313154
dd_26556,claude-sonnet-4-6,narrative_cot,1,10881,47.2857,28,18,1.2857,4480,0.679056,2.293119
dd_26556,claude-sonnet-4-6,narrative_cot_drop_stakeholders,0,9541,52.1875,32,19,1.1875,4098,0.708492,2.479122
dd_26556,claude-sonnet-4-6,narrative_cot_drop_consequences,0,7135,66.25,40,25,1.25,3198,0.785725,2.691542
dd_26556,claude-sonnet-4-6,standard_cot,-1,1608,20.1667,12,7,1.1667,860,0.629034,1.94591
dd_26556,claude-sonnet-4-6,narrative_cot_full,0,8016,47.2857,28,18,1.2857,3448,0.702137,2.106171
dd_26556,claude-sonnet-4-6,standard_cot_verbose,-1,1647,31.3333,18,12,1.3333,862,0.743776,2.484907
dd_27271,claude-sonnet-4-6,baseline_io,0,1576,24.0667,15,8,1.0667,826,0.674946,2.079442
dd_26556,claude-sonnet-4-6,narrative_cot_drop_protagonist,0,9815,49.2,30,18,1.2,4012,0.693928,2.399204
dd_27271,claude-sonnet-4-6,narrative_cot,1,8383,54.2121,33,20,1.2121,3627,0.727344,2.415052
dd_27271,claude-sonnet-4-6,narrative_cot_drop_commitment,0,10373,34.8824,17,16,1.8824,4490,0.618963,1.12467
dd_27271,claude-sonnet-4-6,narrative_cot_drop_consequences,0,5943,40.25,24,15,1.25,2778,0.689456,2.303488
dd_27271,claude-sonnet-4-6,narrative_cot_drop_protagonist,0,10109,41.4783,23,17,1.4783,4190,0.658089,1.528466
dd_27271,claude-sonnet-4-6,narrative_cot_drop_uncertainty,0,8573,39.1667,24,14,1.1667,3767,0.65444,2.168223
dd_27271,claude-sonnet-4-6,narrative_cot_full,0,8010,52.2903,31,20,1.2903,3538,0.724282,2.622996
dd_27271,claude-sonnet-4-6,narrative_cot_drop_stakeholders,0,7614,60.3714,35,24,1.3714,3324,0.761075,2.339936
dd_27668,claude-sonnet-4-6,baseline_io,0,1548,34.0,22,11,1.0,808,0.765163,2.397895
dd_27271,claude-sonnet-4-6,standard_cot_verbose,-1,1730,31.1579,19,11,1.1579,921,0.735019,2.397895
dd_27271,claude-sonnet-4-6,standard_cot,-1,1630,33.0476,21,11,1.0476,878,0.753817,2.397895
dd_27668,claude-sonnet-4-6,narrative_cot,1,10479,42.1538,26,15,1.1538,4379,0.655534,2.488328
dd_27668,claude-sonnet-4-6,narrative_cot_drop_commitment,0,7333,34.0,22,11,1.0,3203,0.631486,2.397895
dd_27668,claude-sonnet-4-6,narrative_cot_drop_protagonist,0,8199,36.3333,21,14,1.3333,3434,0.643494,2.304619
dd_27668,claude-sonnet-4-6,narrative_cot_drop_consequences,0,5359,46.2143,28,17,1.2143,2536,0.728761,2.751667
dd_27668,claude-sonnet-4-6,narrative_cot_drop_stakeholders,0,8389,53.25,32,20,1.25,3487,0.723982,2.857103
dd_27668,claude-sonnet-4-6,narrative_cot_drop_uncertainty,0,7620,39.1667,24,14,1.1667,3315,0.663066,2.441015
dd_27668,claude-sonnet-4-6,narrative_cot_full,0,6496,42.1538,26,15,1.1538,2793,0.691236,2.615631
dd_27668,claude-sonnet-4-6,standard_cot,-1,1675,32.1,20,11,1.1,870,0.744788,2.271869
dd_27668,claude-sonnet-4-6,standard_cot_verbose,-1,1646,21.0769,13,7,1.0769,855,0.637057,1.94591
dd_28339,claude-sonnet-4-6,baseline_io,0,1478,29.1111,18,10,1.1111,817,0.731915,2.163956
dd_28339,claude-sonnet-4-6,standard_cot,-1,1618,31.0,20,10,1.0,869,0.736501,2.302585
dd_28339,claude-sonnet-4-6,standard_cot_verbose,-1,1765,37.1304,23,13,1.1304,936,0.778056,2.458311
dd_28341,claude-sonnet-4-6,baseline_io,0,1602,28.1765,17,10,1.1765,863,0.716603,2.025326
dd_28341,claude-sonnet-4-6,standard_cot,-1,1679,26.3333,15,10,1.3333,878,0.696216,1.886697
dd_28339,claude-sonnet-4-6,narrative_cot,1,7226,58.0811,37,20,1.0811,3348,0.752017,2.718473
dd_28341,claude-sonnet-4-6,narrative_cot,1,10416,37.2727,22,14,1.2727,4300,0.631653,1.970181
dd_28550,claude-sonnet-4-6,narrative_cot,1,8653,27.4667,15,11,1.4667,3545,0.579928,1.159589
dd_28341,claude-sonnet-4-6,standard_cot_verbose,-1,1849,25.2,15,9,1.2,966,0.674626,1.889159
dd_28550,claude-sonnet-4-6,baseline_io,0,1730,29.1111,18,10,1.1111,917,0.716471,2.302585
dd_28550,claude-sonnet-4-6,standard_cot_verbose,-1,1865,33.0476,21,11,1.0476,989,0.740345,2.397895
dd_28550,claude-sonnet-4-6,standard_cot,-1,1709,36.0435,23,12,1.0435,905,0.771468,2.369382
dd_29132,claude-sonnet-4-6,baseline_io,0,1660,34.1429,21,12,1.1429,899,0.762759,2.369382
dd_29132,claude-sonnet-4-6,standard_cot,-1,1667,27.0588,17,9,1.0588,898,0.699918,2.197225
dd_29132,claude-sonnet-4-6,standard_cot_verbose,-1,1866,32.1,20,11,1.1,947,0.734116,2.145842
dd_29184,claude-sonnet-4-6,baseline_io,0,1457,30.0526,19,10,1.0526,775,0.740393,2.163956
dd_29132,claude-sonnet-4-6,narrative_cot,1,8664,50.0625,32,17,1.0625,3756,0.704406,2.833213
dd_29184,claude-sonnet-4-6,standard_cot,-1,1797,28.0,18,9,1.0,917,0.700123,2.197225
dd_29465,claude-sonnet-4-6,baseline_io,0,1650,40.12,25,14,1.12,905,0.805242,2.304619
dd_29184,claude-sonnet-4-6,standard_cot_verbose,-1,1559,30.0526,19,10,1.0526,828,0.733583,2.302585
dd_29184,claude-sonnet-4-6,narrative_cot,1,7545,45.0345,29,15,1.0345,3397,0.691448,2.70805
dd_29465,claude-sonnet-4-6,standard_cot,-1,1603,31.3333,18,12,1.3333,865,0.746504,2.138333
dd_29978,claude-sonnet-4-6,baseline_io,0,1509,44.1852,27,16,1.1852,817,0.842286,2.685945
dd_29978,claude-sonnet-4-6,standard_cot,-1,1575,33.0476,21,11,1.0476,828,0.75733,2.397895
dd_29465,claude-sonnet-4-6,narrative_cot,1,8228,59.0526,38,20,1.0526,3666,0.744068,2.857103
dd_29465,claude-sonnet-4-6,standard_cot_verbose,-1,1616,42.1538,26,15,1.1538,892,0.821353,2.303488
dd_29978,claude-sonnet-4-6,narrative_cot,1,7670,52.4,30,21,1.4,3500,0.729445,1.719655
dd_29978,claude-sonnet-4-6,standard_cot_verbose,-1,1643,28.0,18,9,1.0,903,0.708589,2.197225
dd_30143,claude-sonnet-4-6,standard_cot,-1,1773,34.0,22,11,1.0,917,0.751291,2.397895
dd_30143,claude-sonnet-4-6,baseline_io,0,1616,36.0435,23,12,1.0435,860,0.777308,2.369382
dd_30340,claude-sonnet-4-6,baseline_io,0,1480,31.0,20,10,1.0,825,0.745488,2.302585
dd_30143,claude-sonnet-4-6,narrative_cot,1,9091,40.12,25,14,1.12,3978,0.654531,2.540036
dd_30143,claude-sonnet-4-6,standard_cot_verbose,-1,1769,31.0,20,10,1.0,923,0.727719,2.302585
dd_30340,claude-sonnet-4-6,narrative_cot,1,7858,48.1333,30,17,1.1333,3457,0.705103,2.42548
dd_30340,claude-sonnet-4-6,narrative_cot_drop_commitment,0,6095,55.0,36,18,1.0,2836,0.752159,2.890372
dd_30340,claude-sonnet-4-6,narrative_cot_drop_consequences,0,5272,42.037,27,14,1.037,2571,0.704785,2.540036
dd_30340,claude-sonnet-4-6,narrative_cot_drop_uncertainty,0,4972,43.0,28,14,1.0,2408,0.713758,2.639057
dd_30340,claude-sonnet-4-6,narrative_cot_drop_stakeholders,0,5926,43.1111,27,15,1.1111,2715,0.702728,2.615631
dd_30340,claude-sonnet-4-6,narrative_cot_drop_protagonist,0,6554,55.1765,34,20,1.1765,2989,0.751011,2.692311
dd_30340,claude-sonnet-4-6,standard_cot,-1,1570,37.0,24,12,1.0,869,0.785903,2.484907
dd_30340,claude-sonnet-4-6,narrative_cot_full,0,6189,50.0625,32,17,1.0625,2852,0.731543,2.751667
dd_30352,claude-sonnet-4-6,baseline_io,0,1589,27.25,16,10,1.25,856,0.709641,2.163956
dd_30340,claude-sonnet-4-6,standard_cot_verbose,-1,1584,37.0,24,12,1.0,858,0.784956,2.484907
dd_30352,claude-sonnet-4-6,narrative_cot,1,9535,59.2222,36,22,1.2222,4296,0.73628,2.689178
dd_30352,claude-sonnet-4-6,narrative_cot_drop_commitment,0,9429,47.2857,28,18,1.2857,4249,0.689683,2.322188
dd_30352,claude-sonnet-4-6,narrative_cot_drop_consequences,0,5513,49.0968,31,17,1.0968,2678,0.737792,2.639341
dd_30352,claude-sonnet-4-6,standard_cot,-1,1673,25.2,15,9,1.2,890,0.683712,1.83102
dd_30352,claude-sonnet-4-6,narrative_cot_drop_stakeholders,0,8211,55.2727,33,21,1.2727,3722,0.734178,2.598605
dd_30352,claude-sonnet-4-6,narrative_cot_drop_uncertainty,0,7866,48.3571,28,19,1.3571,3528,0.709334,1.958727
dd_30352,claude-sonnet-4-6,narrative_cot_full,0,7922,58.2571,35,22,1.2571,3646,0.748426,2.563151
dd_30352,claude-sonnet-4-6,narrative_cot_drop_protagonist,0,13579,53.1515,33,19,1.1515,5752,0.685356,2.479122
dd_30352,claude-sonnet-4-6,standard_cot_verbose,-1,1966,62.05,40,21,1.05,1042,0.897202,3.044522
dd_32489,claude-sonnet-4-6,standard_cot_verbose,-1,1833,22.0,14,7,1.0,1001,0.637121,1.94591
dd_32489,claude-sonnet-4-6,standard_cot,-1,1593,30.0526,19,10,1.0526,832,0.731438,2.302585
dd_33126,claude-sonnet-4-6,baseline_io,0,1338,31.1579,19,11,1.1579,751,0.761234,2.098274
dd_32489,claude-sonnet-4-6,baseline_io,0,1604,26.125,16,9,1.125,886,0.695825,2.197225
dd_32489,claude-sonnet-4-6,narrative_cot,1,7457,45.0345,29,15,1.0345,3321,0.692358,2.615631
dd_33126,claude-sonnet-4-6,narrative_cot_drop_commitment,0,5848,47.1724,29,17,1.1724,2695,0.725334,2.507026
dd_33126,claude-sonnet-4-6,narrative_cot,1,6058,42.1538,26,15,1.1538,2795,0.696775,2.303488
dd_33126,claude-sonnet-4-6,narrative_cot_drop_protagonist,0,6890,39.04,25,13,1.04,3121,0.667252,2.458311
dd_33126,claude-sonnet-4-6,narrative_cot_drop_uncertainty,0,5830,36.0435,23,12,1.0435,2729,0.662327,2.369382
dd_33126,claude-sonnet-4-6,narrative_cot_drop_consequences,0,5227,48.1333,30,17,1.1333,2516,0.738673,2.67012
dd_33126,claude-sonnet-4-6,narrative_cot_drop_stakeholders,0,6256,50.1613,31,18,1.1613,2856,0.733307,2.70727
dd_33126,claude-sonnet-4-6,narrative_cot_full,0,6499,36.0435,23,12,1.0435,2934,0.654134,2.369382
dd_33126,claude-sonnet-4-6,standard_cot,-1,1403,44.0714,28,15,1.0714,799,0.847222,2.70805
dd_33409,claude-sonnet-4-6,baseline_io,0,1456,32.2632,19,12,1.2632,769,0.763396,2.369382
dd_33126,claude-sonnet-4-6,standard_cot_verbose,-1,1470,33.0476,21,11,1.0476,811,0.764489,2.271869
dd_33409,claude-sonnet-4-6,narrative_cot,1,8896,43.1111,27,15,1.1111,3875,0.671338,2.488328
dd_33409,claude-sonnet-4-6,narrative_cot_drop_commitment,0,8381,39.1667,24,14,1.1667,3594,0.65608,2.304619
dd_33409,claude-sonnet-4-6,narrative_cot_drop_consequences,0,6486,43.2308,26,16,1.2308,2869,0.698264,2.393312
dd_33409,claude-sonnet-4-6,narrative_cot_drop_protagonist,0,9080,44.0714,28,15,1.0714,3846,0.673681,2.70805
dd_33409,claude-sonnet-4-6,standard_cot,-1,1497,31.1579,19,11,1.1579,760,0.749552,2.271869
dd_33409,claude-sonnet-4-6,narrative_cot_full,0,9677,47.1724,29,17,1.1724,3978,0.685535,2.343933
dd_33409,claude-sonnet-4-6,narrative_cot_drop_stakeholders,0,8303,60.1053,38,21,1.1053,3489,0.748475,2.821564
dd_33409,claude-sonnet-4-6,narrative_cot_drop_uncertainty,0,8488,48.4815,27,20,1.4815,3552,0.704881,2.622996
dd_33409,claude-sonnet-4-6,standard_cot_verbose,-1,1620,32.1,20,11,1.1,858,0.74815,2.397895
dd_33470,claude-sonnet-4-6,baseline_io,0,1553,47.0667,30,16,1.0667,841,0.852844,2.772589
dd_33470,claude-sonnet-4-6,standard_cot,-1,1662,44.0714,28,15,1.0714,882,0.827882,2.615631
dd_34029,claude-sonnet-4-6,baseline_io,0,1584,25.0,16,8,1.0,816,0.68271,2.079442
dd_33470,claude-sonnet-4-6,narrative_cot,1,8957,55.0,36,18,1.0,4021,0.720345,2.890372
dd_33470,claude-sonnet-4-6,standard_cot_verbose,-1,1648,41.2,25,15,1.2,861,0.814086,2.615631
dd_34029,claude-sonnet-4-6,standard_cot,-1,1688,36.3333,21,14,1.3333,881,0.780298,1.809514
dd_34029,claude-sonnet-4-6,narrative_cot,1,8294,44.3077,26,17,1.3077,3507,0.685573,2.42548
dd_34930,claude-sonnet-4-6,baseline_io,0,1540,41.0769,26,14,1.0769,786,0.817947,2.540036
