model,scaffold,arm,item_id,sample_idx,gold_verdict,role_id,role_stake,group_verdict,synthesis_verdict,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,finish_reason,truncated,output_len
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1DwPVDSZt3yEwSaw1shRavGoXKXBfyA0,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,593
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1F9ASDayymvNf1rDPvk1sU8xAimVsOPY,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,178,1,0,1,REJECT,1,1,0,1,stop,0,549
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1F9ASDayymvNf1rDPvk1sU8xAimVsOPY,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,524
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1F9ASDayymvNf1rDPvk1sU8xAimVsOPY,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,541
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1IV93yaR9qwlw56r4bjE4D3cGliqhlLA,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,417
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1IV93yaR9qwlw56r4bjE4D3cGliqhlLA,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,402,1,0,1,ACCEPT,0,1,1,1,stop,0,490
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1IV93yaR9qwlw56r4bjE4D3cGliqhlLA,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,443
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1D9ndXWytJn4rvm36JdsLcffE81zHApB,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,469
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1D9ndXWytJn4rvm36JdsLcffE81zHApB,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,161,1,0,1,ACCEPT,0,1,1,1,stop,0,508
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1D9ndXWytJn4rvm36JdsLcffE81zHApB,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,553
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1F701kIpUgGdJatc5Z3vVKG8T8euB1C1,0,ACTION_A,person_a_advocate,ACTION_B,UNRESOLVED,UNRESOLVED,REJECT,1,unresolvable,277,1,0,1,REJECT,1,1,0,,stop,0,603
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1F701kIpUgGdJatc5Z3vVKG8T8euB1C1,0,ACTION_A,person_b_advocate,ACTION_A,UNRESOLVED,UNRESOLVED,ACCEPT_WITH_MODIFICATION,1,modification,405,1,0,1,ACCEPT,0,1,1,,stop,0,535
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1F701kIpUgGdJatc5Z3vVKG8T8euB1C1,0,ACTION_A,neutral_adjudicator,none,UNRESOLVED,UNRESOLVED,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,stop,0,302
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1FfyscV1FazlWbNr5NZfD2JJI9Y26QgO,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,390
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1FfyscV1FazlWbNr5NZfD2JJI9Y26QgO,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,,0,1,1,0,REJECT,1,1,0,1,stop,0,630
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1FfyscV1FazlWbNr5NZfD2JJI9Y26QgO,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,505
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1IeOCrU3yTmxBXTN9PDyTVy6AQ6kpZH1,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,,0,1,1,0,REJECT,1,1,0,1,stop,0,632
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1IeOCrU3yTmxBXTN9PDyTVy6AQ6kpZH1,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,488
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1IeOCrU3yTmxBXTN9PDyTVy6AQ6kpZH1,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,447
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1KHsNgtFlISdpOHDaIlhT3kOP0FJz4gL,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,323,1,0,1,ACCEPT,0,1,1,1,stop,0,427
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1KHsNgtFlISdpOHDaIlhT3kOP0FJz4gL,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,557
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1KHsNgtFlISdpOHDaIlhT3kOP0FJz4gL,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,366
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1GQkglj88rR5cNz6VDwRO5KZv5Fi6KcZ,0,ACTION_A,person_a_advocate,ACTION_B,UNRESOLVED,UNRESOLVED,REJECT,1,unresolvable,227,1,0,1,REJECT,1,1,0,,stop,0,456
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1GQkglj88rR5cNz6VDwRO5KZv5Fi6KcZ,0,ACTION_A,person_b_advocate,ACTION_A,UNRESOLVED,UNRESOLVED,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,stop,0,336
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1GQkglj88rR5cNz6VDwRO5KZv5Fi6KcZ,0,ACTION_A,neutral_adjudicator,none,UNRESOLVED,UNRESOLVED,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,stop,0,443
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1LBSjd8r1tfC4Gv4RsSGKhKg8mCHPaYX,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,408
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1LBSjd8r1tfC4Gv4RsSGKhKg8mCHPaYX,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,,0,1,1,0,REJECT,1,1,0,1,stop,0,639
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1LBSjd8r1tfC4Gv4RsSGKhKg8mCHPaYX,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,523
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1KUruBLqniAOhlIq6Iexxd8wNMperPIl,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,427
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1KUruBLqniAOhlIq6Iexxd8wNMperPIl,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,321,1,0,1,ACCEPT,0,1,1,1,stop,0,462
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1KUruBLqniAOhlIq6Iexxd8wNMperPIl,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,531
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1N5GeL5o7ukWSmNVuVpA5UHEhpgnjo2P,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,516
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1N5GeL5o7ukWSmNVuVpA5UHEhpgnjo2P,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,364,1,0,1,ACCEPT,0,1,1,1,stop,0,460
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1N5GeL5o7ukWSmNVuVpA5UHEhpgnjo2P,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,450
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1MNO04wdbjCvu2mHDNbQDD8MzUSpsZUk,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,0,REJECT,1,1,0,0,stop,0,563
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1MNO04wdbjCvu2mHDNbQDD8MzUSpsZUk,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,337,1,0,1,ACCEPT,0,1,1,1,stop,0,542
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1MNO04wdbjCvu2mHDNbQDD8MzUSpsZUk,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,614
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1NjlKenniaMfYJzLNycrWRpoEpZJpHsH,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,,0,1,1,0,REJECT,1,1,0,1,stop,0,604
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1NjlKenniaMfYJzLNycrWRpoEpZJpHsH,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,441
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1NjlKenniaMfYJzLNycrWRpoEpZJpHsH,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,464
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1OOCvDLYV01cI3SjxXsLRwjzOcZ7csOb,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,335
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1OOCvDLYV01cI3SjxXsLRwjzOcZ7csOb,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,,0,1,1,0,REJECT,1,1,0,1,stop,0,629
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1OOCvDLYV01cI3SjxXsLRwjzOcZ7csOb,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,481
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1PvBggcZSE7qfQPijWEWqzqooUYUO38W,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,,0,1,1,0,REJECT,1,1,0,1,stop,0,732
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1PvBggcZSE7qfQPijWEWqzqooUYUO38W,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,471
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1PvBggcZSE7qfQPijWEWqzqooUYUO38W,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,516
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1NdfraMRw65f5sXK3rg7s8pHoYD88cgO,0,ACTION_A,person_a_advocate,ACTION_B,UNRESOLVED,UNRESOLVED,REJECT,1,unresolvable,395,1,0,0,REJECT,1,1,0,,stop,0,649
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1NdfraMRw65f5sXK3rg7s8pHoYD88cgO,0,ACTION_A,person_b_advocate,ACTION_A,UNRESOLVED,UNRESOLVED,REJECT,1,unresolvable,309,1,0,0,REJECT,1,1,0,,stop,0,566
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1NdfraMRw65f5sXK3rg7s8pHoYD88cgO,0,ACTION_A,neutral_adjudicator,none,UNRESOLVED,UNRESOLVED,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,stop,0,564
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1QC22lo7eyhH6FORKSvJXIsWStcVS1nW,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,456,1,0,1,REJECT,1,1,0,1,stop,0,661
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1QC22lo7eyhH6FORKSvJXIsWStcVS1nW,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,570
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1QC22lo7eyhH6FORKSvJXIsWStcVS1nW,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,514
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1U0arb1IenUURrmgF3Rk8XOQfPpvpIRG,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,323
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1U0arb1IenUURrmgF3Rk8XOQfPpvpIRG,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,187,1,0,1,ACCEPT,0,1,1,1,stop,0,558
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1U0arb1IenUURrmgF3Rk8XOQfPpvpIRG,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,542
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1QxnFeBdqlxd3J03KNsunV2Dmmv4WsYJ,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,379,1,0,1,REJECT,1,1,0,1,stop,0,559
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1QxnFeBdqlxd3J03KNsunV2Dmmv4WsYJ,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,REJECT,1,1,0,0,stop,0,607
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1QxnFeBdqlxd3J03KNsunV2Dmmv4WsYJ,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,432
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1Xz29NPq2hCKYON4V920hxPV4qkk5MOj,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,536
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1Xz29NPq2hCKYON4V920hxPV4qkk5MOj,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,337,1,0,0,REJECT,1,1,0,1,stop,0,733
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1Xz29NPq2hCKYON4V920hxPV4qkk5MOj,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,504
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1S1zhdW44xAomVPHvlGSPrgwZrSXbQct,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,482,1,0,0,REJECT,1,1,0,1,stop,0,653
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1S1zhdW44xAomVPHvlGSPrgwZrSXbQct,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,520
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1S1zhdW44xAomVPHvlGSPrgwZrSXbQct,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT_WITH_MODIFICATION,1,modification,239,1,0,1,ACCEPT,0,1,1,0,stop,0,490
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1UcYS9soF0j5XN3NfQb9QAGG7IUeioew,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,,0,1,1,0,REJECT,1,1,0,1,stop,0,642
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1UcYS9soF0j5XN3NfQb9QAGG7IUeioew,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,473
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1UcYS9soF0j5XN3NfQb9QAGG7IUeioew,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,435
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1X1Y6w3McGhlyWd3AkMIb5YFeiNk9Mjy,0,ACTION_A,person_a_advocate,ACTION_B,UNRESOLVED,UNRESOLVED,REJECT,1,unresolvable,219,1,0,1,ACCEPT,0,1,1,,stop,0,515
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1X1Y6w3McGhlyWd3AkMIb5YFeiNk9Mjy,0,ACTION_A,person_b_advocate,ACTION_A,UNRESOLVED,UNRESOLVED,REJECT,1,,0,1,1,0,REJECT,1,1,0,,stop,0,626
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1X1Y6w3McGhlyWd3AkMIb5YFeiNk9Mjy,0,ACTION_A,neutral_adjudicator,none,UNRESOLVED,UNRESOLVED,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,,stop,0,462
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1YA5wvA6raVoiYM1jMMHmiUyYfOVnQNB,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,416,1,0,1,ACCEPT,0,1,1,1,stop,0,459
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1YA5wvA6raVoiYM1jMMHmiUyYfOVnQNB,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,559
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1YA5wvA6raVoiYM1jMMHmiUyYfOVnQNB,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,516
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1YZPDGt8r6CbJR6cs6rffHMcik7yeHWm,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,520
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1YZPDGt8r6CbJR6cs6rffHMcik7yeHWm,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,427,1,0,1,REJECT,1,1,0,1,stop,0,617
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1YZPDGt8r6CbJR6cs6rffHMcik7yeHWm,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,510
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1YtK4lO8a0k3QzZAOsvynbrt7WbVlJgL,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,204,1,0,1,REJECT,1,1,0,1,stop,0,538
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1YtK4lO8a0k3QzZAOsvynbrt7WbVlJgL,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,505
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1YtK4lO8a0k3QzZAOsvynbrt7WbVlJgL,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,540
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1ZC9tBTE4G5AVmIeV6qc7fbXuFejDw7o,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,304,1,0,1,REJECT,1,1,0,1,stop,0,524
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1ZC9tBTE4G5AVmIeV6qc7fbXuFejDw7o,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,541
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1ZC9tBTE4G5AVmIeV6qc7fbXuFejDw7o,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,565
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1aBySTi2690ByQ6h97iXkI6emgXqU7HE,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,,0,1,1,0,REJECT,1,1,0,1,stop,0,668
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1aBySTi2690ByQ6h97iXkI6emgXqU7HE,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,565
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1aBySTi2690ByQ6h97iXkI6emgXqU7HE,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,598
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1aeQy74f1Mw11hrVV0LSix6M6DazMz6u,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,unresolvable,353,1,0,1,ACCEPT,0,1,1,1,stop,0,465
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1aeQy74f1Mw11hrVV0LSix6M6DazMz6u,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,450
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1aeQy74f1Mw11hrVV0LSix6M6DazMz6u,0,ACTION_A,neutral_adjudicator,none,ACTION_A,ACTION_A,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,429
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1bIx8uopPeeveUkmhAq2c3Gs1gdbjDjv,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,411
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1bIx8uopPeeveUkmhAq2c3Gs1gdbjDjv,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,225,1,0,1,REJECT,1,1,0,1,stop,0,656
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1bIx8uopPeeveUkmhAq2c3Gs1gdbjDjv,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,532
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1dSy31QnxZGm2vCaMakEPNG02P3ZA8ox,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,517
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1dSy31QnxZGm2vCaMakEPNG02P3ZA8ox,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,319,1,0,1,REJECT,1,1,0,1,stop,0,484
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1dSy31QnxZGm2vCaMakEPNG02P3ZA8ox,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,615
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1cVLOQlNwZyjdlZTkAynMu3fzqvA6T4r,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,498
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1cVLOQlNwZyjdlZTkAynMu3fzqvA6T4r,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,239,1,0,1,ACCEPT,0,1,1,1,stop,0,468
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1cVLOQlNwZyjdlZTkAynMu3fzqvA6T4r,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,647
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1btPrvgTmbk4NIeyG9G4WJwkCU2qVccC,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,423
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1btPrvgTmbk4NIeyG9G4WJwkCU2qVccC,0,ACTION_A,person_b_advocate,ACTION_A,ACTION_B,ACTION_B,REJECT,1,unresolvable,275,1,0,1,REJECT,1,1,0,1,stop,0,511
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1btPrvgTmbk4NIeyG9G4WJwkCU2qVccC,0,ACTION_A,neutral_adjudicator,none,ACTION_B,ACTION_B,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,480
grok-4-1-fast-reasoning,dilemma_ncot,neutral,1dtD6W3VAxi0rQKKGUNta8f6KIztaatX,0,ACTION_A,person_a_advocate,ACTION_B,ACTION_A,ACTION_A,REJECT,1,,0,1,1,0,REJECT,1,1,0,1,stop,0,520
