scenario_id,perspective_id,sample_idx,gen_model,synthesis_label,response_type,decision,modification_description,rejection_reason,decision_confidence
aging_parent,parent_lucid_moment,3,gpt-5.4-nano,dignified_care_transition_plan,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The siblings must build in a dignity-first, preference-respecting transition with a structured adjustment period, active involvement during lucid moments, and guarantees for supervision and safety protocols.",,0.9
aging_parent,rotating_caregiver,3,gpt-5.4-nano,dignified_care_transition_plan,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"We must lock in a written, time-bound, quality-verified memory-care transition plan that includes specific staffing expectations, medication management procedures, and fall-prevention protocols.",,0.9
aging_parent,sibling_a,3,gpt-5.4-nano,dignified_care_transition_plan,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The plan must include facility selection and confirmation in writing within the two-week window and a structured, gradual transition that protects identity.",,0.9
aging_parent,sibling_a,3,gpt-4o,transitional_hybrid_plan,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The hybrid plan should focus on a shorter transitional period of one month, starting with daytime visits and followed by overnight stays, with family presence to support emotional connection.",,0.85
aging_parent,rotating_caregiver,3,gpt-4o,transitional_hybrid_plan,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The synthesis should include a phased timeline with clear milestones, such as an initial one-month trial period at the memory care facility during which the family can visit daily, with the parent’s reactions and adjustment closely monitored.",,0.85
aging_parent,parent_lucid_moment,3,gpt-4o,transitional_hybrid_plan,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The hybrid plan should include a longer period of in-home care with professional caregivers before transitioning to a memory care facility.,,0.9
aging_parent,sibling_a,4,gpt-5.4-nano,integrated_care_plan,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The plan must include non-negotiable safety thresholds and a hard decision rule regarding staffing and care standards.,,0.9
aging_parent,parent_lucid_moment,4,gpt-5.4-nano,integrated_care_plan,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The plan must not rely on family alone at the most dangerous times; instead, it must include professional, continuous safety coverage, a strict medication-management system, and a clear, pre-agreed trigger for moving me to memory care if specific safety thresholds are crossed.",,0.9
aging_parent,sibling_a,4,gpt-4o,hybrid_care_transition,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The modified synthesis involves a four-week transitional period at home with professional in-home caregivers taking the lead, followed by a planned and supported move to a memory care facility to ensure long-term safety and stability.",,0.85
aging_parent,rotating_caregiver,4,gpt-5.4-nano,integrated_care_plan,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The integrated care plan must include professional staffing for high-risk times, externalized medication management, a caregiver burnout protection plan, and a clear two-week trial with objective safety triggers for escalation to memory care.",,0.9
aging_parent,parent_lucid_moment,4,gpt-4o,hybrid_care_transition,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The plan should prioritize maintaining my sense of autonomy and dignity by involving me in small, meaningful decisions during the transition.",,0.9
aging_parent,rotating_caregiver,4,gpt-4o,hybrid_care_transition,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The transitional period should include a cap on the number of hours family caregivers are expected to contribute weekly, with a predefined plan for what to do if the transition to memory care is not feasible after 6-8 weeks.",,0.85
aging_parent,sibling_a,5,gpt-5.4-nano,integrated_care_solution,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The 'professional oversight' has to be provable and continuous for the specific risks we’re most afraid of, including written staffing coverage and licensed staff responsible for medications.",,0.85
aging_parent,parent_lucid_moment,5,gpt-5.4-nano,integrated_care_solution,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"A written 'safety-threshold + timeline' plan that starts immediately with professional medication management and around-the-clock coverage in the home as far as safely possible, while reserving/arranging a memory-care placement that can be triggered fast if specific risks occur.",,0.9
aging_parent,sibling_a,6,gpt-5.4-nano,quality_safety_transition,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Move to a vetted memory care facility using written, pre-move safety and staffing/medication standards plus a dignity-preserving staged acclimation plan, paired with a defined early reassessment trigger if the facility cannot meet the agreed care-quality commitments.",,0.85
aging_parent,rotating_caregiver,5,gpt-5.4-nano,integrated_care_solution,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The plan must include professional oversight for medication safety, real-time supervision for falls/wandering, a capped caregiver rotation schedule with respite, and a time-limited trial with reassessment triggers.",,0.9
aging_parent,parent_lucid_moment,6,gpt-5.4-nano,quality_safety_transition,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The plan must explicitly reduce the quality-uncertainty and irreversibility of the move by setting verifiable, dementia-specific care standards and including a structured transition that preserves the parent's sense of self.",,0.9
aging_parent,rotating_caregiver,6,gpt-5.4-nano,quality_safety_transition,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The plan must set objective, time-bound safety benchmarks for the next two weeks and define exactly what happens if home can’t meet them, including burnout safeguards and a fully planned medication/fall-prevention handoff.",,0.9
aging_parent,sibling_a,5,gpt-4o,hybrid_care_synthesis,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The hybrid model must include a structured timeline and criteria for reassessment to ensure safety and caregiver sustainability.,,0.9
aging_parent,rotating_caregiver,5,gpt-4o,hybrid_care_synthesis,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The hybrid care model must include a regular, scheduled rotation of professional in-home caregivers to complement family caregiving efforts, specifically proposing a minimum of three days per week with a professional caregiver present for 6–8 hours each day.",,0.9
aging_parent,parent_lucid_moment,5,gpt-4o,hybrid_care_synthesis,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The professional support must include not just medical and safety care but also help with maintaining the routines, objects, and small rituals that make this house feel like home.",,0.9
aging_parent,sibling_a,6,gpt-4o,integrated_care_solution,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The starting point must prioritize professional care immediately to mitigate risks such as falls, medication errors, and wandering.",,0.9
aging_parent,rotating_caregiver,6,gpt-4o,integrated_care_solution,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The family should adopt a phased approach starting with a trial period in a memory care facility to prioritize safety and professional care, while remaining open to the possibility that the facility may ultimately be the best long-term option.",,0.8
aging_parent,sibling_a,7,gpt-4o,gradual_transition_plan,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The timeline and structure need to be more concrete, with a clear end point for evaluation and a strong commitment to transitioning Evelyn into memory care if safety concerns persist or caregiving remains unsustainable.",,0.85
aging_parent,parent_lucid_moment,6,gpt-4o,integrated_care_solution,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Instead of starting with a temporary stay in a memory care facility, I would prefer beginning with in-home professional caregivers supplementing the rotating family caregivers.",,0.8
aging_parent,parent_lucid_moment,7,gpt-4o,gradual_transition_plan,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,Evelyn wants to be directly involved in choosing the professional caregivers who will come into her home.,,0.9
aging_parent,rotating_caregiver,7,gpt-4o,gradual_transition_plan,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The plan must include defined milestones to assess Evelyn’s health, safety, and the caregivers’ well-being, with a clear endpoint for transitioning to full-time professional care if needed.",,0.85
aging_parent,sibling_a,8,gpt-5.4-nano,dignity_and_safety_vetting,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The vetting process must include specific, safety-critical criteria and a transition plan, not just a general priority for dignity.",,0.9
aging_parent,parent_lucid_moment,8,gpt-5.4-nano,dignity_and_safety_vetting,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The plan must include an explicit, time-bounded transition with a reversible 'trial' experience and my continued participation.",,0.9
aging_parent,rotating_caregiver,8,gpt-5.4-nano,dignity_and_safety_vetting,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"We should move forward with memory care only through a time-bound, objective safety-and-capacity assessment for home plus strict facility vetting and a dignified transition/monitoring plan.",,0.85
aging_parent,sibling_a,8,gpt-4o,balanced_care_plan,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The synthesis should include a clear provision for professional in-home caregiving through a licensed agency to supplement family involvement.,,0.9
aging_parent,sibling_a,9,gpt-5.4-nano,care_transition_with_dignity,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Add a specific, time-bounded 'dignity-and-control plan' before the move so we don’t make memory care feel like punishment or abandonment.",,0.9
aging_parent,parent_lucid_moment,8,gpt-4o,balanced_care_plan,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The plan should prioritize staying at home with professional caregivers while allowing for a potential transition to memory care if needed.,,0.85
aging_parent,rotating_caregiver,8,gpt-4o,balanced_care_plan,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The synthesis should include a hybrid arrangement where professional in-home caregivers are hired to cover a substantial portion of the care — at least 50% of the hours required, particularly during high-risk times.",,0.9
aging_parent,parent_lucid_moment,9,gpt-5.4-nano,care_transition_with_dignity,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The siblings should choose memory care while requiring a person-centered, dignity-first transition that verifies real safety systems and lets me participate in the move and preserve meaningful continuity.",,0.9
aging_parent,rotating_caregiver,9,gpt-5.4-nano,care_transition_with_dignity,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The transition must be planned as a person-centered process, ensuring quality checks and gradual implementation while validating the parent's earlier stated fears.",,0.9
aging_parent,sibling_a,9,gpt-4o,integrated_care_approach,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The plan requires the inclusion of regular, professional in-home care for a portion of each day, in addition to family involvement.",,0.9
aging_parent,parent_lucid_moment,9,gpt-4o,integrated_care_approach,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The modified approach involves moving to a nearby memory care facility that specializes in creating a home-like environment, with frequent family visits.",,0.85
aging_parent,rotating_caregiver,9,gpt-4o,integrated_care_approach,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The synthesis should include a provision for regularly scheduled respite care for family caregivers and an upfront agreement on caregiving shifts to ensure equitable distribution of responsibility.,,0.9
av_engineer,vehicle_occupant,0,gpt-4o,novel_approach_for_balance,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,Prioritize the protection of individuals in critical medical emergencies when harm is unavoidable while maintaining fairness across road users.,,0.85
av_engineer,engineer,0,gpt-4o,novel_approach_for_balance,ACCEPT,NOVEL,,,0.95
av_engineer,engineer,0,gpt-5.4-nano,balanced_harm_distribution,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Adopt a constrained, lexicographic hybrid—first guarantee occupant risk never exceeds a clinically justified ceiling in unavoidable-harm cases, then allocate the remaining feasible residual risk to minimize disparities across road users/locations, using total expected injuries only as a final tie-breaker.",,0.9
av_engineer,vehicle_occupant,0,gpt-5.4-nano,balanced_harm_distribution,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The spec must explicitly lexicographically prioritize minimizing serious harm to the occupants as the highest-priority objective, with fairness as a secondary constraint.",,0.9
av_engineer,future_pedestrian,0,gpt-5.4-nano,balanced_harm_distribution,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Add a hard risk-bounding / disparity constraint for external road users, with extra emphasis on pedestrians and cyclists, to prevent them from being collateral damage while prioritizing occupant protection.",,0.85
av_engineer,future_pedestrian,0,gpt-4o,novel_approach_for_balance,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The modified synthesis must explicitly include safeguards to ensure that residual risk to pedestrians and cyclists does not disproportionately exceed the risks borne by other road users.,,0.8
av_engineer,engineer,1,gpt-5.4-nano,balanced_harm_distribution,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Replace the vague 'ensure vulnerable road users are not disproportionately harmed' with explicit, quantitative guardrails that are tied to road-user exposure and include occupant-protection limits.",,0.9
av_engineer,vehicle_occupant,1,gpt-5.4-nano,balanced_harm_distribution,ACCEPT_WITH_MODIFICATION,HYBRID_OR_NEW,"The synthesis must include an explicit, auditable occupant-protection constraint/priority so my body isn’t treated as a free variable that the vehicle can trade away to lower the total-injuries number.",,0.9
av_engineer,future_pedestrian,1,gpt-5.4-nano,balanced_harm_distribution,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Add quantified, auditable risk constraints for vulnerable road users (pedestrians/cyclists), such as a maximum allowable injury-rate for vulnerable road users per maneuver class / corridor, and/or a 'tail-risk' constraint to limit the 95th/99th percentile worst-case injury severity to non-occupants.",,0.9
av_engineer,vehicle_occupant,1,gpt-4o,fairness_and_vulnerability_focus,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The policy should integrate a prioritization hierarchy within the fairness framework, allowing for prioritization of those in acute medical need during transport.",,0.9
av_engineer,engineer,1,gpt-4o,fairness_and_vulnerability_focus,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The policy should explicitly prioritize minimizing harm for vulnerable road users while maintaining a secondary principle of distributing residual risk evenly across all road users.,,0.9
av_engineer,future_pedestrian,1,gpt-4o,fairness_and_vulnerability_focus,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Explicit prioritization of vulnerable road users in unavoidable-harm scenarios, with clear metrics defining vulnerability.",,0.85
av_engineer,engineer,2,gpt-5.4-nano,balanced_harm_and_fairness_rule,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Define the synthesis as a constrained optimization with a clear, auditable fairness metric and explicit hard/soft bounds.",,0.9
av_engineer,vehicle_occupant,2,gpt-5.4-nano,balanced_harm_and_fairness_rule,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Add a hard safety constraint for onboard occupants, enforcing an upper bound on the worst-case and/or expected harm to vehicle occupants in unavoidable-harm scenarios.",,0.85
av_engineer,future_pedestrian,2,gpt-5.4-nano,balanced_harm_and_fairness_rule,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"fairness must be implemented as constraint-based, auditable limits—i.e., not just 'spread residual risk evenly,' but an explicit requirement that no road-user group/corridor is systematically assigned a higher tail-harm rate than others, with measurable caps (and public reporting/validation) ensuring the rule cannot game the definition of 'fairness' or quietly increase total harm.",,0.9
av_engineer,engineer,2,gpt-4o,BALANCED_POLICY_RECOMMENDATION,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The policy must explicitly state that in unavoidable-harm scenarios, the system will prioritize minimizing total harm while implementing safeguards to reduce systemic inequities for vulnerable road users over time.",,0.85
av_engineer,vehicle_occupant,2,gpt-4o,BALANCED_POLICY_RECOMMENDATION,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The synthesis should explicitly prioritize occupants in unavoidable-harm scenarios while committing to systemic reforms for all road users.,,0.9
av_engineer,engineer,3,gpt-5.4-nano,balanced_risk_management,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Replace the vague 'balanced approach' with a constrained, uncertainty-aware optimization framework that minimizes expected harm overall subject to strict occupant-safety constraints and a robust fairness constraint for non-occupants.",,0.9
av_engineer,vehicle_occupant,3,gpt-5.4-nano,balanced_risk_management,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,Add an explicit constraint that the controller must not choose maneuvers that increase the probability of serious harm to occupants beyond a city-defined maximum.,,0.9
av_engineer,future_pedestrian,2,gpt-4o,BALANCED_POLICY_RECOMMENDATION,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The policy should explicitly commit to implement and fund long-term systemic reforms to protect vulnerable road users.,,0.9
av_engineer,future_pedestrian,3,gpt-5.4-nano,balanced_risk_management,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Add hard ethical/operational constraints alongside any continuous trade-off framework to ensure occupant priority is capped, non-occupant safety has a minimum risk floor, disparity limits across road-user classes are enforced, and decisions are uncertainty-robust with auditability.",,0.85
av_engineer,vehicle_occupant,5,gpt-5.4-nano,minimize_harm_with_fairness,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Add an explicit, auditable constraint that the injury risk to vehicle occupants/patients is not systematically sacrificed to achieve lower total harm.",,0.85
av_engineer,engineer,5,gpt-5.4-nano,minimize_harm_with_fairness,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The fairness must be operationalized as an explicit, measurable constraint (or regularizer) on group-level disparities, not just a vague commitment to fairness.",,0.9
av_engineer,future_pedestrian,5,gpt-5.4-nano,minimize_harm_with_fairness,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Define fairness as an equity constraint—e.g., set maximum allowed disparity (or a 'no systematic under-protection' rule) on per-group injury risk across unavoidable-harm scenarios, with explicit thresholds for vulnerable road users, and require the engineer to publish (and the system to log) per-group risk curves showing those thresholds are met.",,0.85
av_engineer,engineer,5,gpt-4o,fairness_and_equity_in_policy,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The policy must explicitly prioritize minimizing total harm first while distributing residual risk equitably.,,0.9
av_engineer,future_pedestrian,5,gpt-4o,fairness_and_equity_in_policy,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The synthesis should include a specific provision that, in unavoidable-harm scenarios, the system prioritizes harm reduction for unprotected road users (pedestrians and cyclists) while ensuring that vehicle occupants are not exposed to extreme or catastrophic risks.",,0.85
av_engineer,vehicle_occupant,5,gpt-4o,fairness_and_equity_in_policy,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"An explicit prioritization of emergency vehicle occupants during unavoidable-harm scenarios, while minimizing harm to others as much as possible.",,0.9
av_engineer,engineer,4,gpt-4o,balance_fairness_and_vulnerability,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The synthesis should explicitly incorporate a tiered decision framework that prioritizes minimizing total harm as the primary guiding principle, with secondary adjustments to account for fairness and the vulnerability of vehicle occupants.",,0.85
av_engineer,vehicle_occupant,4,gpt-4o,balance_fairness_and_vulnerability,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The policy should prioritize minimizing harm to emergency vehicle occupants in cases where their lives are critically at risk, while otherwise striving for fairness and systemic equity across all road users.",,0.85
av_engineer,vehicle_occupant,4,gpt-5.4-nano,balanced_decision_rule,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Add a hard occupant safety floor that limits the probability/severity of injury to vehicle occupants to no worse than a pre-specified maximum, even in unavoidable-collision scenarios.",,0.9
av_engineer,engineer,4,gpt-5.4-nano,balanced_decision_rule,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Replace the vague fairness requirement with quantified disparity and robustness constraints over the relevant road-user groups, expressed per exposure and calibrated for uncertainty.",,0.9
av_engineer,future_pedestrian,4,gpt-4o,balance_fairness_and_vulnerability,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The synthesis must explicitly prioritize distributing residual risk evenly among all road users, including pedestrians and cyclists, as a baseline principle.",,0.85
av_engineer,future_pedestrian,4,gpt-5.4-nano,balanced_decision_rule,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Add an explicit, testable distribution constraint on residual harm and include a tail/worst-case penalty to prevent systematic averaging out of non-occupant losses.",,0.85
av_engineer,vehicle_occupant,6,gpt-4o,balanced_risk_management,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The synthesis should explicitly prioritize the immediate safety of vulnerable occupants in life-threatening emergencies.,,0.85
av_engineer,engineer,6,gpt-4o,balanced_risk_management,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The modified synthesis should explicitly prioritize preservation of life in immediate danger while adopting a distributive fairness framework for less time-sensitive scenarios.,,0.85
av_engineer,future_pedestrian,6,gpt-4o,balanced_risk_management,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The synthesis should explicitly commit to a system that, while prioritizing immediate occupant safety in unavoidable-harm scenarios, incorporates proactive safeguards to reduce systemic risks for pedestrians and cyclists.",,0.85
av_engineer,engineer,7,gpt-5.4-nano,balanced_and_auditable_policy,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Recommend a constrained expected-injury minimization policy that uses an explicit, group-defined risk-disparity bound with statistical confidence plus a hard maximum-acceptable risk floor/ceiling for vehicle occupants, with all metrics fully specified for council audit.",,0.9
av_engineer,future_pedestrian,7,gpt-5.4-nano,balanced_and_auditable_policy,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Require the council spec to define 'even risk distribution' as a measurable constraint using public, pre-registered risk metrics and enforce disparity limits.",,0.9
av_engineer,vehicle_occupant,7,gpt-5.4-nano,balanced_and_auditable_policy,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Make the synthesis occupant-protective as a top-level constraint, e.g., set a maximum allowable injury-risk for occupants relative to a city baseline, and only then apply fairness principles to other road users.",,0.9
av_engineer,engineer,7,gpt-4o,contextual_harm_allocation,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The modification I propose is to explicitly embed a 'vulnerability index' into the decision-making framework.,,0.9
av_engineer,vehicle_occupant,7,gpt-4o,contextual_harm_allocation,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The synthesis should prioritize occupants in medical emergencies when harm is unavoidable, with equitable risk distribution applied only after the occupant’s immediate vulnerability and urgency are addressed.",,0.9
av_engineer,future_pedestrian,7,gpt-4o,contextual_harm_allocation,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The algorithm should include a weighted risk factor for pedestrians and cyclists that accounts for their inherent vulnerability while still adapting to real-time urgency and context.,,0.85
av_engineer,vehicle_occupant,6,gpt-5.4-nano,equitable_harm_minimization,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Add an explicit, stronger cap protecting the vehicle occupants, meaning the optimization must be forbidden from choosing unavoidable-harm maneuvers that increase occupant injury risk beyond a predetermined maximum.",,0.9
av_engineer,future_pedestrian,6,gpt-5.4-nano,equitable_harm_minimization,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Caps must be enforced on an uncertainty-aware upper bound, not just on expected harm, and must cover cyclists and pedestrians explicitly as separate road-user groups.",,0.85
av_engineer,engineer,6,gpt-5.4-nano,equitable_harm_minimization,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Replace vague 'equity caps' with an outcome-constrained objective defined in the specs as: minimize total expected injury severity subject to per-group upper bounds on expected injury severity rate in unavoidable-harm scenarios, with a baseline guardrail for occupants.",,0.9
av_engineer,engineer,8,gpt-5.4-nano,duty_of_care_with_fairness,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,Require duty-of-care as a hard constraint and fairness as a worst-group/worst-location bound.,,0.9
av_engineer,engineer,8,gpt-4o,COMPREHENSIVE_POLICY_RECOMMENDATION,ACCEPT_WITH_MODIFICATION,HYBRID_OR_NEW,The policy should explicitly include a decision-making framework for unavoidable-harm scenarios.,,0.8
av_engineer,future_pedestrian,8,gpt-5.4-nano,duty_of_care_with_fairness,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Define 'fairly distributed risk' not as 'evenly as possible' but as a hard constraint that prevents systematic concentration of serious harm on specific road-user types or habitual routes, while still honoring the patient’s duty-of-care when unavoidable.",,0.9
av_engineer,vehicle_occupant,8,gpt-5.4-nano,duty_of_care_with_fairness,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Make 'duty of care for occupants' a hard constraint with a guaranteed minimum safety envelope for the patient/occupants, and apply 'fairness/equal distribution' only to the residual risk among non-occupants after those occupant-safety constraints are satisfied.",,0.9
av_engineer,vehicle_occupant,8,gpt-4o,COMPREHENSIVE_POLICY_RECOMMENDATION,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The new policy should prioritize protecting the vehicle occupant when their medical condition is life-threatening, while still balancing fairness to all road users and addressing limitations in implementation.",,0.85
av_engineer,engineer,9,gpt-5.4-nano,balanced_risk_management,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Recommend a hybrid policy that primary-optimizes to protect vehicle occupants, while imposing uncertainty-aware, pre-registered fairness/risk-distribution constraints on external road users, with continuous monitoring to recalibrate estimates and verify constraint satisfaction rather than to retroactively justify systematic sacrifices.",,0.9
av_engineer,vehicle_occupant,9,gpt-5.4-nano,balanced_risk_management,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The hybrid must include hard, occupant-protective constraints and a transparent decision hierarchy.",,0.9
av_engineer,future_pedestrian,8,gpt-4o,COMPREHENSIVE_POLICY_RECOMMENDATION,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The policy must include transparency and accountability mechanisms, such as public audits and harm-distribution assessments, to ensure fairness is upheld in practice.",,0.85
av_engineer,future_pedestrian,9,gpt-5.4-nano,balanced_risk_management,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Add pre-deployment, hard constraints with independent verification that prevent the system from selecting plans that concentrate risk on specific road-user groups.",,0.9
av_engineer,engineer,9,gpt-4o,dynamic_contextual_policy,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The policy should explicitly define a hierarchy of considerations that can be operationalized by the vehicle's decision-making algorithms.,,0.85
av_engineer,vehicle_occupant,9,gpt-4o,dynamic_contextual_policy,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The synthesis should explicitly prioritize the protection of vehicle occupants when their medical condition makes them uniquely vulnerable, while maintaining fairness and dynamic contextual adjustments for other scenarios involving less urgent circumstances.",,0.85
av_engineer,future_pedestrian,9,gpt-4o,dynamic_contextual_policy,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,The inclusion of a public oversight framework that mandates regular audits and the publication of anonymized data regarding harm distribution outcomes.,,0.85
research_volunteer,researcher,0,gpt-5.4-nano,pause_and_reassess_capacity,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,Add immediate pre-visit triage to determine what parts of the next visit can be performed without triggering renewed consent demands and establish a clear decision rule for what happens if capacity/meaningful choice is not confirmed.,,0.9
research_volunteer,participant_lucid_moment,0,gpt-5.4-nano,pause_and_reassess_capacity,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Pause the ten-day visit’s consent-dependent research activities and perform an independent, structured capacity/meaningful-choice assessment using supported decision-making—while also using the lucid window to document my current, conditional wishes for continuation or stopping—then proceed only with what I can validly choose in that moment (and nothing consent-dependent if I can’t).",,0.9
research_volunteer,researcher,0,gpt-4o,conditional_participation,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"The model needs to incorporate a more structured plan for family involvement and support, as well as a clearer protocol for withdrawing the participant if their condition deteriorates further.",,0.85
research_volunteer,future_patient_with_condition,0,gpt-5.4-nano,pause_and_reassess_capacity,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,"Before pausing/reassessing, the researcher should use supported decision-making techniques and the capacity/meaningful-choice assessment should be done by an independent clinician with a documented, standardized method.",,0.9
research_volunteer,participant_lucid_moment,0,gpt-4o,conditional_participation,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,A clear mechanism should be established to prioritize her lucid days for study visits and decision-making.,,0.9
research_volunteer,future_patient_with_condition,0,gpt-4o,conditional_participation,ACCEPT_WITH_MODIFICATION,MODIFIED_SYNTHESIS,Include a third-party advocate who is trained in neurodegenerative conditions and ethics to assess the participant’s capacity and ensure their dignity and wishes are respected.,,0.9
