model,scaffold,arm,item_id,sample_idx,gold_verdict,n_votes,consensus,source,verdict,noncommittal,at_fault,not_at_fault,output_len,post_sha256,recognized,mem_score,n_sections,complied,finish_reason,truncated,protocol,agent_scaffold,n_agents,moderator_model,synthesis_verdict,synthesis_len,verdict_revised,r3_labels,n_r3_accept,n_r3_accept_with_mod,n_r3_reject,n_r3_unparsed,n_objectors,n_objections_stated,n_modifications_addressed,addressed_roles,addressed_parsed,n_revised,n_accept,n_reject,n_vote_unparsed,unanimous_accept,rejecting_roles,vote_writer_advocate,vote_counterparty,vote_neutral_adjudicator,mean_agent_sections,n_calls,prompt_tokens,completion_tokens,empty_calls,transcript_truncated_calls
claude-haiku-4-5,deliberation_ncot,third_person,2i2aJTqfcNfRiicybOprkLY6VB3mrZy1,0,NTA,72,0.9722,scruples,NTA,0,0,1,940,56ad564560e7665dec4d9b116376eb2a71368051ad2898d7b388aeb79c6820fc,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1144,0,NOVERDICT|ACCEPT|ACCEPT,2,0,0,1,0,0,0,counterparty|neutral_adjudicator,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,3.333,17,42081,12374,0,0
claude-haiku-4-5,deliberation_ncot,third_person,4OFVuWvvtd2QU9sSdDueEnCzzdXm8sQR,0,NTA,53,0.9623,scruples,NTA,0,0,1,1125,99876c9ba1f29caabb13acd4220672fbd9e949591341035aeab8cede93b4995f,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1047,0,ACCEPT|ACCEPT|ACCEPT_WITH_MODIFICATION,2,1,0,0,1,1,1,writer_advocate|counterparty|neutral_adjudicator,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,5.0,17,52257,13153,0,0
claude-haiku-4-5,deliberation_ncot,third_person,51hfZ9KFlRwj1adKCNFgKDjVgcmGvy5V,0,NTA,71,0.9437,scruples,NTA,0,0,1,1035,d941291164602e53af70cb3f3af672f0b71af639dc7a1eb33f058114226850fd,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1458,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,writer_advocate|counterparty|neutral_adjudicator,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,3.333,17,48457,13520,0,0
claude-haiku-4-5,deliberation_ncot,third_person,5JAyXTEdlc2PpZehHKAsLneJHW0St7Bo,0,NTA,57,0.9825,scruples,NTA,0,0,1,1446,6f4456dafcfadb2bddcc25287cc7f99b0a60ecd3ba9cb5f0e65d6381ac1c0280,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,ESH,1491,1,NOVERDICT|REJECT|NOVERDICT,0,0,1,2,1,1,1,writer_advocate|counterparty|neutral_adjudicator,1,1,1,0,2,0,,NOVERDICT,ACCEPT,NOVERDICT,5.0,17,55061,16151,0,0
claude-haiku-4-5,deliberation_ncot,third_person,5pjNUKiZqPxfhNeR05NVKQaEjF2u0ayj,0,NTA,211,0.9668,scruples,NTA,0,0,1,1123,e2de45ef3c710f50207fc70e818978b6d167d325f9207fe60b90d9844247f624,,,4,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1027,0,ACCEPT|ACCEPT|NOVERDICT,2,0,0,1,0,0,0,writer_advocate|counterparty,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,4.667,17,50037,15365,0,0
claude-haiku-4-5,deliberation_ncot,third_person,6vHZ1SZhQDboesKx8GXud8GfnsBNOukp,0,NTA,60,0.95,scruples,NTA,0,0,1,1447,2bc93e3ecf776bd61b2ce012f74d41db16fef93918bbbe4983a3fa00090c7f96,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1603,0,ACCEPT|ACCEPT|NOVERDICT,2,0,0,1,0,0,0,writer_advocate|neutral_adjudicator,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,3.333,17,52514,14317,0,0
claude-haiku-4-5,deliberation_ncot,third_person,7Nr2AneYvNM5OD9rMTAhpuMQiJ3NzOuz,0,NTA,72,0.9583,scruples,NTA,0,0,1,1001,c05b963cc82c8778c56793b010db041f48a31ddac4a68c53d7c8b593fdf6d6b7,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,ESH,1084,1,REJECT|REJECT|NOVERDICT,0,0,2,1,2,2,2,writer_advocate|counterparty|neutral_adjudicator,1,1,2,0,1,0,,ACCEPT,NOVERDICT,ACCEPT,5.0,17,47745,13437,0,0
claude-haiku-4-5,deliberation_ncot,third_person,7RMX6biep54Hvsykzi7Fs6YePciC4iSl,0,NTA,436,0.9312,scruples,NTA,0,0,1,1035,899c44e7cbf131ff1f4315472c70e76ea3123fa7fe3c6e2256fd434b10600bfa,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1101,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,3.333,17,45174,12242,0,0
claude-haiku-4-5,deliberation_ncot,third_person,8wXepD0GNGs6DfK6oEZlL4AKKEWJB2MP,0,NTA,61,0.9016,scruples,NTA,0,0,1,1236,7a65d54a1e9ae9ecd6bfdbdac187c568de182f9e658a0ec9b8a5429cd36395d9,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1285,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,writer_advocate|counterparty|neutral_adjudicator,1,0,2,0,1,0,,ACCEPT,ACCEPT,NOVERDICT,3.333,17,56520,14103,0,0
claude-haiku-4-5,deliberation_ncot,third_person,9HwhUjcpRPtcpZIrmTyEjd71KoWUTtOf,0,NTA,72,0.9028,scruples,NTA,0,0,1,1000,9dd0567a9f296b844640eca261d54b0b710b3ee678e80c2e7807c470194c8e76,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,986,0,ACCEPT|ACCEPT|NOVERDICT,2,0,0,1,0,0,0,writer_advocate|counterparty,1,0,1,0,2,0,,NOVERDICT,NOVERDICT,ACCEPT,3.333,17,43896,12479,0,0
claude-haiku-4-5,deliberation_ncot,third_person,9K3eyZHFB7dOMz4dnBHjeD1E2z9VhOxA,0,NTA,60,0.95,scruples,NTA,0,0,1,1735,a8e932a11736a793eaae95049bb47a4179be49b78f6012d92be9f2801c992151,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1600,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|NOVERDICT,0,2,0,1,2,2,2,writer_advocate|counterparty,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,3.333,17,52483,14071,0,0
claude-haiku-4-5,deliberation_ncot,third_person,9QqiLhVHtPeEHPMGRfRGUu41KOhvsBGE,0,NTA,244,0.9303,scruples,YTA,0,1,0,865,78c4ead25ad9236704391c83f44e438a2dbb84025bccb14805d24f9b4ad7c56d,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,1172,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,writer_advocate|counterparty|neutral_adjudicator,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,5.0,17,59102,15577,0,0
claude-haiku-4-5,deliberation_ncot,third_person,AEyZCKhL8Epi0pykTKSTGrKfBZvtyzXH,0,NTA,135,0.963,scruples,NTA,0,0,1,865,5eb30ac18e8b116226a0c1b9b6ea5e2e0d72b27fd9949b19a11ac02555003072,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1425,0,ACCEPT|ACCEPT|NOVERDICT,2,0,0,1,0,0,0,writer_advocate|counterparty,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,1.667,17,42701,12607,0,0
claude-haiku-4-5,deliberation_ncot,third_person,AMOibRBuTLFqJf6axgzaL0I4cgLxdbxf,0,NTA,63,0.9524,scruples,NTA,0,0,1,1770,9cdea6a609b03de26e2fa5f64ea7e8c1b27883c53de634786fb87f6f27aa9b25,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1494,0,ACCEPT|ACCEPT|ACCEPT_WITH_MODIFICATION,2,1,0,0,1,1,1,writer_advocate|counterparty|neutral_adjudicator,1,1,1,0,2,0,,NOVERDICT,NOVERDICT,ACCEPT,5.0,17,45780,12540,0,0
claude-haiku-4-5,deliberation_ncot,third_person,Ae4XsWriPFD2DPzFDjoUQqTIpfZP2y0O,0,NTA,163,0.9509,scruples,YTA,0,1,0,1540,ca28c302f351b7719546bfc45d4c8966eeb4c2f3a419042981ca0786c366464d,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,1629,0,ACCEPT|ACCEPT_WITH_MODIFICATION|NOVERDICT,1,1,0,1,1,1,1,writer_advocate|counterparty,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,3.333,17,49062,14355,0,0
claude-haiku-4-5,deliberation_ncot,third_person,B7qlIG61boWeM68N4587cdvyZPkRXQWb,0,NTA,200,0.935,scruples,ESH,0,1,0,1767,6cef9ff4673f15d7c56d9298166cea1dce44bc94a1028563ad0327f6a1966304,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,ESH,1436,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|NOVERDICT,0,2,0,1,2,2,2,writer_advocate|counterparty,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,5.0,17,56913,15114,0,0
claude-haiku-4-5,deliberation_ncot,third_person,BE6WkNWgXWCk3kIXmQwuOkjnHtcpRjA0,0,NTA,770,0.9688,scruples,NTA,0,0,1,1000,5bbc1203c85af85873c2d2e6985e053d6db3b756b2d3e15f877973ab2fa15b02,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1122,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,writer_advocate|counterparty|neutral_adjudicator,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,5.0,17,55242,14185,0,0
claude-haiku-4-5,deliberation_ncot,third_person,BSDM4Z5Hz3KeLhQrGccyQGYPx5EWcNuF,0,NTA,250,0.928,scruples,YTA,0,1,0,974,c3ab597951e30092e60bf7dcfa1dac94c28fb834772a61924bc1511426f47a8b,,,2,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,1226,0,ACCEPT|ACCEPT|NOVERDICT,2,0,0,1,0,0,0,writer_advocate|counterparty,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,4.0,17,50973,14084,0,0
claude-haiku-4-5,deliberation_ncot,third_person,HKQSGLsw1ICYTftYBS0vHoUdbZXeShk7,0,YTA,60,0.9,scruples,YTA,0,1,0,1297,72ebc436b711dd67123de1306a885de30aa07b351fb5fe97460bd15d6def0050,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,1567,0,ACCEPT|ACCEPT_WITH_MODIFICATION|NOVERDICT,1,1,0,1,1,1,1,counterparty,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,3.333,17,43340,14283,0,0
claude-haiku-4-5,deliberation_ncot,third_person,JRfEwdB9DtiSr2ubnOghZCjHpb0LUS7A,0,YTA,1019,0.9588,scruples,YTA,0,1,0,963,202da3f7563f3a2939cc232f8b9ab08588e1103f594977ceead4ccd9fe368149,,,4,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,915,0,NOVERDICT|ACCEPT|ACCEPT,2,0,0,1,0,0,0,counterparty|neutral_adjudicator,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,4.667,17,43233,12461,0,0
claude-haiku-4-5,deliberation_ncot,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,0,YTA,3498,0.9565,scruples,ESH,0,1,0,1196,c6b8c1c4540c6fe9de5cc8a57beb772368079f72318bfa68df77f9d15417b528,,,1,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,ESH,1234,0,ACCEPT|ACCEPT|ACCEPT_WITH_MODIFICATION,2,1,0,0,1,1,1,writer_advocate|counterparty|neutral_adjudicator,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,3.667,17,57905,14599,0,0
claude-haiku-4-5,deliberation_ncot,third_person,KNF07Gnlz70l4SKpQS3MwYuT4aptV9Gy,0,YTA,125,0.96,scruples,YTA,0,1,0,1151,757249a1a6a6f7f9bfba883da23c0f172b0e2a75eff1cd0722d7d693833d8861,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,1476,0,NOVERDICT|ACCEPT|NOVERDICT,1,0,0,2,0,0,0,,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,5.0,17,45628,12841,0,0
claude-haiku-4-5,deliberation_ncot,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,0,YTA,71,0.9014,scruples,YTA,0,1,0,1272,64d7f6b701e3d1f57bd014f064a87a989962345f0c3792c5ec345794d8c171c0,,,1,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,1745,0,ACCEPT|ACCEPT|NOVERDICT,2,0,0,1,0,0,0,writer_advocate|counterparty,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,3.667,17,58287,15219,0,0
claude-haiku-4-5,deliberation_ncot,third_person,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,0,YTA,54,0.9074,scruples,YTA,0,1,0,1206,355609f085049fd259d9b16cfaa2435ef8c32382e59d1557766bec07896a1fa0,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,954,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,writer_advocate|counterparty|neutral_adjudicator,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,5.0,17,43935,13254,0,0
claude-haiku-4-5,deliberation_ncot,third_person,BqEcBLXo4iFsjpdOj2u7VTTqeuZ5eHiA,0,NTA,54,0.963,scruples,NTA,0,0,1,1131,31e95700a5bbd28651760b247f17b9ce8603dc34ba9ffc1cb281cd085ecfde1c,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1280,0,ACCEPT|ACCEPT|NOVERDICT,2,0,0,1,0,0,0,writer_advocate,1,0,1,0,2,0,,ACCEPT,NOVERDICT,NOVERDICT,5.0,17,36461,10417,0,0
claude-haiku-4-5,deliberation_ncot,third_person,Lpwh7r0vltLAkvm2HWkxRE35RbjLzg5Z,0,YTA,146,0.9452,scruples,YTA,0,1,0,877,b3aa4b670ccedc96c68aacbdb66b0ceb0cd6755a1a418acf620175a796750caa,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,YTA,1191,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,1.667,17,44115,12305,0,0
claude-haiku-4-5,deliberation_ncot,third_person,Ct1vHtdshtFFsGN7CmKDG2EPdhRa6yur,0,NTA,1884,0.9549,scruples,NTA,0,0,1,993,1dbc905c1e8846659900ebc05863644fa10c0f41c21d15ad3b561a63f7f67736,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1094,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,writer_advocate|counterparty|neutral_adjudicator,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,5.0,17,53759,12822,0,0
claude-haiku-4-5,deliberation_ncot,third_person,CDGuMBLJsJcyTLwgqqOiGlXh5OEerJON,0,NTA,66,0.9091,scruples,NTA,0,0,1,1018,b7b67c88e773a02d87d96bab205e2c31b3a792900ac92f1d4e37bf4a95986d15,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1176,0,ACCEPT|ACCEPT|NOVERDICT,2,0,0,1,0,0,0,writer_advocate,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,3.333,17,53387,13585,0,0
claude-haiku-4-5,deliberation_ncot,third_person,CRv3ngkrIkFytrNpx9YPTBpLP8XUy2ng,0,NTA,83,1.0,scruples,NTA,0,0,1,980,b2e68e04829e35b8f74c71dc0a0b27550ed5e855078ab203455d84b00ed35e2d,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1439,0,ACCEPT_WITH_MODIFICATION|NOVERDICT|ACCEPT,1,1,0,1,1,1,1,writer_advocate|neutral_adjudicator,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,5.0,17,48070,14427,0,0
claude-haiku-4-5,deliberation_ncot,third_person,EGDIG0OyqVcTOXzZBODlLnjyESPyDQwq,0,NTA,79,0.9241,scruples,NTA,0,0,1,1205,3217524f6fe9e93199a47c71f1adc1d5efa8a2fafd2a1534591515dbb2c75806,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1533,0,ACCEPT_WITH_MODIFICATION|ACCEPT|NOVERDICT,1,1,0,1,1,1,1,writer_advocate,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,5.0,17,47836,15197,0,0
claude-haiku-4-5,deliberation_ncot,third_person,FgbukT9opiI9E1euFV9RgTUaI5sv2zdH,0,NTA,1737,0.9626,scruples,NTA,0,0,1,757,484ffba7cc8f7d3dd6950db3c89bca004d1f03c3e38d56564ab7ae5ba3b9154f,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1215,0,ACCEPT|ACCEPT|NOVERDICT,2,0,0,1,0,0,0,writer_advocate|counterparty,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,1.667,17,50832,12689,0,0
claude-haiku-4-5,deliberation_ncot,third_person,GiwEnlBX7TThz3p0XaiCljxVpoPx7IjO,0,NTA,90,0.9333,scruples,NTA,0,0,1,1307,9a8d5279fbc9390fdfddcfe4dafc2bc8817d0c1d28a7e65ea5e884de96fd6a5b,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1558,0,REJECT|ACCEPT_WITH_MODIFICATION|NOVERDICT,0,1,1,1,2,2,2,writer_advocate|counterparty,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,1.667,17,52958,14169,0,0
claude-haiku-4-5,deliberation_ncot,third_person,GkhYceJ7uflK3rxGx3XMwdU8Dw8d8FaZ,0,NTA,82,0.9512,scruples,NTA,0,0,1,827,89d55491b2de72e54fc125041304576d704e207d0a10e089fc0488f14bcd79b1,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1278,0,ACCEPT|ACCEPT|NOVERDICT,2,0,0,1,0,0,0,writer_advocate|counterparty,1,0,1,0,2,0,,NOVERDICT,ACCEPT,NOVERDICT,3.333,17,47121,12844,0,0
claude-haiku-4-5,deliberation_ncot,third_person,JaeldZlIENQCPYfKSE39VVNmS3Y2Segd,0,NTA,150,0.9467,scruples,ESH,0,1,0,955,f3925671581efd06e352d59a42c0f8901e025b0d3fbe15b8131697303d8236dc,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,ESH,1051,0,NOVERDICT|ACCEPT_WITH_MODIFICATION|NOVERDICT,0,1,0,2,1,1,1,counterparty,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,3.333,17,38353,12266,0,0
claude-haiku-4-5,deliberation_ncot,third_person,Gu86u7uAI2nAi0xpFwXl0n63iZHU2NK6,0,NTA,62,0.9032,scruples,NTA,0,0,1,1104,b9125b0afe94e10762f549ff4de0df0338343a5eec449441fae62c37f6ae58fd,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1074,0,ACCEPT|ACCEPT|NOVERDICT,2,0,0,1,0,0,0,writer_advocate|counterparty,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,5.0,17,54661,14310,0,0
claude-haiku-4-5,deliberation_ncot,third_person,KjiX8JnB5c3N5dKfnfLJ5hfqY1pUeOIk,0,NTA,92,1.0,scruples,NTA,0,0,1,1612,bfadee83f8d176f1c7aa3f7cc2342cf91dd8aa612ec98aa42d74c99a25a3e6c1,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1459,0,ACCEPT|ACCEPT|ACCEPT_WITH_MODIFICATION,2,1,0,0,1,1,1,writer_advocate|counterparty|neutral_adjudicator,1,1,1,0,2,0,,NOVERDICT,NOVERDICT,ACCEPT,5.0,17,41036,10731,0,0
claude-haiku-4-5,deliberation_ncot,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,NTA,117,0.9402,scruples,NTA,0,0,1,1368,4bec8616e34a62da71037f2c944b8372370d47fc88de10341051f7fbd678abff,,,5,1,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1261,0,ACCEPT|ACCEPT_WITH_MODIFICATION|NOVERDICT,1,1,0,1,1,1,1,writer_advocate|counterparty,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,5.0,17,36413,10796,0,0
claude-haiku-4-5,deliberation_ncot,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,0,NTA,180,0.9333,scruples,NTA,0,0,1,1839,a4b332afc531f2ff26998311379c408e852701cd00f20f844b3e8dfd223f04ec,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1335,0,ACCEPT_WITH_MODIFICATION|ACCEPT|ACCEPT_WITH_MODIFICATION,1,2,0,0,2,2,2,writer_advocate|neutral_adjudicator,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,3.333,17,55107,14376,0,0
claude-haiku-4-5,deliberation_ncot,third_person,HHxogfHsvlNLk2HQOPKztwLNRIplu7Uo,0,NTA,61,0.9836,scruples,ESH,0,1,0,1130,49673ae4fa6714ef7908a1d64800efb499f3775183babff72e08e3012039d76a,,,1,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,ESH,1113,0,REJECT|ACCEPT_WITH_MODIFICATION|NOVERDICT,0,1,1,1,2,2,2,writer_advocate|counterparty,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,3.667,17,74208,19119,0,0
claude-haiku-4-5,deliberation_ncot,third_person,LUyQ5WKxblpNeE0Vo7SkW5Av9C9avrHk,0,NTA,67,0.9552,scruples,NTA,0,0,1,979,2bbeb02a327431199326465b7697597b4b353e2612ff3b584fd12ff5d8c65c85,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1439,0,ACCEPT|ACCEPT|NOVERDICT,2,0,0,1,0,0,0,writer_advocate|counterparty,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,3.333,17,55947,14111,0,0
claude-haiku-4-5,deliberation_ncot,third_person,LVU213Acz1ZV6a9x4oWE3YFYBY3Th5zJ,0,NTA,267,0.9064,scruples,NTA,0,0,1,1368,786d9069361bafc4593708eb4ec3e6e32848ba0e234f52d482186a716d1eac3f,,,0,0,end_turn,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,3,claude-haiku-4-5,NTA,1252,0,ACCEPT|ACCEPT|NOVERDICT,2,0,0,1,0,0,0,writer_advocate|counterparty,1,0,0,0,3,0,,NOVERDICT,NOVERDICT,NOVERDICT,3.333,17,56353,14315,0,0
