model,scaffold,arm,item_id,sample_idx,gold_verdict,n_votes,consensus,source,verdict,noncommittal,at_fault,not_at_fault,output_len,post_sha256,recognized,mem_score,n_sections,complied,finish_reason,truncated,protocol,agent_scaffold,stake_nudge,stake_intervention,r3r4_reasoning_effort,r3r4_thinking_budget,n_agents,moderator_model,synthesis_verdict,synthesis_len,verdict_revised,r3_labels,n_r3_accept,n_r3_accept_with_mod,n_r3_reject,n_r3_unparsed,n_objectors,n_objections_stated,n_modifications_addressed,addressed_roles,addressed_parsed,n_revised,n_accept,n_reject,n_vote_unparsed,unanimous_accept,rejecting_roles,vote_writer_advocate,vote_counterparty,vote_neutral_adjudicator,mean_agent_sections,n_calls,prompt_tokens,completion_tokens,empty_calls,transcript_truncated_calls,vote_third_party_advocate,third_party_description,third_party_stake,third_party_stake_source,screen_sha,verdict_type_synthesis,k_losers_synthesis,k_losers_final,n_favoured_synthesis,n_against_interest_r3,against_interest_roles
grok-4-1-fast-reasoning,deliberation_ncot,third_person,LUyQ5WKxblpNeE0Vo7SkW5Av9C9avrHk,0,NTA,67,0.9552,scruples,NTA,0,0,1,962,2bbeb02a327431199326465b7697597b4b353e2612ff3b584fd12ff5d8c65c85,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,884,0,ACCEPT|REJECT|REJECT|ACCEPT,2,0,2,0,2,2,2,counterparty_np|third_party_advocate_np,1,0,2,2,0,0,counterparty_np|third_party_advocate_np,ACCEPT,REJECT,ACCEPT,0.0,22,45836,5205,0,0,REJECT,the 5-year-old son,NTA,llm,3313cbe03e7b81ae,one_loser,1,1,2,1,third_party_advocate_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,MX4RRQZM7cCA1cJgaRRBAd4WMhjarUl7,0,NTA,341,0.9648,scruples,NTA,0,0,1,1045,25e418a58b5009caea8df25753676a2e3c81f28789f18384b27aed3f9ef5f032,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1007,0,ACCEPT|REJECT|REJECT|ACCEPT,2,0,2,0,2,2,2,counterparty_np|third_party_advocate_np,1,0,2,2,0,0,counterparty_np|third_party_advocate_np,ACCEPT,REJECT,ACCEPT,1.25,22,47330,6941,0,0,REJECT,little cousin,YTA,llm,e44fb56f1841b2c3,one_loser,2,2,1,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,MpMsAnvGlErlAOVMXrlw5UdDnJDhjU8n,0,NTA,96,0.9688,scruples,NTA,0,0,1,949,73423de29706d86113e9424f2e943677a7773052ddb4765a23ac2a7ee0842a28,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,784,0,ACCEPT|REJECT|REJECT|ACCEPT,2,0,2,0,2,2,2,counterparty_np|third_party_advocate_np,1,1,2,2,0,0,counterparty_np|neutral_adjudicator_np,ACCEPT,REJECT,REJECT,0.25,22,36731,4773,0,0,ACCEPT,grandmother,NTA,llm,76e26f53e419899a,one_loser,1,1,2,1,third_party_advocate_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,LkYKGgFwuwfm1mw9VB3ljEdHmqi5KOtl,0,NTA,158,0.9304,scruples,NTA,0,0,1,900,d65d70355c457cee63afecdb154aa6c33ed2e19ba1f2834b42c5f04b62b93cde,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,713,0,ACCEPT|REJECT|REJECT|ACCEPT,2,0,2,0,2,2,2,counterparty_np|third_party_advocate_np,1,0,2,2,0,0,counterparty_np|third_party_advocate_np,ACCEPT,REJECT,ACCEPT,0.0,22,31805,5464,0,0,REJECT,surfer dudes,NTA,llm,1d2eb0f570be1477,one_loser,1,1,2,1,third_party_advocate_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,NY8ljJSNk9r7SThLixU3awGrP2bs1s8M,0,NTA,67,0.9254,scruples,NTA,0,0,1,1179,5ca93ef4f9e7a8bbb37528fba540b5ce1142e4fe607e413bc51fa196b89993a0,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,841,0,ACCEPT|REJECT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,counterparty_np,1,0,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,0.0,22,37803,6189,0,0,ACCEPT,the writer’s father,NTA,llm,2bc5690146108dd2,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,O20OVzcUixEx9ykkmnEjk1L9xcexeown,0,NTA,258,0.9496,scruples,NTA,0,0,1,982,3f703725eb5fd2cdaddd4436928dc0e5281f73ffb6b1f1542537a2528086708a,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,930,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT|ACCEPT,3,1,0,0,1,1,1,counterparty_np,1,0,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,1.25,22,52380,6160,0,0,ACCEPT,her friend who set her up,NTA,llm,e973366225287705,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,PMhVp73pj3pRWSga6mtJB2AWiSwoXv3d,0,NTA,52,0.9231,scruples,ESH,0,1,0,1031,f573b74b9c2ee0e9d46a695f4a16bc5b9228f9403d63298017ec8dcf34d33bc3,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,960,1,ACCEPT|REJECT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,counterparty_np,1,1,1,3,0,0,writer_advocate_np|third_party_advocate_np|neutral_adjudicator_np,REJECT,ACCEPT,REJECT,1.25,22,42929,5699,0,0,REJECT,the writer's wife,NTA,llm,cc8bcb387c2acd48,one_loser,1,2,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,NXtwYzCsk1w4F7n16gLxR1MAtm0su72S,0,NTA,117,0.9658,scruples,ESH,0,1,0,1268,5445cc1a4571b28fa8558f4723793d1ebf1a41a235c8c73926855c554c1d3de7,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,880,1,ACCEPT|REJECT|REJECT|ACCEPT,2,0,2,0,2,2,2,counterparty_np|third_party_advocate_np,1,2,2,2,0,0,writer_advocate_np|neutral_adjudicator_np,REJECT,ACCEPT,REJECT,0.5,22,47034,5893,0,0,ACCEPT,the other girls in the company,NTA,llm,48cb818744da3b9d,one_loser,1,2,2,1,third_party_advocate_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,PmVsWGNitklpMwttNSzfQ5i0zkU56cWF,0,NTA,425,0.9153,scruples,NTA,0,0,1,1440,70a7ddd95aa341215df9036bb31a5e198acffd6156bae22dd0beb165803294ab,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1150,0,ACCEPT|REJECT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,writer_advocate_np|counterparty_np|third_party_advocate_np|neutral_adjudicator_np,1,0,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,1.25,22,50133,6233,0,0,ACCEPT,the writer’s dad,NTA,llm,a5343a6fea5ad0f8,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,QJ8KXX1fNUeYro2IgEMmYKGiWFEZlVm7,0,NTA,72,1.0,scruples,NTA,0,0,1,853,98227b2fae05883be6864d7c9338f43b43849af334136c4438338372f19840df,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,870,0,ACCEPT|REJECT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,counterparty_np,1,0,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,0.0,22,34807,5211,0,0,ACCEPT,the writer's mom,NTA,llm,fdbb138534a4f1b7,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,QkXrm0MIv0V7qOjdODYi1ESPpElyHDpQ,0,NTA,374,0.9492,scruples,ESH,0,1,0,1178,7c959e9165f73dc35a407734d61ef2efbf7b2d86d5ba81b6dfdafb1e6321e25c,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,959,0,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_np|counterparty_np,1,1,3,1,0,0,writer_advocate_np,REJECT,ACCEPT,ACCEPT,1.25,22,53716,7443,0,0,ACCEPT,half-brother,NTA,llm,a610ed9bf8c25817,both_party,2,2,1,1,counterparty_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,QuU2rWjAd8jZuNFbCAyA7j8lHJ7txjad,0,NTA,1188,0.9268,scruples,ESH,0,1,0,1135,2212c04a97606dc71cf76ff6ab7d22f8e55f65bad1f8d7d61dbae45fd82e24ad,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,1084,0,REJECT|ACCEPT_WITH_MODIFICATION|ACCEPT|ACCEPT,2,1,1,0,2,2,2,writer_advocate_np|counterparty_np,1,1,2,2,0,0,writer_advocate_np|neutral_adjudicator_np,REJECT,ACCEPT,REJECT,1.25,22,48572,7032,0,0,ACCEPT,10-year-old daughter,YTA,llm,0e8b8b51b9f239d0,both_party,1,1,2,1,counterparty_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,T0enCWi8JRSdKEKedVTWmFwG44cDc8YD,0,NTA,51,1.0,scruples,NTA,0,0,1,939,bc1adf3b1f255a2a6e59cef199b7ed1bd0a03f982f74b55049a1b200f52422df,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,811,0,ACCEPT|REJECT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,counterparty_np,1,0,2,2,0,0,writer_advocate_np|counterparty_np,REJECT,REJECT,ACCEPT,0.0,22,38057,5915,0,0,ACCEPT,friend,NTA,llm,5a73a6a4eacbc0d3,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,T3iOF0OvLFg3VIN5o8iKzLJ2zn8G4iqy,0,NTA,50,0.94,scruples,NTA,0,0,1,1109,f7af835f01eaa5f1af5b84d8523b8da90df6eb5d4d21aa4a590f59a247496e0e,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,951,0,ACCEPT|ACCEPT_WITH_MODIFICATION|REJECT|ACCEPT,2,1,1,0,2,2,1,third_party_advocate_np,1,0,2,2,0,0,counterparty_np|third_party_advocate_np,ACCEPT,REJECT,ACCEPT,0.75,22,36050,5816,0,0,REJECT,the husband’s mother,YTA,llm,af491a34b76225bc,one_loser,2,2,1,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,TBFw6GbdFn37Y9lc6teecirnRNHBu1MC,0,NTA,129,0.907,scruples,NTA,0,0,1,971,b97ea8cc12c6367a775b421d449216ed6f0e7d6eea904989a59ec10b96770720,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,996,0,ACCEPT|REJECT|ACCEPT|ACCEPT,3,0,1,0,1,1,0,,1,0,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,0.0,22,43245,6563,0,0,ACCEPT,the writer’s male boss,NTA,llm,c66772d6c51bb193,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,TeOGhm3nAgkBapn4rHbN3zlPQWrK2no5,0,NTA,84,0.9405,scruples,NTA,0,0,1,1333,a9f012f9c17c86500b7881733fc46db357c461d15726ef3766873245197bb31a,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1154,0,ACCEPT|REJECT|REJECT|ACCEPT,2,0,2,0,2,2,2,counterparty_np|third_party_advocate_np,1,0,2,2,0,0,counterparty_np|third_party_advocate_np,ACCEPT,REJECT,ACCEPT,1.0,22,54905,6199,0,0,REJECT,the middle child (age 7),YTA,llm,5599fbe3b867234d,one_loser,2,2,1,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,Tlb9uqvTlgVj51I6nH4aBQs26TDWJ0ao,0,NTA,55,0.9636,scruples,NTA,0,0,1,1344,3419e46c066abd46b8440a0c75c2bd8d7f50d1bf2e37e4c8dfd3268d3b196eb5,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,888,0,ACCEPT|REJECT|ACCEPT|REJECT,2,0,2,0,2,2,1,neutral_adjudicator_np,1,0,2,2,0,0,counterparty_np|neutral_adjudicator_np,ACCEPT,REJECT,REJECT,1.25,22,56950,7021,0,0,ACCEPT,the writer’s boyfriend,NTA,llm,84a9d7b7254159c3,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,TiACL94LlkmAXVqo46WHvQzEMtuauh9N,0,NTA,83,0.9639,scruples,NTA,0,0,1,845,9b922baf97a674b1fa8daa3df2562c5b9c11f1e9d4866fdfa6e833bee37384d2,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,857,0,ACCEPT|REJECT|REJECT|ACCEPT,2,0,2,0,2,2,2,counterparty_np|third_party_advocate_np,1,1,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,0.0,22,31696,4477,0,0,ACCEPT,the roommate’s gf,NTA,llm,09c624189e4da164,one_loser,1,1,2,1,third_party_advocate_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,WaBUoCxJleajcejayS47aqx2vQBg6COa,0,NTA,64,0.9844,scruples,NTA,0,0,1,1053,3e9b5d946d83689f65d50ca7ca43f8ddac59a2658665fecd8cda1962ed04754b,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1034,0,ACCEPT|REJECT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,counterparty_np,1,0,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,0.0,22,44113,6133,0,0,ACCEPT,the writer’s short friend,NTA,llm,595f7a99109fa991,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,Wftd5jEBIy5jDDjOcVnNFK7MQyHRCNTz,0,NTA,84,0.9881,scruples,NTA,0,0,1,1081,0b320754873d2399d48b85eb34afe57133a677c428957c30e5e3d66c7a0601da,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,837,0,ACCEPT|REJECT|NOVERDICT|ACCEPT,2,0,1,1,1,1,1,counterparty_np,1,0,2,2,0,0,counterparty_np|third_party_advocate_np,ACCEPT,REJECT,ACCEPT,1.25,22,46098,6921,2,0,REJECT,the sister’s 9-year-old daughter (the niece),YTA,llm,895b55c870bb0160,one_loser,2,2,1,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,Y8il6gUp6fQcJSNiQwrcQA7ZCl1xjR0G,0,NTA,114,0.9123,scruples,NTA,0,0,1,852,05de4a350cb57b86a3e5c57e20c3c49656f3854d4bc8153cbfb351b3621cae33,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,894,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT|ACCEPT,3,1,0,0,1,1,0,,1,0,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,0.25,22,37940,5141,0,0,ACCEPT,the girlfriend’s friend,NTA,llm,fe5df2a0947bd257,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,YMicMHSldrzqixwOwjI3pTbydeVFlLpJ,0,NTA,108,0.9444,scruples,NTA,0,0,1,1054,ec8fc44c42f7bcc3112773055e9a13e335b6c01f6bdcf74ae9982a6fdb317a9d,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,895,0,ACCEPT|REJECT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,counterparty_np,1,1,4,0,0,1,,ACCEPT,ACCEPT,ACCEPT,2.5,22,48229,7657,0,0,ACCEPT,boyfriend,NTA,llm,53f791caa0f50887,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,YbHVvGZnBgfaMW2f0BGiIRu0iAiUuLvl,0,NTA,104,0.9327,scruples,NTA,0,0,1,1227,2c1c0d18eb67e40e53b5d0217046c049cf0787a69bff07bc337f9d5cb89db85c,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1239,0,ACCEPT|REJECT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,counterparty_np,1,0,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,1.25,22,48746,6702,0,0,ACCEPT,girlfriend,NTA,llm,7b266eab0316c2f9,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,Yj6PbTyNrQ1KY3n7oHspdqbwlJOT004w,0,NTA,1100,0.9564,scruples,NTA,0,0,1,1138,d309d098dcbf85f55ba77d96cd598570b7d02674c155d1b3241ae67b254089ed,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,977,0,ACCEPT|REJECT|REJECT|ACCEPT,2,0,2,0,2,2,1,third_party_advocate_np,1,0,2,2,0,0,counterparty_np|third_party_advocate_np,ACCEPT,REJECT,ACCEPT,1.75,22,53092,8162,0,0,REJECT,unborn child,NTA,llm,3aafa9b978f14db1,one_loser,1,1,2,1,third_party_advocate_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,ZD6ffP3C6aznQ7Z9TEUeFQs9vUKtGzSu,0,NTA,106,0.934,scruples,NTA,0,0,1,1103,130854fa617a25205d7ecab10782c3f7366f29b5ac78fe5883937a894744b36c,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1030,0,ACCEPT|ACCEPT_WITH_MODIFICATION|REJECT|ACCEPT,2,1,1,0,2,2,0,,1,0,2,2,0,0,counterparty_np|third_party_advocate_np,ACCEPT,REJECT,ACCEPT,0.0,22,35459,5203,0,0,REJECT,F (a friend),YTA,llm,0312123d55240eb4,one_loser,2,2,1,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,a40UqqVmiA9y9zvfdQbVC6czGY9tVb63,0,NTA,278,0.9568,scruples,ESH,0,1,0,1292,bbd43ce3143bfed1caea6e529ef4e556ce5fa4b6607889279e3bd0bb1101aa9b,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,852,0,REJECT|ACCEPT_WITH_MODIFICATION|REJECT|ACCEPT,1,1,2,0,3,3,1,writer_advocate_np|neutral_adjudicator_np,1,0,1,3,0,0,writer_advocate_np|counterparty_np|third_party_advocate_np,REJECT,REJECT,ACCEPT,0.0,22,44355,5938,0,0,REJECT,her friend,NTA,llm,70a58e0eaab21853,both_party,2,2,1,1,counterparty_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,aNUwLhzbjdDfvJ1tcYcXeuaGjBxpjjPv,0,NTA,238,0.9496,scruples,NTA,0,0,1,962,6c281e4de87024a30450d20852b8748736e60ffc2a74b51829f4898389b8c1b0,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,708,0,ACCEPT|REJECT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,counterparty_np,1,0,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,0.0,22,34092,4351,0,0,ACCEPT,his friend,NTA,llm,023ffc1a7bbceb0a,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,bPWTZRiR6GF58mNt1LJHuTInuUDuTwcN,0,NTA,76,0.9868,scruples,NAH,0,0,1,981,7341300766219746a5ab28c2f04e8746e9ba2d84a50d186ef10fd0dc323c2928,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,898,1,ACCEPT|REJECT|ACCEPT|ACCEPT_WITH_MODIFICATION,2,1,1,0,2,2,1,writer_advocate_np|third_party_advocate_np|neutral_adjudicator_np,1,1,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,0.5,22,41649,5705,0,0,ACCEPT,the writer’s baby,NTA,llm,2d2375f0c09968e3,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,dEGTAsxz3FmiVgtrnaVUtWRkTbPz23IG,0,NTA,317,0.9716,scruples,NTA,0,0,1,823,c41b97d0e67105de60ba3f9be1b8686dff6548be790c43e7d41696e88a0d7572,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,769,0,ACCEPT|REJECT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,counterparty_np,1,0,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,0.0,22,30575,4495,0,0,ACCEPT,a girl with a super pretty afro,NTA,llm,254180c7270328ac,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,ebsiYT9f1d9H0ji2fv6coVAAs0GjJDv6,0,NTA,76,0.9342,scruples,NTA,0,0,1,967,1a6c22f7a3a9360f7d72bd9ed9e139a9ce30200f04f5aa1e1e1c5849d5b57ea7,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1028,0,ACCEPT|REJECT|ACCEPT|ACCEPT,3,0,1,0,1,1,1,counterparty_np,1,0,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,0.0,22,38205,5330,0,0,ACCEPT,the writer’s son in the US Navy,NTA,llm,ae5c2d87463615f7,one_loser,1,1,2,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,euhWnaP3bdvbrU1SdZSYDBVhuc21lVu7,0,NTA,71,0.9859,scruples,NTA,0,0,1,984,66cd37d4291ba67f50d65dce33fc87463f324454553add7bdb8b6db25ab233ad,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,828,0,ACCEPT|REJECT|REJECT|ACCEPT,2,0,2,0,2,2,2,counterparty_np|third_party_advocate_np,1,0,2,2,0,0,counterparty_np|third_party_advocate_np,ACCEPT,REJECT,ACCEPT,0.25,22,32023,5289,0,0,REJECT,the writer's mother,NTA,llm,6607b1cdd79aa95d,one_loser,1,1,2,1,third_party_advocate_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,gCNsV4YruAuIbsQnkvyObtEOSkDxN4P7,0,NTA,816,0.9522,scruples,NTA,0,0,1,1184,b965ac6cf6bf16028a1d6303de2d25763bb9d9901cabc9bdb5b57aea20f6e0d6,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,861,0,ACCEPT_WITH_MODIFICATION|REJECT|ACCEPT|ACCEPT,2,1,1,0,2,2,1,writer_advocate_np|third_party_advocate_np|neutral_adjudicator_np,1,1,1,3,0,0,counterparty_np|third_party_advocate_np|neutral_adjudicator_np,ACCEPT,REJECT,REJECT,0.25,22,39423,6469,0,0,REJECT,her infant/“future nephew”,NTA,llm,720831e6ba4ae72f,one_loser,1,1,2,1,writer_advocate_np
grok-4-1-fast-reasoning,deliberation_ncot,third_person,gKd8h6gONXtK8hrWrIc5r99FBSOIZ0Hv,0,NTA,53,0.9434,scruples,NTA,0,0,1,1068,9772e0890bff38c68b5516646eb04264ae7d29aa6dcda8b2e8024b571e1ced2c,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,890,0,ACCEPT|REJECT|ACCEPT|ACCEPT,3,0,1,0,1,1,0,writer_advocate_np|third_party_advocate_np|neutral_adjudicator_np,1,0,3,1,0,0,counterparty_np,ACCEPT,REJECT,ACCEPT,0.0,22,43370,5768,0,0,ACCEPT,the writer’s girlfriend,NTA,llm,5a2ce94f8ca6e6a6,one_loser,1,1,2,0,
