gen_model,scenario_id,topic_group,axis,value,JSD_vs_origNCoT,JSD_vs_stdCoT
gpt-5.4-nano,dd_45919,friend,decision_role,third_party,0.06766100453062769,0.20198180736881208
gpt-5.4-nano,dd_45919,friend,agency_level,high,0.028878976032350612,0.13792538097002996
gpt-5.4-nano,dd_45919,friend,agency_level,medium,0.619061103035149,0.8492647594126548
gpt-5.4-nano,dd_45919,friend,agency_level,low,0.06766100453062769,0.20198180736881208
gpt-5.4-nano,dd_45919,friend,temporal_position,present,0.20954629711537134,0.38661413194578736
gpt-5.4-nano,dd_45919,friend,temporal_position,future_or_offscreen,0.06766100453062769,0.20198180736881208
gpt-5.4-nano,dd_25698,issue_crime_addiction,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_25698,issue_crime_addiction,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_25698,issue_crime_addiction,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_25698,issue_crime_addiction,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_25698,issue_crime_addiction,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_25698,issue_crime_addiction,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_25698,issue_crime_addiction,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_14325,issue_crime_addiction,decision_role,decider,0.026828901397858103,0.026828901397858103
gpt-5.4-nano,dd_14325,issue_crime_addiction,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_14325,issue_crime_addiction,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_14325,issue_crime_addiction,agency_level,high,0.026828901397858103,0.026828901397858103
gpt-5.4-nano,dd_14325,issue_crime_addiction,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_14325,issue_crime_addiction,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_14325,issue_crime_addiction,temporal_position,present,0.012940620679186192,0.012940620679186192
gpt-5.4-nano,dd_14325,issue_crime_addiction,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_42185,issue_crime_addiction,decision_role,decider,0.07939139176829679,0.07939139176829679
gpt-5.4-nano,dd_42185,issue_crime_addiction,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_42185,issue_crime_addiction,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_42185,issue_crime_addiction,agency_level,high,0.07939139176829679,0.07939139176829679
gpt-5.4-nano,dd_42185,issue_crime_addiction,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_42185,issue_crime_addiction,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_42185,issue_crime_addiction,temporal_position,present,0.04064418823274759,0.04064418823274759
gpt-5.4-nano,dd_42185,issue_crime_addiction,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_24408,issue_crime_addiction,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_24408,issue_crime_addiction,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_24408,issue_crime_addiction,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_24408,issue_crime_addiction,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_24408,issue_crime_addiction,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_24408,issue_crime_addiction,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_24408,issue_crime_addiction,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_24408,issue_crime_addiction,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_23322,issue_crime_addiction,decision_role,primary_affected,0.06523461504871418,0.20896247274273358
gpt-5.4-nano,dd_23322,issue_crime_addiction,decision_role,decider,0.08975740485854677,0.047972273088807554
gpt-5.4-nano,dd_23322,issue_crime_addiction,agency_level,medium,0.06523461504871418,0.20896247274273358
gpt-5.4-nano,dd_23322,issue_crime_addiction,agency_level,high,0.08975740485854677,0.047972273088807554
gpt-5.4-nano,dd_23322,issue_crime_addiction,temporal_position,present,0.06683630977042443,0.0778365446862539
gpt-5.4-nano,dd_37404,issue_crime_addiction,decision_role,primary_affected,0.23831969115872514,0.4249917695266339
gpt-5.4-nano,dd_37404,issue_crime_addiction,decision_role,third_party,0.7582766571931675,1.0
gpt-5.4-nano,dd_37404,issue_crime_addiction,agency_level,medium,0.23831969115872514,0.4249917695266339
gpt-5.4-nano,dd_37404,issue_crime_addiction,agency_level,low,0.7582766571931675,1.0
gpt-5.4-nano,dd_37404,issue_crime_addiction,temporal_position,present,0.23831969115872514,0.4249917695266339
gpt-5.4-nano,dd_37404,issue_crime_addiction,temporal_position,future_or_offscreen,0.7582766571931675,1.0
gpt-5.4-nano,dd_37016,issue_personal_career,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_37016,issue_personal_career,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_37016,issue_personal_career,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_37016,issue_personal_career,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_37016,issue_personal_career,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_5070,issue_personal_career,decision_role,decider,0.2515171761100746,0.2515171761100746
gpt-5.4-nano,dd_5070,issue_personal_career,decision_role,primary_affected,0.39581560200335836,0.39581560200335836
gpt-5.4-nano,dd_5070,issue_personal_career,decision_role,third_party,0.07939139176829679,0.07939139176829679
gpt-5.4-nano,dd_5070,issue_personal_career,agency_level,high,0.2515171761100746,0.2515171761100746
gpt-5.4-nano,dd_5070,issue_personal_career,agency_level,medium,0.39581560200335836,0.39581560200335836
gpt-5.4-nano,dd_5070,issue_personal_career,agency_level,low,0.07939139176829679,0.07939139176829679
gpt-5.4-nano,dd_5070,issue_personal_career,temporal_position,present,0.32151809709816187,0.32151809709816187
gpt-5.4-nano,dd_5070,issue_personal_career,temporal_position,future_or_offscreen,0.07939139176829679,0.07939139176829679
gpt-5.4-nano,dd_35542,issue_personal_career,decision_role,decider,0.030112624876207267,0.008728542275786217
gpt-5.4-nano,dd_35542,issue_personal_career,agency_level,high,0.13792538097002996,0.051899160321315606
gpt-5.4-nano,dd_35542,issue_personal_career,agency_level,medium,0.027089686092379765,0.07735139360324064
gpt-5.4-nano,dd_35542,issue_personal_career,temporal_position,present,0.030112624876207267,0.008728542275786217
gpt-5.4-nano,dd_17165,issue_personal_career,decision_role,decider,0.0888056394794565,0.0888056394794565
gpt-5.4-nano,dd_17165,issue_personal_career,decision_role,primary_affected,0.025462452938692145,0.025462452938692145
gpt-5.4-nano,dd_17165,issue_personal_career,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_17165,issue_personal_career,agency_level,high,0.0888056394794565,0.0888056394794565
gpt-5.4-nano,dd_17165,issue_personal_career,agency_level,medium,0.025462452938692145,0.025462452938692145
gpt-5.4-nano,dd_17165,issue_personal_career,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_17165,issue_personal_career,temporal_position,present,0.05474186854633279,0.05474186854633279
gpt-5.4-nano,dd_17165,issue_personal_career,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_6420,issue_personal_career,decision_role,decider,0.10665887828589951,0.12817630154910772
gpt-5.4-nano,dd_6420,issue_personal_career,decision_role,primary_affected,0.049999999999999996,0.0
gpt-5.4-nano,dd_6420,issue_personal_career,decision_role,third_party,0.026937324564721348,0.026937324564721348
gpt-5.4-nano,dd_6420,issue_personal_career,agency_level,high,0.10665887828589951,0.12817630154910772
gpt-5.4-nano,dd_6420,issue_personal_career,agency_level,medium,0.049999999999999996,0.0
gpt-5.4-nano,dd_6420,issue_personal_career,agency_level,low,0.026937324564721348,0.026937324564721348
gpt-5.4-nano,dd_6420,issue_personal_career,temporal_position,present,0.04854791101226787,0.056776242160528186
gpt-5.4-nano,dd_6420,issue_personal_career,temporal_position,future_or_offscreen,0.026937324564721348,0.026937324564721348
gpt-5.4-nano,dd_5824,issue_personal_career,decision_role,decider,0.06100276392885592,0.006615268773878325
gpt-5.4-nano,dd_5824,issue_personal_career,decision_role,third_party,0.05189916032131553,0.07942795133735955
gpt-5.4-nano,dd_5824,issue_personal_career,agency_level,high,0.06100276392885592,0.006615268773878325
gpt-5.4-nano,dd_5824,issue_personal_career,agency_level,low,0.05189916032131553,0.07942795133735955
gpt-5.4-nano,dd_5824,issue_personal_career,temporal_position,present,0.06100276392885592,0.006615268773878325
gpt-5.4-nano,dd_5824,issue_personal_career,temporal_position,future_or_offscreen,0.05189916032131553,0.07942795133735955
gpt-5.4-nano,dd_0922,issue_pregnancy,decision_role,decider,0.10200477511901632,0.4534863440620225
gpt-5.4-nano,dd_0922,issue_pregnancy,decision_role,primary_affected,0.07939139176829679,0.5487949406953986
gpt-5.4-nano,dd_0922,issue_pregnancy,decision_role,third_party,0.07939139176829679,0.5487949406953986
gpt-5.4-nano,dd_0922,issue_pregnancy,agency_level,high,0.10200477511901632,0.4534863440620225
gpt-5.4-nano,dd_0922,issue_pregnancy,agency_level,medium,0.07939139176829679,0.5487949406953986
gpt-5.4-nano,dd_0922,issue_pregnancy,agency_level,low,0.07939139176829679,0.5487949406953986
gpt-5.4-nano,dd_0922,issue_pregnancy,temporal_position,present,0.09059037924872461,0.48928773494594713
gpt-5.4-nano,dd_0922,issue_pregnancy,temporal_position,future_or_offscreen,0.07939139176829679,0.5487949406953986
gpt-5.4-nano,dd_10361,issue_pregnancy,decision_role,decider,0.0,0.025462452938692145
gpt-5.4-nano,dd_10361,issue_pregnancy,decision_role,primary_affected,0.0,0.025462452938692145
gpt-5.4-nano,dd_10361,issue_pregnancy,decision_role,third_party,0.0,0.025462452938692145
gpt-5.4-nano,dd_10361,issue_pregnancy,agency_level,high,0.0,0.025462452938692145
gpt-5.4-nano,dd_10361,issue_pregnancy,agency_level,medium,0.0,0.025462452938692145
gpt-5.4-nano,dd_10361,issue_pregnancy,agency_level,low,0.0,0.025462452938692145
gpt-5.4-nano,dd_10361,issue_pregnancy,temporal_position,present,0.0,0.025462452938692145
gpt-5.4-nano,dd_10361,issue_pregnancy,temporal_position,future_or_offscreen,0.0,0.025462452938692145
gpt-5.4-nano,dd_23530,issue_pregnancy,decision_role,primary_affected,0.16919485510105411,0.16919485510105411
gpt-5.4-nano,dd_23530,issue_pregnancy,decision_role,decider,1.0,1.0
gpt-5.4-nano,dd_23530,issue_pregnancy,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_23530,issue_pregnancy,agency_level,high,0.16919485510105411,0.16919485510105411
gpt-5.4-nano,dd_23530,issue_pregnancy,agency_level,medium,1.0,1.0
gpt-5.4-nano,dd_23530,issue_pregnancy,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_23530,issue_pregnancy,temporal_position,present,0.4250177510042883,0.4250177510042883
gpt-5.4-nano,dd_23530,issue_pregnancy,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_33409,issue_pregnancy,decision_role,decider,0.2029148666049118,0.7825742227201612
gpt-5.4-nano,dd_33409,issue_pregnancy,decision_role,primary_affected,0.23645279766002797,1.0
gpt-5.4-nano,dd_33409,issue_pregnancy,decision_role,third_party,0.34812267171125394,0.22212533090376776
gpt-5.4-nano,dd_33409,issue_pregnancy,agency_level,high,0.2029148666049118,0.7825742227201612
gpt-5.4-nano,dd_33409,issue_pregnancy,agency_level,low,0.20540419088154493,0.4665399917796345
gpt-5.4-nano,dd_33409,issue_pregnancy,temporal_position,present,0.20356998440226934,0.864996798747626
gpt-5.4-nano,dd_33409,issue_pregnancy,temporal_position,future_or_offscreen,0.34812267171125394,0.22212533090376776
gpt-5.4-nano,dd_10450,issue_pregnancy,decision_role,decider,0.025462452938692145,0.025462452938692145
gpt-5.4-nano,dd_10450,issue_pregnancy,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_10450,issue_pregnancy,agency_level,high,0.025462452938692145,0.025462452938692145
gpt-5.4-nano,dd_10450,issue_pregnancy,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_10450,issue_pregnancy,temporal_position,present,0.025462452938692145,0.025462452938692145
gpt-5.4-nano,dd_10450,issue_pregnancy,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_29184,issue_pregnancy,decision_role,primary_affected,0.04559070124078193,0.12655292704981286
gpt-5.4-nano,dd_29184,issue_pregnancy,decision_role,decider,0.0794188479886354,0.3827496639149579
gpt-5.4-nano,dd_29184,issue_pregnancy,decision_role,third_party,0.05422152919454068,0.34786383401008814
gpt-5.4-nano,dd_29184,issue_pregnancy,agency_level,medium,0.04559070124078193,0.12655292704981286
gpt-5.4-nano,dd_29184,issue_pregnancy,agency_level,high,0.0794188479886354,0.3827496639149579
gpt-5.4-nano,dd_29184,issue_pregnancy,agency_level,low,0.05422152919454068,0.34786383401008814
gpt-5.4-nano,dd_29184,issue_pregnancy,temporal_position,present,0.020218927468126226,0.21358369801600746
gpt-5.4-nano,dd_29184,issue_pregnancy,temporal_position,future_or_offscreen,0.05422152919454068,0.34786383401008814
gpt-5.4-nano,dd_24541,issue_self_image_social,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_24541,issue_self_image_social,decision_role,primary_affected,0.051899160321315606,0.051899160321315606
gpt-5.4-nano,dd_24541,issue_self_image_social,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_24541,issue_self_image_social,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_24541,issue_self_image_social,agency_level,medium,0.051899160321315606,0.051899160321315606
gpt-5.4-nano,dd_24541,issue_self_image_social,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_24541,issue_self_image_social,temporal_position,present,0.025462452938692145,0.025462452938692145
gpt-5.4-nano,dd_24541,issue_self_image_social,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_14557,issue_self_image_social,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_14557,issue_self_image_social,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_14557,issue_self_image_social,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_14557,issue_self_image_social,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_14557,issue_self_image_social,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_14557,issue_self_image_social,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_14557,issue_self_image_social,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_14557,issue_self_image_social,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_24405,issue_self_image_social,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_24405,issue_self_image_social,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_24405,issue_self_image_social,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_24405,issue_self_image_social,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_24405,issue_self_image_social,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_24405,issue_self_image_social,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_24405,issue_self_image_social,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_24405,issue_self_image_social,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_28341,issue_self_image_social,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_28341,issue_self_image_social,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_28341,issue_self_image_social,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_28341,issue_self_image_social,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_28341,issue_self_image_social,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_28341,issue_self_image_social,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_28341,issue_self_image_social,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_28341,issue_self_image_social,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_39199,issue_self_image_social,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_39199,issue_self_image_social,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_39199,issue_self_image_social,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_39199,issue_self_image_social,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_39199,issue_self_image_social,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_39199,issue_self_image_social,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_39199,issue_self_image_social,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_39199,issue_self_image_social,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_27271,issue_self_image_social,decision_role,decider,0.11667125505353353,0.18601287969246955
gpt-5.4-nano,dd_27271,issue_self_image_social,decision_role,primary_affected,0.049866677611598305,0.21489853328768144
gpt-5.4-nano,dd_27271,issue_self_image_social,decision_role,third_party,0.004226768037842955,0.12089991446527919
gpt-5.4-nano,dd_27271,issue_self_image_social,agency_level,high,0.11667125505353353,0.18601287969246955
gpt-5.4-nano,dd_27271,issue_self_image_social,agency_level,medium,0.049866677611598305,0.21489853328768144
gpt-5.4-nano,dd_27271,issue_self_image_social,agency_level,low,0.004226768037842955,0.12089991446527919
gpt-5.4-nano,dd_27271,issue_self_image_social,temporal_position,present,0.06410024189966,0.19558742892383346
gpt-5.4-nano,dd_27271,issue_self_image_social,temporal_position,future_or_offscreen,0.004226768037842955,0.12089991446527919
gpt-5.4-nano,dd_25109,issue_wildlife_human_environment,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_25109,issue_wildlife_human_environment,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_25109,issue_wildlife_human_environment,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_25109,issue_wildlife_human_environment,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_25109,issue_wildlife_human_environment,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_25109,issue_wildlife_human_environment,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_25109,issue_wildlife_human_environment,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_25109,issue_wildlife_human_environment,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_18935,issue_wildlife_human_environment,decision_role,decider,0.05192772318452176,0.07939139176829679
gpt-5.4-nano,dd_18935,issue_wildlife_human_environment,decision_role,third_party,0.16741102459916,0.14601541382646355
gpt-5.4-nano,dd_18935,issue_wildlife_human_environment,agency_level,high,0.05192772318452176,0.07939139176829679
gpt-5.4-nano,dd_18935,issue_wildlife_human_environment,agency_level,low,0.16741102459916,0.14601541382646355
gpt-5.4-nano,dd_18935,issue_wildlife_human_environment,temporal_position,present,0.05584146040930408,0.06727218384484573
gpt-5.4-nano,dd_18935,issue_wildlife_human_environment,temporal_position,future_or_offscreen,0.26923549927032375,0.2515171761100746
gpt-5.4-nano,dd_14818,issue_wildlife_human_environment,decision_role,decider,0.03030514483932229,0.04578971335151242
gpt-5.4-nano,dd_14818,issue_wildlife_human_environment,decision_role,third_party,0.10039815593669953,0.0057315548826334176
gpt-5.4-nano,dd_14818,issue_wildlife_human_environment,agency_level,high,0.03030514483932229,0.04578971335151242
gpt-5.4-nano,dd_14818,issue_wildlife_human_environment,agency_level,low,0.10039815593669953,0.0057315548826334176
gpt-5.4-nano,dd_14818,issue_wildlife_human_environment,temporal_position,present,0.060142414140282215,0.030589894058479474
gpt-5.4-nano,dd_14818,issue_wildlife_human_environment,temporal_position,future_or_offscreen,0.1089224459172403,0.03832569174511777
gpt-5.4-nano,dd_12896,issue_wildlife_human_environment,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_12896,issue_wildlife_human_environment,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_12896,issue_wildlife_human_environment,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_12896,issue_wildlife_human_environment,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_12896,issue_wildlife_human_environment,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_12896,issue_wildlife_human_environment,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_49700,issue_wildlife_human_environment,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_49700,issue_wildlife_human_environment,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_49700,issue_wildlife_human_environment,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_49700,issue_wildlife_human_environment,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_49700,issue_wildlife_human_environment,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_49700,issue_wildlife_human_environment,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_49700,issue_wildlife_human_environment,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_49700,issue_wildlife_human_environment,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_24304,issue_wildlife_human_environment,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_24304,issue_wildlife_human_environment,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_24304,issue_wildlife_human_environment,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_24304,issue_wildlife_human_environment,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_24304,issue_wildlife_human_environment,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_24304,issue_wildlife_human_environment,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_24304,issue_wildlife_human_environment,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_48898,issue_young_people,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_48898,issue_young_people,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_48898,issue_young_people,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_48898,issue_young_people,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_48898,issue_young_people,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_48898,issue_young_people,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_48898,issue_young_people,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_48898,issue_young_people,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_47246,issue_young_people,decision_role,decider,0.025462452938692145,0.025462452938692145
gpt-5.4-nano,dd_47246,issue_young_people,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_47246,issue_young_people,decision_role,third_party,0.025462452938692145,0.025462452938692145
gpt-5.4-nano,dd_47246,issue_young_people,agency_level,medium,0.025462452938692145,0.025462452938692145
gpt-5.4-nano,dd_47246,issue_young_people,agency_level,low,0.01261414031413802,0.01261414031413802
gpt-5.4-nano,dd_47246,issue_young_people,temporal_position,present,0.01261414031413802,0.01261414031413802
gpt-5.4-nano,dd_47246,issue_young_people,temporal_position,future_or_offscreen,0.025462452938692145,0.025462452938692145
gpt-5.4-nano,dd_12936,issue_young_people,decision_role,decider,0.026828901397858103,2.565605245557019e-05
gpt-5.4-nano,dd_12936,issue_young_people,decision_role,primary_affected,0.06147727162892788,0.03057103448776576
gpt-5.4-nano,dd_12936,issue_young_people,decision_role,third_party,0.0,0.025462452938692145
gpt-5.4-nano,dd_12936,issue_young_people,agency_level,high,0.026828901397858103,2.565605245557019e-05
gpt-5.4-nano,dd_12936,issue_young_people,agency_level,medium,0.06147727162892788,0.03057103448776576
gpt-5.4-nano,dd_12936,issue_young_people,agency_level,low,0.0,0.025462452938692145
gpt-5.4-nano,dd_12936,issue_young_people,temporal_position,present,0.04297386768136875,0.014209095968919342
gpt-5.4-nano,dd_12936,issue_young_people,temporal_position,future_or_offscreen,0.0,0.025462452938692145
gpt-5.4-nano,dd_30340,issue_young_people,decision_role,decider,0.025462452938692145,0.025462452938692145
gpt-5.4-nano,dd_30340,issue_young_people,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_30340,issue_young_people,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_30340,issue_young_people,agency_level,high,0.025462452938692145,0.025462452938692145
gpt-5.4-nano,dd_30340,issue_young_people,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_30340,issue_young_people,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_30340,issue_young_people,temporal_position,present,0.012940620679186192,0.012940620679186192
gpt-5.4-nano,dd_30340,issue_young_people,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_2288,issue_young_people,decision_role,decider,0.0,0.0
gpt-5.4-nano,dd_2288,issue_young_people,decision_role,primary_affected,0.0,0.0
gpt-5.4-nano,dd_2288,issue_young_people,decision_role,third_party,0.0,0.0
gpt-5.4-nano,dd_2288,issue_young_people,agency_level,high,0.0,0.0
gpt-5.4-nano,dd_2288,issue_young_people,agency_level,medium,0.0,0.0
gpt-5.4-nano,dd_2288,issue_young_people,agency_level,low,0.0,0.0
gpt-5.4-nano,dd_2288,issue_young_people,temporal_position,present,0.0,0.0
gpt-5.4-nano,dd_2288,issue_young_people,temporal_position,future_or_offscreen,0.0,0.0
gpt-5.4-nano,dd_37725,issue_young_people,decision_role,decider,0.7568485152326523,0.17337063801135452
gpt-5.4-nano,dd_37725,issue_young_people,decision_role,third_party,0.7159633035349364,0.14830864334030483
gpt-5.4-nano,dd_37725,issue_young_people,agency_level,high,0.7568485152326523,0.17337063801135452
gpt-5.4-nano,dd_37725,issue_young_people,agency_level,low,0.7159633035349364,0.14830864334030483
gpt-5.4-nano,dd_37725,issue_young_people,temporal_position,present,0.7568485152326523,0.17337063801135452
gpt-5.4-nano,dd_37725,issue_young_people,temporal_position,future_or_offscreen,0.7159633035349364,0.14830864334030483
gpt-5.4-nano,dd_48722,religion_custom,decision_role,decider,0.16460178886213872,0.32439424346401546
gpt-5.4-nano,dd_48722,religion_custom,decision_role,primary_affected,0.1118118193920495,0.254861209149788
gpt-5.4-nano,dd_48722,religion_custom,decision_role,third_party,0.10803154614560004,0.025462452938692145
gpt-5.4-nano,dd_48722,religion_custom,agency_level,high,0.16460178886213872,0.32439424346401546
gpt-5.4-nano,dd_48722,religion_custom,agency_level,medium,0.1118118193920495,0.254861209149788
gpt-5.4-nano,dd_48722,religion_custom,agency_level,low,0.10803154614560004,0.025462452938692145
gpt-5.4-nano,dd_48722,religion_custom,temporal_position,present,0.1363220155917785,0.2876431081079866
gpt-5.4-nano,dd_48722,religion_custom,temporal_position,future_or_offscreen,0.10803154614560004,0.025462452938692145
gpt-5.4-nano,dd_42468,religion_custom,decision_role,decider,0.8361240669204162,0.8361240669204162
gpt-5.4-nano,dd_42468,religion_custom,decision_role,primary_affected,0.5965446780557061,0.5965446780557061
gpt-5.4-nano,dd_42468,religion_custom,decision_role,third_party,0.5819765115539189,0.5819765115539189
gpt-5.4-nano,dd_42468,religion_custom,agency_level,high,0.8361240669204162,0.8361240669204162
gpt-5.4-nano,dd_42468,religion_custom,agency_level,medium,0.5965446780557061,0.5965446780557061
gpt-5.4-nano,dd_42468,religion_custom,agency_level,low,0.5819765115539189,0.5819765115539189
gpt-5.4-nano,dd_42468,religion_custom,temporal_position,present,0.6953792824585923,0.6953792824585923
gpt-5.4-nano,dd_42468,religion_custom,temporal_position,future_or_offscreen,0.5819765115539189,0.5819765115539189
gpt-5.4-nano,dd_29978,religion_custom,decision_role,decider,0.2276230680210626,0.25448106826219613
gpt-5.4-nano,dd_29978,religion_custom,decision_role,primary_affected,0.04378430301156194,0.7524871581921256
gpt-5.4-nano,dd_29978,religion_custom,decision_role,third_party,0.26715206486017845,0.2346575228035599
gpt-5.4-nano,dd_29978,religion_custom,agency_level,high,0.2276230680210626,0.25448106826219613
gpt-5.4-nano,dd_29978,religion_custom,agency_level,medium,0.04378430301156194,0.7524871581921256
gpt-5.4-nano,dd_29978,religion_custom,agency_level,low,0.26715206486017845,0.2346575228035599
gpt-5.4-nano,dd_29978,religion_custom,temporal_position,present,0.04273369963210894,0.4294063008794869
