dataset,model,condition,item_id,order,correct_letter,predicted_letter,is_correct,prompt_tokens,completion_tokens
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_4_True_695,4,L,,0,713,4096
fantom,gpt-5.4-nano,baseline_io,fantom_192-0-2_belief_0,first-order,B,B,1,542,153
hitom,gpt-5.4-nano,standard_cot,hitom_1_4_True_684,4,L,N,0,365,1298
hitom,gpt-5.4-nano,baseline_io,hitom_1_4_True_697,4,C,D,0,387,1374
fantom,gpt-5.4-nano,baseline_io,fantom_29-0-2_belief_0,first-order,B,B,1,596,59
fantom,gpt-5.4-nano,standard_cot,fantom_192-0-2_belief_0,first-order,B,B,1,545,455
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_192-0-2_belief_0,first-order,B,A,0,912,570
fantom,gpt-5.4-nano,standard_cot,fantom_29-0-2_belief_0,first-order,B,B,1,599,150
fantom,gpt-5.4-nano,baseline_io,fantom_8-1-0_belief_0,first-order,B,A,0,1225,86
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_29-0-2_belief_0,first-order,B,A,0,966,266
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_4_True_684,4,L,N,0,732,2355
fantom,gpt-5.4-nano,baseline_io,fantom_216-2-2_belief_0,first-order,B,B,1,1313,62
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_8-1-0_belief_0,first-order,B,B,1,1595,312
fantom,gpt-5.4-nano,standard_cot,fantom_8-1-0_belief_0,first-order,B,B,1,1228,663
fantom,gpt-5.4-nano,baseline_io,fantom_82-0-1_belief_0,first-order,A,A,1,950,130
fantom,gpt-5.4-nano,standard_cot,fantom_216-2-2_belief_0,first-order,B,B,1,1316,376
fantom,gpt-5.4-nano,standard_cot,fantom_82-0-1_belief_0,first-order,A,A,1,953,169
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_216-2-2_belief_0,first-order,B,B,1,1683,540
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_82-0-1_belief_0,first-order,A,A,1,1320,196
fantom,gpt-5.4-nano,baseline_io,fantom_71-1-1_belief_0,first-order,B,B,1,1154,74
fantom,gpt-5.4-nano,baseline_io,fantom_66-0-0_belief_0,first-order,B,A,0,881,86
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_4_False_187,4,A,,0,796,4096
fantom,gpt-5.4-nano,standard_cot,fantom_66-0-0_belief_0,first-order,B,A,0,884,153
hitom,gpt-5.4-nano,standard_cot,hitom_1_4_True_697,4,C,,0,390,2560
fantom,gpt-5.4-nano,baseline_io,fantom_37-0-2_belief_0,first-order,B,B,1,649,83
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_2_4_False_189,4,B,,0,816,4096
fantom,gpt-5.4-nano,standard_cot,fantom_71-1-1_belief_0,first-order,B,B,1,1157,229
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_66-0-0_belief_0,first-order,B,B,1,1251,280
fantom,gpt-5.4-nano,standard_cot,fantom_216-0-1_belief_0,first-order,B,A,0,774,105
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_71-1-1_belief_0,first-order,B,B,1,1524,478
fantom,gpt-5.4-nano,baseline_io,fantom_216-0-1_belief_0,first-order,B,A,0,771,82
fantom,gpt-5.4-nano,standard_cot,fantom_37-0-2_belief_0,first-order,B,B,1,652,306
fantom,gpt-5.4-nano,baseline_io,fantom_27-0-0_belief_0,first-order,B,B,1,933,30
fantom,gpt-5.4-nano,standard_cot,fantom_27-0-0_belief_0,first-order,B,B,1,936,118
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_37-0-2_belief_0,first-order,B,B,1,1019,351
fantom,gpt-5.4-nano,baseline_io,fantom_202-1-1_belief_0,first-order,A,A,1,1114,130
fantom,gpt-5.4-nano,standard_cot,fantom_202-1-1_belief_0,first-order,A,A,1,1117,182
hitom,gpt-5.4-nano,narrative_cot_v3_tom,hitom_1_4_True_697,4,C,D,0,757,2963
fantom,gpt-5.4-nano,baseline_io,fantom_216-2-1_belief_0,first-order,A,A,1,1289,55
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_202-1-1_belief_0,first-order,A,A,1,1484,182
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_27-0-0_belief_0,first-order,B,B,1,1303,241
fantom,gpt-5.4-nano,standard_cot,fantom_216-2-1_belief_0,first-order,A,A,1,1292,136
fantom,gpt-5.4-nano,baseline_io,fantom_167-0-1_belief_0,first-order,A,A,1,771,41
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_216-2-1_belief_0,first-order,A,A,1,1659,123
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_216-0-1_belief_0,first-order,B,B,1,1141,559
fantom,gpt-5.4-nano,baseline_io,fantom_179-0-2_belief_0,first-order,B,A,0,1022,83
fantom,gpt-5.4-nano,baseline_io,fantom_22-1-2_belief_0,first-order,B,A,0,1238,78
fantom,gpt-5.4-nano,standard_cot,fantom_22-1-2_belief_0,first-order,B,A,0,1241,155
fantom,gpt-5.4-nano,standard_cot,fantom_167-0-1_belief_0,first-order,A,A,1,774,160
fantom,gpt-5.4-nano,standard_cot,fantom_179-0-2_belief_0,first-order,B,A,0,1025,196
fantom,gpt-5.4-nano,baseline_io,fantom_10-1-0_belief_0,first-order,A,A,1,982,72
fantom,gpt-5.4-nano,baseline_io,fantom_128-0-0_belief_0,first-order,B,A,0,739,184
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_167-0-1_belief_0,first-order,A,A,1,1141,273
fantom,gpt-5.4-nano,standard_cot,fantom_10-1-0_belief_0,first-order,A,A,1,985,124
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_179-0-2_belief_0,first-order,B,A,0,1392,259
fantom,gpt-5.4-nano,standard_cot,fantom_128-0-0_belief_0,first-order,B,B,1,742,458
fantom,gpt-5.4-nano,baseline_io,fantom_10-0-1_belief_0,first-order,A,B,0,740,121
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_10-1-0_belief_0,first-order,A,A,1,1352,121
fantom,gpt-5.4-nano,baseline_io,fantom_24-0-1_belief_0,first-order,B,A,0,1024,76
fantom,gpt-5.4-nano,standard_cot,fantom_24-0-1_belief_0,first-order,B,B,1,1027,133
fantom,gpt-5.4-nano,baseline_io,fantom_64-1-0_belief_0,first-order,B,A,0,1166,209
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_22-1-2_belief_0,first-order,B,A,0,1608,704
fantom,gpt-5.4-nano,standard_cot,fantom_64-1-0_belief_0,first-order,B,A,0,1169,198
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_24-0-1_belief_0,first-order,B,B,1,1394,221
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_128-0-0_belief_0,first-order,B,A,0,1109,563
fantom,gpt-5.4-nano,standard_cot,fantom_10-0-1_belief_0,first-order,A,A,1,743,494
fantom,gpt-5.4-nano,baseline_io,fantom_36-0-1_belief_1,second-order,B,B,1,731,100
fantom,gpt-5.4-nano,standard_cot,fantom_36-0-1_belief_1,second-order,B,B,1,734,149
fantom,gpt-5.4-nano,standard_cot,fantom_247-0-0_belief_1,second-order,B,B,1,846,238
fantom,gpt-5.4-nano,baseline_io,fantom_247-0-0_belief_1,second-order,B,B,1,843,168
fantom,gpt-5.4-nano,baseline_io,fantom_4-2-1_belief_1,second-order,B,B,1,1510,99
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_36-0-1_belief_1,second-order,B,B,1,1101,164
fantom,gpt-5.4-nano,baseline_io,fantom_113-0-2_belief_1,second-order,A,A,1,743,77
fantom,gpt-5.4-nano,standard_cot,fantom_4-2-1_belief_1,second-order,B,B,1,1513,178
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_4-2-1_belief_1,second-order,B,B,1,1880,184
fantom,gpt-5.4-nano,standard_cot,fantom_113-0-2_belief_1,second-order,A,A,1,746,140
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_247-0-0_belief_1,second-order,B,B,1,1213,809
fantom,gpt-5.4-nano,baseline_io,fantom_93-0-0_belief_2,second-order,B,A,0,837,391
fantom,gpt-5.4-nano,standard_cot,fantom_93-0-0_belief_2,second-order,B,A,0,840,414
fantom,gpt-5.4-nano,baseline_io,fantom_85-0-0_belief_1,second-order,B,B,1,893,131
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_113-0-2_belief_1,second-order,A,I,0,1113,481
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_64-1-0_belief_0,first-order,B,B,1,1536,1216
fantom,gpt-5.4-nano,baseline_io,fantom_52-0-1_belief_1,second-order,B,A,0,990,92
fantom,gpt-5.4-nano,baseline_io,fantom_30-0-1_belief_1,second-order,B,B,1,819,61
fantom,gpt-5.4-nano,standard_cot,fantom_52-0-1_belief_1,second-order,B,B,1,993,273
fantom,gpt-5.4-nano,standard_cot,fantom_85-0-0_belief_1,second-order,B,A,0,896,333
fantom,gpt-5.4-nano,standard_cot,fantom_30-0-1_belief_1,second-order,B,B,1,822,107
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_52-0-1_belief_1,second-order,B,B,1,1360,282
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_10-0-1_belief_0,first-order,A,A,1,1110,1475
fantom,gpt-5.4-nano,baseline_io,fantom_204-0-1_belief_1,second-order,A,B,0,995,75
fantom,gpt-5.4-nano,baseline_io,fantom_23-0-1_belief_1,second-order,B,B,1,878,21
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_93-0-0_belief_2,second-order,B,A,0,1207,970
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_85-0-0_belief_1,second-order,B,A,0,1263,588
fantom,gpt-5.4-nano,standard_cot,fantom_23-0-1_belief_1,second-order,B,B,1,881,71
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_30-0-1_belief_1,second-order,B,B,1,1189,335
fantom,gpt-5.4-nano,standard_cot,fantom_204-0-1_belief_1,second-order,A,A,1,998,304
fantom,gpt-5.4-nano,baseline_io,fantom_216-2-0_belief_1,second-order,B,B,1,1304,117
fantom,gpt-5.4-nano,standard_cot,fantom_216-2-0_belief_1,second-order,B,B,1,1307,169
fantom,gpt-5.4-nano,baseline_io,fantom_167-1-2_belief_1,second-order,B,B,1,1166,227
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_23-0-1_belief_1,second-order,B,B,1,1248,405
fantom,gpt-5.4-nano,baseline_io,fantom_8-1-1_belief_1,second-order,A,A,1,1228,75
fantom,gpt-5.4-nano,standard_cot,fantom_8-1-1_belief_1,second-order,A,A,1,1231,182
fantom,gpt-5.4-nano,baseline_io,fantom_7-0-1_belief_1,second-order,A,A,1,956,87
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_204-0-1_belief_1,second-order,A,B,0,1365,700
fantom,gpt-5.4-nano,baseline_io,fantom_27-1-0_belief_1,second-order,B,B,1,1280,75
fantom,gpt-5.4-nano,standard_cot,fantom_7-0-1_belief_1,second-order,A,A,1,959,217
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_8-1-1_belief_1,second-order,A,A,1,1598,398
fantom,gpt-5.4-nano,standard_cot,fantom_27-1-0_belief_1,second-order,B,B,1,1283,164
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_167-1-2_belief_1,second-order,B,B,1,1536,708
fantom,gpt-5.4-nano,standard_cot,fantom_167-1-2_belief_1,second-order,B,B,1,1169,914
fantom,gpt-5.4-nano,baseline_io,fantom_83-1-1_belief_1,second-order,B,B,1,861,122
fantom,gpt-5.4-nano,standard_cot,fantom_83-1-1_belief_1,second-order,B,B,1,864,124
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_27-1-0_belief_1,second-order,B,B,1,1650,250
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_83-1-1_belief_1,second-order,B,B,1,1231,193
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_7-0-1_belief_1,second-order,A,A,1,1326,473
fantom,gpt-5.4-nano,baseline_io,fantom_91-0-0_belief_1,second-order,B,A,0,691,141
fantom,gpt-5.4-nano,standard_cot,fantom_91-0-0_belief_1,second-order,B,B,1,694,208
fantom,gpt-5.4-nano,baseline_io,fantom_192-0-1_belief_1,second-order,B,A,0,548,255
fantom,gpt-5.4-nano,baseline_io,fantom_226-0-1_belief_1,second-order,B,B,1,866,116
fantom,gpt-5.4-nano,standard_cot,fantom_226-0-1_belief_1,second-order,B,B,1,869,164
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_91-0-0_belief_1,second-order,B,B,1,1061,402
fantom,gpt-5.4-nano,baseline_io,fantom_5-0-2_belief_1,second-order,A,B,0,1095,62
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_216-2-0_belief_1,second-order,B,B,1,1674,1522
fantom,gpt-5.4-nano,standard_cot,fantom_5-0-2_belief_1,second-order,A,B,0,1098,194
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_5-0-2_belief_1,second-order,A,B,0,1465,188
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_226-0-1_belief_1,second-order,B,,0,1236,334
fantom,gpt-5.4-nano,narrative_cot_v3_tom,fantom_192-0-1_belief_1,second-order,B,B,1,918,985
fantom,gpt-5.4-nano,standard_cot,fantom_192-0-1_belief_1,second-order,B,A,0,551,823
