gen_model,scenario_id,topic_group,target_failure_modes,JSD_narr_vs_std,ci_lo,ci_hi,perm_p,narr_internal,std_internal,divergence_excess,significant
gpt-4o,dd_10361,issue_pregnancy,"stakeholder_collapse,uncertainty_suppression",0.14265976189605356,0.027840611971183295,0.3560297588579395,0.0499001996007984,0.042529929517511035,0.082388027350367,0.06027173454568656,True
gpt-4o,dd_23530,issue_pregnancy,"stakeholder_collapse,uncertainty_suppression",0.18791052617905155,0.029353199306158633,0.42211305366712415,0.007984031936127744,0.039046730777464164,0.0476639853220183,0.14024654085703325,True
gpt-4o,dd_33409,issue_pregnancy,"stakeholder_collapse,uncertainty_suppression",0.49730001448228733,0.29182974000400175,0.7572623513863327,0.001996007984031936,0.0867724291146762,0.03661132495012038,0.41052758536761114,True
gpt-4o,dd_10450,issue_pregnancy,"stakeholder_collapse,uncertainty_suppression",0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
gpt-4o,dd_29184,issue_pregnancy,"stakeholder_collapse,uncertainty_suppression",0.04091888667955087,0.0,0.14679310243605215,0.4930139720558882,0.04658249829628248,0.040787140239619116,-0.005663611616731609,False
gpt-4o,dd_24541,issue_self_image_social,"stakeholder_collapse,consequential_flattening",0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
gpt-4o,dd_14557,issue_self_image_social,"stakeholder_collapse,consequential_flattening,uncertainty_suppression",0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
gpt-4o,dd_24405,issue_self_image_social,"stakeholder_collapse,consequential_flattening",0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
gpt-4o,dd_28341,issue_self_image_social,"stakeholder_collapse,consequential_flattening",0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
gpt-4o,dd_39199,issue_self_image_social,"stakeholder_collapse,uncertainty_suppression",0.04403668525566964,0.0,0.13928705890530746,0.6067864271457086,0.0518991603213156,0.052308477160707564,-0.008271791905037927,False
gpt-4o,dd_27271,issue_self_image_social,"stakeholder_collapse,consequential_flattening,uncertainty_suppression",0.49644557802012806,0.29615779914626283,0.7250839173604322,0.001996007984031936,0.09099239911764834,0.04916830773890388,0.4054531789024797,True
gpt-4o,dd_25109,issue_wildlife_human_environment,"stakeholder_collapse,uncertainty_suppression",0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
gpt-4o,dd_18935,issue_wildlife_human_environment,"stakeholder_collapse,consequential_flattening",0.0857245877932662,0.0,0.19780412678805864,0.11976047904191617,0.0,0.049611505755977635,0.03611308203728856,False
gpt-4o,dd_14818,issue_wildlife_human_environment,"stakeholder_collapse,consequential_flattening,uncertainty_suppression",0.27198638646807355,0.08856091899590683,0.49342260576014463,0.001996007984031936,0.0518991603213156,0.09623636447557621,0.17575002199249734,True
gpt-4o,dd_12896,issue_wildlife_human_environment,"stakeholder_collapse,uncertainty_suppression",0.07893926189006749,0.0,0.16919485510105411,0.19760479041916168,0.0546307230800522,0.0,0.02430853881001529,False
gpt-4o,dd_49700,issue_wildlife_human_environment,"stakeholder_collapse,uncertainty_suppression",0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
gpt-4o,dd_24304,issue_wildlife_human_environment,"stakeholder_collapse,framework_enumeration,uncertainty_suppression",0.02604574822525346,0.0,0.07939139176829679,1.0,0.0,0.0518991603213156,-0.02585341209606214,False
gpt-4o,dd_48898,issue_young_people,"stakeholder_collapse,consequential_flattening,uncertainty_suppression",0.20754857693520903,0.07939139176829679,0.3521609513007116,0.005988023952095809,0.04304889654811639,0.0,0.16449968038709264,True
gpt-4o,dd_47246,issue_young_people,"stakeholder_collapse,uncertainty_suppression",0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
gpt-4o,dd_12936,issue_young_people,"stakeholder_collapse,uncertainty_suppression",0.020217302744715063,0.00016369610031298805,0.09238143555411185,1.0,0.05158917357687056,0.03490689364372693,-0.03137187083215549,False
gpt-4o,dd_30340,issue_young_people,"stakeholder_collapse,consequential_flattening",0.0769432366195928,0.0,0.16919485510105411,0.22954091816367264,0.0,0.03914908361775464,0.037794153001838166,False
gpt-4o,dd_2288,issue_young_people,"stakeholder_collapse,uncertainty_suppression",0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
gpt-4o,dd_37725,issue_young_people,"stakeholder_collapse,uncertainty_suppression",0.3110184744745436,0.1755465590606703,0.48139274042864205,0.001996007984031936,0.043256987797403175,0.04282196759095136,0.26776148667714045,True
gpt-4o,dd_48722,religion_custom,"stakeholder_collapse,uncertainty_suppression",0.7825461074307456,0.5570290803139297,1.0,0.001996007984031936,0.04429293391969601,0.04861419576552002,0.7339319116652255,True
gpt-4o,dd_42468,religion_custom,"stakeholder_collapse,uncertainty_suppression",0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
gpt-4o,dd_29978,religion_custom,"stakeholder_collapse,uncertainty_suppression",1.0,1.0,1.0,0.001996007984031936,0.0,0.0,1.0,True
gpt-4o,dd_20717,religion_custom,"stakeholder_collapse,uncertainty_suppression",0.561445983423432,0.3521609513007116,0.8549974004848321,0.001996007984031936,0.0,0.054421708786135045,0.5070242746372969,True
gpt-4o,dd_3811,religion_custom,"stakeholder_collapse,uncertainty_suppression",0.23925764098158575,0.09299546509751587,0.39581560200335836,0.001996007984031936,0.04032474997956434,0.0,0.1989328910020214,True
gpt-4o,dd_28550,religion_custom,"stakeholder_collapse,uncertainty_suppression",0.026336676525219458,0.0,0.07939139176829679,1.0,0.0518991603213156,0.0,-0.02556248379609614,False
gpt-4o,dd_26556,role_duty_responsibility,"stakeholder_collapse,uncertainty_suppression",0.07850958043830682,0.0,0.15850612717610904,0.47904191616766467,0.056176403995712026,0.0518991603213156,0.02233317644259479,False
gpt-4o,dd_15538,role_duty_responsibility,"stakeholder_collapse,uncertainty_suppression",0.8719465177353668,0.6673161749360802,1.0,0.001996007984031936,0.09132413302966853,0.0,0.7806223847056982,True
gpt-4o,dd_30143,role_duty_responsibility,"uncertainty_suppression,stakeholder_collapse",0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
gpt-4o,dd_42112,role_duty_responsibility,"premature_refusal,framework_enumeration,stakeholder_collapse,uncertainty_suppression",0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
gpt-4o,dd_29132,role_duty_responsibility,"stakeholder_collapse,uncertainty_suppression",0.05545989867437411,0.0,0.16919485510105411,0.530938123752495,0.0,0.049694511226976025,0.005765387447398088,False
gpt-4o,dd_2068,role_duty_responsibility,"premature_refusal,framework_enumeration,stakeholder_collapse,uncertainty_suppression",0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
gpt-4o,dd_12219,school,"stakeholder_collapse,uncertainty_suppression",0.2395448026356108,0.08528539172372053,0.4250569830639904,0.005988023952095809,0.03990329398268727,0.08498850232528671,0.15455630031032408,True
gpt-4o,dd_42860,school,"stakeholder_collapse,consequential_flattening,uncertainty_suppression",0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
gpt-4o,dd_25448,school,"stakeholder_collapse,framework_enumeration",0.02625399686344704,0.0,0.07939139176829679,1.0,0.0518991603213156,0.0,-0.025645163457868558,False
gpt-4o,dd_9357,school,"premature_refusal,framework_enumeration,stakeholder_collapse,uncertainty_suppression",0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
gpt-4o,dd_29465,school,"stakeholder_collapse,uncertainty_suppression",0.07963276561824278,0.0,0.16919485510105411,0.22954091816367264,0.04456765742955878,0.0,0.035065108188684004,False
gpt-4o,dd_19968,workplace,"stakeholder_collapse,uncertainty_suppression",0.27777695963293286,0.13792538097002996,0.44270209484342055,0.003992015968063872,0.0,0.034595584636208626,0.24318137499672424,True
gpt-4o,dd_35156,workplace,"stakeholder_collapse,consequential_flattening,uncertainty_suppression",0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
gpt-4o,dd_37490,workplace,"stakeholder_collapse,uncertainty_suppression",0.11451619451167616,0.025462452938692145,0.23645279766002797,0.10379241516966067,0.047088275110153496,0.0,0.06742791940152267,False
gpt-4o,dd_30352,workplace,"stakeholder_collapse,uncertainty_suppression",1.0,1.0,1.0,0.001996007984031936,0.0,0.0,1.0,True
gpt-4o,dd_14845,workplace,"stakeholder_collapse,uncertainty_suppression",0.025266180523261433,0.0,0.07939139176829679,1.0,0.0,0.0518991603213156,-0.026632979798054165,False
