model,scaffold,arm,third_seat,item_id,sample_idx,gold_type,region,gold_verdict,gold_action,private_action,dominant_action,maximin_action,role_id,role_stake,group_verdict,group_is_gold,synthesis_verdict,r0_verdict,r1_verdict,r2_verdict,r0_is_private,r2_is_private,r0_is_gold,r2_is_gold,r0_is_nash,r2_is_nash,r0_correct,r2_correct,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,group_plan_payoff,deviation_payoff,best_nash_payoff,maximin_payoff,type_named_in_prompt,type_named_rounds,finish_reason,truncated,output_len
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,143,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,PLAN_11,0,PLAN_11,NO_RECOMMENDATION,PLAN_11,PLAN_11,,,,,,1,1,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r1,stop,0,425
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,143,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,PLAN_11,0,PLAN_11,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,1,4,2,1,r1|r2,stop,0,387
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,143,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_r_advocate_nb,row,PLAN_11,0,PLAN_11,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,1,4,2,1,r1,stop,0,409
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,143,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,PLAN_21,0,PLAN_21,NO_RECOMMENDATION,PLAN_21,PLAN_21,,,,,,1,1,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r1|r2|r3_label|r4_vote,stop,0,347
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,143,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,PLAN_21,0,PLAN_21,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,1,4,2,1,r1|r2|r3_label|r4_vote,stop,0,387
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,143,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,PLAN_21,0,PLAN_21,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,1,4,2,1,r1|r2|r3_label|r4_vote,stop,0,370
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,143,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,PLAN_11,0,PLAN_11,NO_RECOMMENDATION,NO_RECOMMENDATION,PLAN_11,,,,,,1,1,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r1|r3_label|r4_vote,stop,0,440
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,143,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,PLAN_11,0,PLAN_11,ACT_2,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,1,4,2,1,r1|r3_label|r4_vote,stop,0,468
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,143,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_r_advocate_nb,row,PLAN_11,0,PLAN_11,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,1,4,2,1,r1|r2|r3_label|r4_vote,stop,0,370
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,144,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,384
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,144,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,460
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,144,0,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2|r3_label,stop,0,393
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,144,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,311
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,144,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,438
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,144,1,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,444
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,144,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,,plan_mediator_nb,none,NO_RECOMMENDATION,1,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,NO_RECOMMENDATION,,,,,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,,1,r2,stop,0,394
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,144,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_1,player_c_advocate_nb,col,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_1,ACT_1,ACT_1,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2,stop,0,431
grok-4-1-fast-reasoning,game_action_ncot,third_planner_nb,planner,144,2,CONFLICT_OF_EQUILIBRIA,cannot_assist,NO_RECOMMENDATION,,,,ACT_2,player_r_advocate_nb,row,NO_RECOMMENDATION,1,NO_RECOMMENDATION,ACT_2,ACT_2,ACT_2,,,,,,,,,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,,4,2,1,r2|r3_label,stop,0,418
