model,scaffold,arm,third_seat,item_id,sample_idx,gold_type,region,gold_verdict,role_id,role_stake,group_verdict,synthesis_verdict,r0_verdict,r1_verdict,r2_verdict,r0_is_nash,r2_is_nash,r0_correct,r2_correct,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,group_plan_payoff,best_nash_payoff,maximin_payoff,type_named_in_prompt,type_named_rounds,finish_reason,truncated,output_len
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,151,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,plan_mediator,none,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,518
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,151,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_c_advocate,col,PLAN_22,PLAN_22,PLAN_12,PLAN_22,PLAN_22,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,0,,stop,0,460
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,151,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_r_advocate,row,PLAN_22,PLAN_22,PLAN_21,PLAN_22,PLAN_22,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,3,0,,stop,0,316
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,152,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,plan_mediator,none,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,548
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,152,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_c_advocate,col,PLAN_12,PLAN_12,PLAN_21,PLAN_12,PLAN_12,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,0,,stop,0,503
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,152,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_r_advocate,row,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,0,,stop,0,390
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,153,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,plan_mediator,none,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,1,r2,stop,0,482
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,153,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,player_c_advocate,col,PLAN_21,PLAN_21,PLAN_12,PLAN_21,PLAN_21,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,2,1,r2,stop,0,578
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,153,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,player_r_advocate,row,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,1,r2,stop,0,396
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,154,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,plan_mediator,none,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,1,r2,stop,0,418
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,154,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,player_c_advocate,col,PLAN_21,PLAN_21,PLAN_12,PLAN_21,PLAN_21,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,2,1,r2,stop,0,501
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,154,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,player_r_advocate,row,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,1,r2|r3_label,stop,0,401
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,155,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,plan_mediator,none,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,1,r2,stop,0,542
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,155,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_c_advocate,col,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,3,1,r2,stop,0,384
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,155,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_r_advocate,row,PLAN_12,PLAN_12,PLAN_11,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,0,,0,0,REJECT,1,unresolvable,152,1,0,1,REJECT,1,1,0,0,3,3,3,1,r2,stop,0,488
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,156,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,plan_mediator,none,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,352
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,156,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_c_advocate,col,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,3,0,,stop,0,361
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,156,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_r_advocate,row,PLAN_12,PLAN_12,PLAN_11,PLAN_12,PLAN_12,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,3,0,,stop,0,493
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,161,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,plan_mediator,none,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,,,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,329
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,161,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_12,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,0,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,2,2,0,,stop,0,444
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,161,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_21,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,0,,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,,3,3,0,,stop,0,476
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,162,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,plan_mediator,none,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,1,r1|r2,stop,0,518
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,162,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_c_advocate,col,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,1,r1|r2,stop,0,420
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,162,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_r_advocate,row,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,1,r1|r2,stop,0,397
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,163,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,plan_mediator,none,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,1,r1|r2,stop,0,442
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,163,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_c_advocate,col,PLAN_22,PLAN_22,PLAN_11,PLAN_22,PLAN_22,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,2,1,r1|r2,stop,0,381
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,163,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_r_advocate,row,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,1,r1|r2,stop,0,317
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,164,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,plan_mediator,none,PLAN_21,PLAN_21,NO_UNIQUE_PLAN,PLAN_21,PLAN_21,,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,435
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,164,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,player_c_advocate,col,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,2,0,,stop,0,419
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,164,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,player_r_advocate,row,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,0,,stop,0,387
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,165,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,plan_mediator,none,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,509
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,165,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_c_advocate,col,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,3,0,,stop,0,489
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,165,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,player_r_advocate,row,PLAN_12,PLAN_12,PLAN_11,PLAN_12,PLAN_12,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,3,0,,stop,0,413
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,166,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,plan_mediator,none,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,422
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,166,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,player_c_advocate,col,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,3,0,,stop,0,453
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,166,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,player_r_advocate,row,PLAN_11,PLAN_11,PLAN_12,PLAN_11,PLAN_11,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,3,0,,stop,0,426
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,211,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,plan_mediator,none,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,409
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,211,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_c_advocate,col,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,2,0,,stop,0,339
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,211,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_r_advocate,row,PLAN_22,PLAN_22,PLAN_21,PLAN_22,PLAN_22,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,0,,stop,0,490
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,212,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,plan_mediator,none,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,581
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,212,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,player_c_advocate,col,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,2,0,,stop,0,362
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,212,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,player_r_advocate,row,PLAN_21,PLAN_21,PLAN_22,PLAN_21,PLAN_21,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,0,,stop,0,467
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,213,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,plan_mediator,none,PLAN_11,NO_UNIQUE_PLAN,PLAN_11,PLAN_11,NO_UNIQUE_PLAN,1,,1,0,ACCEPT,1,,0,0,0,0,REJECT,1,1,0,0,,,,0,,stop,0,560
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,213,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,player_c_advocate,col,PLAN_11,NO_UNIQUE_PLAN,PLAN_11,PLAN_11,PLAN_11,1,1,1,1,REJECT,1,unresolvable,367,1,0,1,ACCEPT,0,1,1,0,4,4,2,0,,stop,0,474
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,213,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,player_r_advocate,row,PLAN_11,NO_UNIQUE_PLAN,PLAN_12,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,0,,0,0,ACCEPT,1,,0,0,0,0,REJECT,1,1,0,0,2,2,2,0,,stop,0,541
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,214,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,plan_mediator,none,PLAN_22,PLAN_22,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,PLAN_22,,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,514
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,214,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_c_advocate,col,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,2,0,,stop,0,439
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,214,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,player_r_advocate,row,PLAN_22,PLAN_22,PLAN_21,PLAN_22,PLAN_22,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,0,,stop,0,338
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,215,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,plan_mediator,none,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,582
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,215,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,player_c_advocate,col,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,0,,stop,0,378
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,215,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,player_r_advocate,row,PLAN_21,PLAN_21,PLAN_22,PLAN_21,PLAN_21,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,0,,stop,0,454
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,216,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,plan_mediator,none,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,474
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,216,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,player_c_advocate,col,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,4,3,0,,stop,0,396
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,216,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,player_r_advocate,row,PLAN_21,PLAN_21,PLAN_22,PLAN_21,PLAN_21,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,0,,stop,0,422
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,221,0,DILEMMA_BOTH_PREFER,value,PLAN_12,plan_mediator,none,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,0,0,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,481
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,221,0,DILEMMA_BOTH_PREFER,value,PLAN_12,player_c_advocate,col,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,0,0,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,2,2,0,,stop,0,414
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,221,0,DILEMMA_BOTH_PREFER,value,PLAN_12,player_r_advocate,row,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,0,0,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,2,2,0,,stop,0,371
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,222,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,plan_mediator,none,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,0,0,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,1,r1|r2,stop,0,434
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,222,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,PLAN_22,PLAN_22,PLAN_21,PLAN_22,PLAN_22,0,0,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,3,,2,1,r1,stop,0,466
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,222,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,0,0,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,4,,2,1,r1,stop,0,335
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,223,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,plan_mediator,none,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,0,0,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,347
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,223,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,PLAN_11,PLAN_11,PLAN_22,PLAN_11,PLAN_11,0,0,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,3,,2,0,,stop,0,445
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,223,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,PLAN_11,PLAN_11,PLAN_21,PLAN_11,PLAN_11,0,0,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,3,,2,0,,stop,0,405
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,224,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,plan_mediator,none,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,0,0,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,1,r1|r2,stop,0,440
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,224,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,0,0,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,3,,2,1,r1|r2,stop,0,470
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,224,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,PLAN_21,PLAN_21,PLAN_11,PLAN_21,PLAN_21,0,0,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,3,,2,1,r1|r2,stop,0,435
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,225,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,plan_mediator,none,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,427
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,225,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,PLAN_12,PLAN_12,PLAN_12,PLAN_12,PLAN_12,1,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,3,0,,stop,0,495
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,225,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,PLAN_12,PLAN_12,PLAN_21,PLAN_12,PLAN_12,0,1,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,0,,stop,0,433
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,226,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,plan_mediator,none,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,454
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,226,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,player_c_advocate,col,PLAN_11,PLAN_11,PLAN_11,PLAN_11,PLAN_11,1,1,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,3,3,0,,stop,0,478
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,226,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,player_r_advocate,row,PLAN_11,PLAN_11,PLAN_22,PLAN_11,PLAN_11,0,1,0,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,2,2,2,0,,stop,0,533
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,231,0,DILEMMA_BOTH_PREFER,value,PLAN_21,plan_mediator,none,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,0,0,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,358
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,231,0,DILEMMA_BOTH_PREFER,value,PLAN_21,player_c_advocate,col,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,0,0,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,3,2,2,0,,stop,0,411
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,231,0,DILEMMA_BOTH_PREFER,value,PLAN_21,player_r_advocate,row,PLAN_21,PLAN_21,PLAN_21,PLAN_21,PLAN_21,0,0,1,1,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,4,3,2,0,,stop,0,367
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,232,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,plan_mediator,none,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,0,0,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,,,,0,,stop,0,492
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,232,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,player_c_advocate,col,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,0,0,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,3,,2,0,,stop,0,423
grok-4-1-fast-reasoning,game_plan_ncot,third_planner,planner,232,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,player_r_advocate,row,PLAN_22,PLAN_22,PLAN_22,PLAN_22,PLAN_22,0,0,0,0,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,,4,,2,0,,stop,0,366
