model,scaffold,arm,item_id,sample_idx,masked,gold_type,region,gold_verdict,verdict,correct,noncommittal,is_nash,nash_verdicts,row_perm,col_perm,row_name,col_name,row_best_verdict,col_best_verdict,finish_reason,truncated,output_len,prompt_tokens,completion_tokens
grok-4-1-fast-reasoning,tmg_solo,full,166,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,10,01,Kendall,Rowan,PLAN_12,PLAN_21,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,211,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,NO_UNIQUE_PLAN,0,0,,PLAN_22,10,10,Emerson,Greer,PLAN_21,PLAN_22,stop,0,23,450,8
grok-4-1-fast-reasoning,tmg_solo,full,211,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Finley,Quinn,PLAN_12,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,211,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Rowan,Finley,PLAN_12,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,212,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Finley,Oakley,PLAN_22,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,212,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Noor,Sage,PLAN_11,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,212,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Oakley,Emerson,PLAN_12,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,213,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Sage,Quinn,PLAN_12,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,213,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Parker,Greer,PLAN_11,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,213,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Wren,Quinn,PLAN_22,PLAN_21,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,214,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Sage,Parker,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,214,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Morgan,Kendall,PLAN_11,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,214,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Sage,Quinn,PLAN_11,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,215,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Quinn,Morgan,PLAN_22,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,215,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Morgan,Kendall,PLAN_11,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,215,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Rowan,Quinn,PLAN_12,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,216,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Lennox,Jordan,PLAN_22,PLAN_21,stop,0,16,451,7
grok-4-1-fast-reasoning,tmg_solo,full,216,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Harper,Greer,PLAN_11,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,216,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Lennox,Taylor,PLAN_11,PLAN_12,stop,0,16,451,7
grok-4-1-fast-reasoning,tmg_solo,full,221,0,0,DILEMMA_BOTH_PREFER,value,PLAN_12,PLAN_12,1,0,0,PLAN_21,01,01,Oakley,Rowan,PLAN_12,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,221,1,0,DILEMMA_BOTH_PREFER,value,PLAN_21,PLAN_21,1,0,0,PLAN_12,10,10,Jordan,Lennox,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,221,2,0,DILEMMA_BOTH_PREFER,value,PLAN_22,PLAN_22,1,0,0,PLAN_11,10,01,Finley,Wren,PLAN_22,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,222,0,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,PLAN_22,0,0,0,,10,01,Morgan,Rowan,PLAN_22,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,222,1,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,PLAN_21,0,0,0,,10,10,Oakley,Wren,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,222,2,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,PLAN_22,0,0,0,,10,01,Quinn,Oakley,PLAN_22,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,223,0,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,PLAN_11,0,0,0,,10,10,Lennox,Sage,PLAN_21,PLAN_22,stop,0,16,451,7
grok-4-1-fast-reasoning,tmg_solo,full,223,1,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,PLAN_21,0,0,0,,01,10,Taylor,Lennox,PLAN_11,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,223,2,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,PLAN_22,0,0,0,,01,01,Lennox,Jordan,PLAN_12,PLAN_11,stop,0,16,451,7
grok-4-1-fast-reasoning,tmg_solo,full,224,0,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,PLAN_21,0,0,0,,01,10,Lennox,Greer,PLAN_11,PLAN_12,stop,0,16,451,7
grok-4-1-fast-reasoning,tmg_solo,full,224,1,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,PLAN_22,0,0,0,,01,01,Wren,Harper,PLAN_12,PLAN_11,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,224,2,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,PLAN_11,0,0,0,,10,10,Taylor,Greer,PLAN_21,PLAN_22,stop,0,365,449,131
grok-4-1-fast-reasoning,tmg_solo,full,225,0,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,PLAN_12,0,0,1,PLAN_12,10,10,Oakley,Lennox,PLAN_21,PLAN_22,stop,0,515,449,161
grok-4-1-fast-reasoning,tmg_solo,full,225,1,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,PLAN_12,0,0,1,PLAN_12,10,10,Quinn,Greer,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,225,2,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,PLAN_21,0,0,1,PLAN_21,01,01,Morgan,Taylor,PLAN_12,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,226,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,10,01,Lennox,Taylor,PLAN_22,PLAN_21,stop,0,16,451,7
grok-4-1-fast-reasoning,tmg_solo,full,226,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,10,01,Harper,Sage,PLAN_22,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,226,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,01,Kendall,Morgan,PLAN_12,PLAN_11,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,231,0,0,DILEMMA_BOTH_PREFER,value,PLAN_21,PLAN_21,1,0,0,PLAN_12,10,10,Morgan,Oakley,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,231,1,0,DILEMMA_BOTH_PREFER,value,PLAN_21,PLAN_21,1,0,0,PLAN_12,10,10,Wren,Finley,PLAN_21,PLAN_22,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,231,2,0,DILEMMA_BOTH_PREFER,value,PLAN_22,PLAN_22,1,0,0,PLAN_11,10,01,Wren,Noor,PLAN_22,PLAN_21,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,232,0,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,PLAN_22,0,0,0,,10,01,Emerson,Wren,PLAN_22,PLAN_21,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,232,1,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,PLAN_21,0,0,0,,10,10,Quinn,Rowan,PLAN_21,PLAN_22,stop,0,220,449,89
grok-4-1-fast-reasoning,tmg_solo,full,232,2,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,,01,01,Harper,Quinn,PLAN_12,PLAN_11,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,233,0,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,,10,01,Oakley,Kendall,PLAN_22,PLAN_21,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,233,1,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,,10,01,Parker,Kendall,PLAN_22,PLAN_21,stop,0,353,449,96
grok-4-1-fast-reasoning,tmg_solo,full,233,2,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,,10,01,Rowan,Morgan,PLAN_22,PLAN_21,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,234,0,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,,10,01,Jordan,Kendall,PLAN_22,PLAN_21,stop,0,373,449,122
grok-4-1-fast-reasoning,tmg_solo,full,234,1,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,,01,01,Harper,Sage,PLAN_12,PLAN_11,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,234,2,0,ZERO_SUM,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,,10,01,Sage,Rowan,PLAN_22,PLAN_21,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,235,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,10,Wren,Finley,PLAN_21,PLAN_22,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,235,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,10,Noor,Wren,PLAN_11,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,235,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,01,Finley,Rowan,PLAN_12,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,236,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,10,10,Sage,Greer,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,236,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,10,01,Lennox,Emerson,PLAN_22,PLAN_21,stop,0,16,451,7
grok-4-1-fast-reasoning,tmg_solo,full,236,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,10,Jordan,Kendall,PLAN_11,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,241,0,0,DILEMMA_BOTH_PREFER,value,PLAN_12,PLAN_12,1,0,0,PLAN_21,01,01,Wren,Greer,PLAN_12,PLAN_11,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,241,1,0,DILEMMA_BOTH_PREFER,value,PLAN_12,PLAN_12,1,0,0,PLAN_21,01,01,Sage,Morgan,PLAN_12,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,241,2,0,DILEMMA_BOTH_PREFER,value,PLAN_21,PLAN_21,1,0,0,PLAN_12,10,10,Sage,Parker,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,242,0,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,PLAN_11,0,0,0,,01,10,Sage,Parker,PLAN_11,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,242,1,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,PLAN_21,0,0,0,,10,10,Rowan,Greer,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,242,2,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,PLAN_12,0,0,0,,01,01,Lennox,Noor,PLAN_12,PLAN_11,stop,0,16,451,7
grok-4-1-fast-reasoning,tmg_solo,full,243,0,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,,10,10,Greer,Finley,PLAN_21,PLAN_22,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,243,1,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,,10,10,Finley,Lennox,PLAN_21,PLAN_22,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,243,2,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,,01,01,Emerson,Taylor,PLAN_12,PLAN_11,stop,0,23,450,8
grok-4-1-fast-reasoning,tmg_solo,full,244,0,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,,01,01,Morgan,Greer,PLAN_12,PLAN_11,stop,0,523,449,166
grok-4-1-fast-reasoning,tmg_solo,full,244,1,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,,10,10,Sage,Morgan,PLAN_21,PLAN_22,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,244,2,0,CYCLIC_NO_IDEAL,cannot_assist,NO_UNIQUE_PLAN,NO_UNIQUE_PLAN,1,0,,,01,01,Morgan,Sage,PLAN_12,PLAN_11,stop,0,23,449,8
grok-4-1-fast-reasoning,tmg_solo,full,245,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,10,Kendall,Rowan,PLAN_11,PLAN_12,stop,0,492,450,165
grok-4-1-fast-reasoning,tmg_solo,full,245,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,10,Emerson,Harper,PLAN_11,PLAN_12,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,245,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,10,01,Kendall,Oakley,PLAN_22,PLAN_21,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,246,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,10,Taylor,Harper,PLAN_11,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,246,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,01,10,Harper,Wren,PLAN_11,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,246,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,01,01,Noor,Greer,PLAN_12,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,251,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Taylor,Harper,PLAN_22,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,251,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Finley,Oakley,PLAN_12,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,251,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Finley,Oakley,PLAN_21,PLAN_22,stop,0,690,449,229
grok-4-1-fast-reasoning,tmg_solo,full,252,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Lennox,Sage,PLAN_11,PLAN_12,stop,0,16,451,7
grok-4-1-fast-reasoning,tmg_solo,full,252,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Noor,Greer,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,252,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Finley,Noor,PLAN_12,PLAN_11,stop,0,412,449,171
grok-4-1-fast-reasoning,tmg_solo,full,253,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Sage,Quinn,PLAN_12,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,253,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Noor,Morgan,PLAN_22,PLAN_21,stop,0,514,449,205
grok-4-1-fast-reasoning,tmg_solo,full,253,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Taylor,Sage,PLAN_22,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,254,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Taylor,Morgan,PLAN_21,PLAN_22,stop,0,449,449,130
grok-4-1-fast-reasoning,tmg_solo,full,254,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Finley,Sage,PLAN_12,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,254,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Morgan,Oakley,PLAN_22,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,255,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Morgan,Sage,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,255,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Rowan,Jordan,PLAN_22,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,255,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Morgan,Emerson,PLAN_12,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,256,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Quinn,Greer,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,256,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Taylor,Harper,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,256,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Greer,Noor,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,261,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Finley,Rowan,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,261,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Noor,Taylor,PLAN_11,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,261,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Finley,Emerson,PLAN_22,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,262,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Emerson,Finley,PLAN_12,PLAN_11,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,262,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Quinn,Kendall,PLAN_22,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,262,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Taylor,Noor,PLAN_22,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,263,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Finley,Jordan,PLAN_12,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,263,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Emerson,Rowan,PLAN_11,PLAN_12,stop,0,434,450,148
grok-4-1-fast-reasoning,tmg_solo,full,263,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Sage,Harper,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,264,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Noor,Oakley,PLAN_12,PLAN_11,stop,0,652,449,233
grok-4-1-fast-reasoning,tmg_solo,full,264,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Kendall,Noor,PLAN_21,PLAN_22,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,264,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Taylor,Kendall,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,265,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Taylor,Greer,PLAN_21,PLAN_22,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,265,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Jordan,Lennox,PLAN_22,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,265,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,10,Kendall,Rowan,PLAN_21,PLAN_22,stop,0,16,450,7
grok-4-1-fast-reasoning,tmg_solo,full,266,0,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,10,Noor,Wren,PLAN_11,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,266,1,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_11,PLAN_11,1,0,1,PLAN_11,01,01,Sage,Oakley,PLAN_12,PLAN_11,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,266,2,0,INCENTIVE_COMPATIBLE_EFFICIENT,neutral,PLAN_21,PLAN_21,1,0,1,PLAN_21,10,01,Sage,Oakley,PLAN_22,PLAN_21,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,311,0,0,HARMONY,neutral,PLAN_22,PLAN_22,1,0,1,PLAN_22,10,01,Emerson,Harper,PLAN_22,PLAN_22,stop,0,300,450,89
grok-4-1-fast-reasoning,tmg_solo,full,311,1,0,HARMONY,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,01,Taylor,Noor,PLAN_12,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,311,2,0,HARMONY,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,01,Rowan,Lennox,PLAN_12,PLAN_12,stop,0,16,449,7
grok-4-1-fast-reasoning,tmg_solo,full,312,0,0,HARMONY,neutral,PLAN_12,PLAN_12,1,0,1,PLAN_12,01,01,Kendall,Noor,PLAN_12,PLAN_12,stop,0,16,450,7
