arm,generator,scenario_id,pid,role_label,vote,reject,undermined,n_unaddressed
std_cot,claude-haiku-4-5,dd_45919,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_25698,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_25698,stakeholder_b,Affected Third Party,REJECT,1,0,0
std_cot,claude-haiku-4-5,dd_25698,stakeholder_c,External Advisor,REJECT,1,0,0
std_cot,claude-haiku-4-5,dd_14325,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_14325,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_14325,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_42185,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_42185,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_42185,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_24408,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_24408,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_24408,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_23322,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_23322,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_23322,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_37404,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_37404,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_37404,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_37016,stakeholder_a,Primary Decision Maker,REJECT,1,0,0
std_cot,claude-haiku-4-5,dd_37016,stakeholder_b,Affected Third Party,REJECT,1,0,0
std_cot,claude-haiku-4-5,dd_37016,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_5070,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_5070,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_5070,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_35542,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_35542,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_35542,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_17165,stakeholder_a,Primary Decision Maker,REJECT,1,0,0
std_cot,claude-haiku-4-5,dd_17165,stakeholder_b,Affected Third Party,REJECT,1,0,0
std_cot,claude-haiku-4-5,dd_17165,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_6420,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_6420,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_6420,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_922,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_922,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_922,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_10361,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_10361,stakeholder_b,Affected Third Party,REJECT,1,0,0
std_cot,claude-haiku-4-5,dd_10361,stakeholder_c,External Advisor,REJECT,1,0,0
std_cot,claude-haiku-4-5,dd_23530,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_23530,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_23530,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_33409,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_33409,stakeholder_b,Affected Third Party,REJECT,1,0,0
std_cot,claude-haiku-4-5,dd_33409,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_10450,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_10450,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_10450,stakeholder_c,External Advisor,REJECT,1,0,0
std_cot,claude-haiku-4-5,dd_29184,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_29184,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,claude-haiku-4-5,dd_29184,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_1057,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_1057,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_1057,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_18656,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_18656,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_18656,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_42086,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_42086,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_42086,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_42521,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_42521,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_42521,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_19532,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_19532,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_19532,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_33126,stakeholder_a,Primary Decision Maker,UNKNOWN,0,0,0
std_cot,gpt-5.4-nano,dd_33126,stakeholder_b,Affected Third Party,REJECT,1,0,0
std_cot,gpt-5.4-nano,dd_33126,stakeholder_c,External Advisor,REJECT,1,0,0
std_cot,gpt-5.4-nano,dd_16120,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_16120,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_16120,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_11553,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_11553,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_11553,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_20431,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_20431,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_20431,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_25698,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_25698,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_25698,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_14325,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_14325,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_14325,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_24408,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_24408,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_24408,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_37404,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_37404,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_37404,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_37016,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_37016,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_37016,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_5070,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_5070,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_5070,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_35542,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_35542,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_35542,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_6420,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_6420,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_6420,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_5824,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_5824,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_5824,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_23530,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_23530,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_23530,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_33409,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_33409,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_33409,stakeholder_c,External Advisor,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_10450,stakeholder_a,Primary Decision Maker,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_10450,stakeholder_b,Affected Third Party,ACCEPT,0,0,0
std_cot,gpt-5.4-nano,dd_10450,stakeholder_c,External Advisor,ACCEPT,0,0,0
