gen_model,scenario_id,topic_group,axis,value,n,decision_entropy_bits
gpt-5.4-nano,dd_25698,issue_crime_addiction,temporal_position,present,38,-1.4428232973175175e-12
gpt-5.4-nano,dd_25698,issue_crime_addiction,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_14325,issue_crime_addiction,decision_role,primary_affected,39,0.17203694935022845
gpt-5.4-nano,dd_14325,issue_crime_addiction,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_14325,issue_crime_addiction,agency_level,medium,39,0.17203694935022845
gpt-5.4-nano,dd_14325,issue_crime_addiction,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_14325,issue_crime_addiction,temporal_position,present,39,0.17203694935022845
gpt-5.4-nano,dd_14325,issue_crime_addiction,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_42185,issue_crime_addiction,decision_role,decider,20,0.609840304713515
gpt-5.4-nano,dd_42185,issue_crime_addiction,decision_role,primary_affected,18,-1.4428232973175175e-12
gpt-5.4-nano,dd_42185,issue_crime_addiction,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_42185,issue_crime_addiction,agency_level,high,20,0.609840304713515
gpt-5.4-nano,dd_42185,issue_crime_addiction,agency_level,medium,18,-1.4428232973175175e-12
gpt-5.4-nano,dd_42185,issue_crime_addiction,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_42185,issue_crime_addiction,temporal_position,present,38,0.39845927409235027
gpt-5.4-nano,dd_42185,issue_crime_addiction,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_24408,issue_crime_addiction,decision_role,decider,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_24408,issue_crime_addiction,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_24408,issue_crime_addiction,decision_role,third_party,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_24408,issue_crime_addiction,agency_level,high,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_24408,issue_crime_addiction,agency_level,medium,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_24408,issue_crime_addiction,agency_level,low,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_24408,issue_crime_addiction,temporal_position,present,39,-1.4428232973175175e-12
gpt-5.4-nano,dd_24408,issue_crime_addiction,temporal_position,future_or_offscreen,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_23322,issue_crime_addiction,decision_role,primary_affected,20,0.28639695711307084
gpt-5.4-nano,dd_23322,issue_crime_addiction,decision_role,decider,40,0.8812908992278072
gpt-5.4-nano,dd_23322,issue_crime_addiction,agency_level,medium,20,0.28639695711307084
gpt-5.4-nano,dd_23322,issue_crime_addiction,agency_level,high,40,0.8812908992278072
gpt-5.4-nano,dd_23322,issue_crime_addiction,temporal_position,present,60,0.7540340561942473
gpt-5.4-nano,dd_37404,issue_crime_addiction,decision_role,primary_affected,37,1.2405193035574587
gpt-5.4-nano,dd_37404,issue_crime_addiction,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_37404,issue_crime_addiction,agency_level,medium,37,1.2405193035574587
gpt-5.4-nano,dd_37404,issue_crime_addiction,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_37404,issue_crime_addiction,temporal_position,present,37,1.2405193035574587
gpt-5.4-nano,dd_37404,issue_crime_addiction,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_37016,issue_personal_career,decision_role,decider,40,-1.4428232973175175e-12
gpt-5.4-nano,dd_37016,issue_personal_career,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_37016,issue_personal_career,agency_level,high,40,-1.4428232973175175e-12
gpt-5.4-nano,dd_37016,issue_personal_career,agency_level,medium,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_37016,issue_personal_career,temporal_position,present,60,-1.4428232973175175e-12
gpt-5.4-nano,dd_5070,issue_personal_career,decision_role,decider,19,1.210810026101705
gpt-5.4-nano,dd_5070,issue_personal_career,decision_role,primary_affected,20,1.2192407046325209
gpt-5.4-nano,dd_5070,issue_personal_career,decision_role,third_party,20,0.609840304713515
gpt-5.4-nano,dd_5070,issue_personal_career,agency_level,high,19,1.210810026101705
gpt-5.4-nano,dd_5070,issue_personal_career,agency_level,medium,20,1.2192407046325209
gpt-5.4-nano,dd_5070,issue_personal_career,agency_level,low,20,0.609840304713515
gpt-5.4-nano,dd_5070,issue_personal_career,temporal_position,present,39,1.240036250104337
gpt-5.4-nano,dd_5070,issue_personal_career,temporal_position,future_or_offscreen,20,0.609840304713515
gpt-5.4-nano,dd_35542,issue_personal_career,decision_role,primary_affected,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_35542,issue_personal_career,decision_role,decider,39,0.7851515777213322
gpt-5.4-nano,dd_35542,issue_personal_career,agency_level,medium,39,0.7851515777213322
gpt-5.4-nano,dd_35542,issue_personal_career,agency_level,high,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_35542,issue_personal_career,temporal_position,present,58,0.6027487977978438
gpt-5.4-nano,dd_17165,issue_personal_career,decision_role,decider,18,0.6500224216454688
gpt-5.4-nano,dd_17165,issue_personal_career,decision_role,primary_affected,20,0.28639695711307084
gpt-5.4-nano,dd_17165,issue_personal_career,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_17165,issue_personal_career,agency_level,high,18,0.6500224216454688
gpt-5.4-nano,dd_17165,issue_personal_career,agency_level,medium,20,0.28639695711307084
gpt-5.4-nano,dd_17165,issue_personal_career,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_17165,issue_personal_career,temporal_position,present,38,0.485460760743028
gpt-5.4-nano,dd_17165,issue_personal_career,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_6420,issue_personal_career,decision_role,decider,19,1.1897319168164049
gpt-5.4-nano,dd_6420,issue_personal_career,decision_role,primary_affected,20,0.28639695711307084
gpt-5.4-nano,dd_6420,issue_personal_career,decision_role,third_party,19,0.5907239186363221
gpt-5.4-nano,dd_6420,issue_personal_career,agency_level,high,19,1.1897319168164049
gpt-5.4-nano,dd_6420,issue_personal_career,agency_level,medium,20,0.28639695711307084
gpt-5.4-nano,dd_6420,issue_personal_career,agency_level,low,19,0.5907239186363221
gpt-5.4-nano,dd_6420,issue_personal_career,temporal_position,present,39,0.8557897188024468
gpt-5.4-nano,dd_6420,issue_personal_career,temporal_position,future_or_offscreen,19,0.5907239186363221
gpt-5.4-nano,dd_5824,issue_personal_career,decision_role,primary_affected,20,0.28639695711307084
gpt-5.4-nano,dd_5824,issue_personal_career,decision_role,third_party,40,1.1991459055981726
gpt-5.4-nano,dd_5824,issue_personal_career,agency_level,medium,20,0.28639695711307084
gpt-5.4-nano,dd_5824,issue_personal_career,agency_level,low,40,1.1991459055981726
gpt-5.4-nano,dd_5824,issue_personal_career,temporal_position,present,20,0.28639695711307084
gpt-5.4-nano,dd_5824,issue_personal_career,temporal_position,future_or_offscreen,40,1.1991459055981726
gpt-5.4-nano,dd_0922,issue_pregnancy,decision_role,decider,20,0.28639695711307084
gpt-5.4-nano,dd_0922,issue_pregnancy,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_0922,issue_pregnancy,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_0922,issue_pregnancy,agency_level,high,20,0.28639695711307084
gpt-5.4-nano,dd_0922,issue_pregnancy,agency_level,medium,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_0922,issue_pregnancy,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_0922,issue_pregnancy,temporal_position,present,40,0.1686609314937849
gpt-5.4-nano,dd_0922,issue_pregnancy,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_10361,issue_pregnancy,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_10361,issue_pregnancy,decision_role,primary_affected,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_10361,issue_pregnancy,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_10361,issue_pregnancy,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_10361,issue_pregnancy,agency_level,medium,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_10361,issue_pregnancy,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_10361,issue_pregnancy,temporal_position,present,39,-1.4428232973175175e-12
gpt-5.4-nano,dd_10361,issue_pregnancy,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_23530,issue_pregnancy,decision_role,primary_affected,20,1.076297625720871
gpt-5.4-nano,dd_23530,issue_pregnancy,decision_role,decider,18,0.6500224216454688
gpt-5.4-nano,dd_23530,issue_pregnancy,decision_role,third_party,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_23530,issue_pregnancy,agency_level,high,20,1.076297625720871
gpt-5.4-nano,dd_23530,issue_pregnancy,agency_level,medium,18,0.6500224216454688
gpt-5.4-nano,dd_23530,issue_pregnancy,agency_level,low,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_23530,issue_pregnancy,temporal_position,present,38,1.5294283316285613
gpt-5.4-nano,dd_23530,issue_pregnancy,temporal_position,future_or_offscreen,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_33409,issue_pregnancy,decision_role,primary_affected,39,0.2918182565960004
gpt-5.4-nano,dd_33409,issue_pregnancy,decision_role,third_party,20,1.1411535278749776
gpt-5.4-nano,dd_33409,issue_pregnancy,agency_level,medium,20,0.4689955935863958
gpt-5.4-nano,dd_33409,issue_pregnancy,agency_level,low,39,1.0750914219296557
gpt-5.4-nano,dd_33409,issue_pregnancy,temporal_position,present,39,0.2918182565960004
gpt-5.4-nano,dd_33409,issue_pregnancy,temporal_position,future_or_offscreen,20,1.1411535278749776
gpt-5.4-nano,dd_10450,issue_pregnancy,decision_role,decider,20,0.28639695711307084
gpt-5.4-nano,dd_10450,issue_pregnancy,decision_role,third_party,39,-1.4428232973175175e-12
gpt-5.4-nano,dd_10450,issue_pregnancy,agency_level,high,20,0.28639695711307084
gpt-5.4-nano,dd_10450,issue_pregnancy,agency_level,low,39,-1.4428232973175175e-12
gpt-5.4-nano,dd_10450,issue_pregnancy,temporal_position,present,20,0.28639695711307084
gpt-5.4-nano,dd_10450,issue_pregnancy,temporal_position,future_or_offscreen,39,-1.4428232973175175e-12
gpt-5.4-nano,dd_29184,issue_pregnancy,decision_role,primary_affected,19,1.4618381992525464
gpt-5.4-nano,dd_29184,issue_pregnancy,decision_role,decider,20,0.8812908992278072
gpt-5.4-nano,dd_29184,issue_pregnancy,decision_role,third_party,19,0.7742433029129416
gpt-5.4-nano,dd_29184,issue_pregnancy,agency_level,medium,19,1.4618381992525464
gpt-5.4-nano,dd_29184,issue_pregnancy,agency_level,high,20,0.8812908992278072
gpt-5.4-nano,dd_29184,issue_pregnancy,agency_level,low,19,0.7742433029129416
gpt-5.4-nano,dd_29184,issue_pregnancy,temporal_position,present,39,1.2957378005336841
gpt-5.4-nano,dd_29184,issue_pregnancy,temporal_position,future_or_offscreen,19,0.7742433029129416
gpt-5.4-nano,dd_24541,issue_self_image_social,decision_role,primary_affected,40,0.28639695711307084
gpt-5.4-nano,dd_24541,issue_self_image_social,decision_role,third_party,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_24541,issue_self_image_social,agency_level,medium,40,0.28639695711307084
gpt-5.4-nano,dd_24541,issue_self_image_social,agency_level,low,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_24541,issue_self_image_social,temporal_position,present,40,0.28639695711307084
gpt-5.4-nano,dd_24541,issue_self_image_social,temporal_position,future_or_offscreen,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_14557,issue_self_image_social,decision_role,decider,18,-1.4428232973175175e-12
gpt-5.4-nano,dd_14557,issue_self_image_social,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_14557,issue_self_image_social,decision_role,third_party,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_14557,issue_self_image_social,agency_level,high,18,-1.4428232973175175e-12
gpt-5.4-nano,dd_14557,issue_self_image_social,agency_level,medium,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_14557,issue_self_image_social,agency_level,low,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_14557,issue_self_image_social,temporal_position,present,38,-1.4428232973175175e-12
gpt-5.4-nano,dd_14557,issue_self_image_social,temporal_position,future_or_offscreen,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_24405,issue_self_image_social,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_24405,issue_self_image_social,decision_role,primary_affected,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_24405,issue_self_image_social,decision_role,third_party,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_24405,issue_self_image_social,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_24405,issue_self_image_social,agency_level,medium,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_24405,issue_self_image_social,agency_level,low,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_24405,issue_self_image_social,temporal_position,present,39,-1.4428232973175175e-12
gpt-5.4-nano,dd_24405,issue_self_image_social,temporal_position,future_or_offscreen,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_28341,issue_self_image_social,decision_role,decider,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_28341,issue_self_image_social,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_28341,issue_self_image_social,decision_role,third_party,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_28341,issue_self_image_social,agency_level,high,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_28341,issue_self_image_social,agency_level,medium,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_28341,issue_self_image_social,agency_level,low,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_28341,issue_self_image_social,temporal_position,present,39,-1.4428232973175175e-12
gpt-5.4-nano,dd_28341,issue_self_image_social,temporal_position,future_or_offscreen,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_39199,issue_self_image_social,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_39199,issue_self_image_social,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_39199,issue_self_image_social,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_39199,issue_self_image_social,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_39199,issue_self_image_social,agency_level,medium,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_39199,issue_self_image_social,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_39199,issue_self_image_social,temporal_position,present,40,-1.4428232973175175e-12
gpt-5.4-nano,dd_39199,issue_self_image_social,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_27271,issue_self_image_social,decision_role,decider,19,0.5907239186363221
gpt-5.4-nano,dd_27271,issue_self_image_social,decision_role,primary_affected,20,1.2361602543694838
gpt-5.4-nano,dd_27271,issue_self_image_social,decision_role,third_party,20,1.4387586809106803
gpt-5.4-nano,dd_27271,issue_self_image_social,agency_level,high,19,0.5907239186363221
gpt-5.4-nano,dd_27271,issue_self_image_social,agency_level,medium,20,1.2361602543694838
gpt-5.4-nano,dd_27271,issue_self_image_social,agency_level,low,20,1.4387586809106803
gpt-5.4-nano,dd_27271,issue_self_image_social,temporal_position,present,39,0.9912642605311007
gpt-5.4-nano,dd_27271,issue_self_image_social,temporal_position,future_or_offscreen,20,1.4387586809106803
gpt-5.4-nano,dd_25109,issue_wildlife_human_environment,decision_role,decider,17,-1.4428232973175175e-12
gpt-5.4-nano,dd_25109,issue_wildlife_human_environment,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_25109,issue_wildlife_human_environment,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_25109,issue_wildlife_human_environment,agency_level,high,17,-1.4428232973175175e-12
gpt-5.4-nano,dd_25109,issue_wildlife_human_environment,agency_level,medium,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_25109,issue_wildlife_human_environment,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_25109,issue_wildlife_human_environment,temporal_position,present,37,-1.4428232973175175e-12
gpt-5.4-nano,dd_25109,issue_wildlife_human_environment,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_18935,issue_wildlife_human_environment,decision_role,decider,20,0.7475846798202459
gpt-5.4-nano,dd_18935,issue_wildlife_human_environment,decision_role,primary_affected,19,0.485460760743028
gpt-5.4-nano,dd_18935,issue_wildlife_human_environment,decision_role,third_party,19,0.9819407868612122
gpt-5.4-nano,dd_18935,issue_wildlife_human_environment,agency_level,high,20,0.7475846798202459
gpt-5.4-nano,dd_18935,issue_wildlife_human_environment,agency_level,low,38,0.8314743880068439
gpt-5.4-nano,dd_18935,issue_wildlife_human_environment,temporal_position,present,39,0.6450499982807013
gpt-5.4-nano,dd_18935,issue_wildlife_human_environment,temporal_position,future_or_offscreen,19,0.9819407868612122
gpt-5.4-nano,dd_14818,issue_wildlife_human_environment,decision_role,decider,20,0.8812908992278072
gpt-5.4-nano,dd_14818,issue_wildlife_human_environment,decision_role,third_party,20,1.3527241956203266
gpt-5.4-nano,dd_14818,issue_wildlife_human_environment,decision_role,primary_affected,20,0.609840304713515
gpt-5.4-nano,dd_14818,issue_wildlife_human_environment,agency_level,high,20,0.8812908992278072
gpt-5.4-nano,dd_14818,issue_wildlife_human_environment,agency_level,low,40,1.0810196858614578
gpt-5.4-nano,dd_14818,issue_wildlife_human_environment,temporal_position,present,40,0.7691928290101284
gpt-5.4-nano,dd_14818,issue_wildlife_human_environment,temporal_position,future_or_offscreen,20,1.3527241956203266
gpt-5.4-nano,dd_12896,issue_wildlife_human_environment,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_12896,issue_wildlife_human_environment,decision_role,third_party,40,-1.4428232973175175e-12
gpt-5.4-nano,dd_12896,issue_wildlife_human_environment,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_12896,issue_wildlife_human_environment,agency_level,low,40,-1.4428232973175175e-12
gpt-5.4-nano,dd_12896,issue_wildlife_human_environment,temporal_position,present,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_12896,issue_wildlife_human_environment,temporal_position,future_or_offscreen,40,-1.4428232973175175e-12
gpt-5.4-nano,dd_49700,issue_wildlife_human_environment,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_49700,issue_wildlife_human_environment,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_49700,issue_wildlife_human_environment,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_49700,issue_wildlife_human_environment,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_49700,issue_wildlife_human_environment,agency_level,medium,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_49700,issue_wildlife_human_environment,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_49700,issue_wildlife_human_environment,temporal_position,present,40,-1.4428232973175175e-12
gpt-5.4-nano,dd_49700,issue_wildlife_human_environment,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_24304,issue_wildlife_human_environment,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_24304,issue_wildlife_human_environment,decision_role,primary_affected,18,-1.4428232973175175e-12
gpt-5.4-nano,dd_24304,issue_wildlife_human_environment,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_24304,issue_wildlife_human_environment,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_24304,issue_wildlife_human_environment,agency_level,low,38,-1.4428232973175175e-12
gpt-5.4-nano,dd_24304,issue_wildlife_human_environment,temporal_position,present,38,-1.4428232973175175e-12
gpt-5.4-nano,dd_24304,issue_wildlife_human_environment,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_48898,issue_young_people,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_48898,issue_young_people,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_48898,issue_young_people,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_48898,issue_young_people,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_48898,issue_young_people,agency_level,medium,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_48898,issue_young_people,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_48898,issue_young_people,temporal_position,present,40,-1.4428232973175175e-12
gpt-5.4-nano,dd_48898,issue_young_people,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_47246,issue_young_people,decision_role,decider,20,0.28639695711307084
gpt-5.4-nano,dd_47246,issue_young_people,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_47246,issue_young_people,decision_role,third_party,20,0.28639695711307084
gpt-5.4-nano,dd_47246,issue_young_people,agency_level,medium,20,0.28639695711307084
gpt-5.4-nano,dd_47246,issue_young_people,agency_level,low,40,0.1686609314937849
gpt-5.4-nano,dd_47246,issue_young_people,temporal_position,present,40,0.1686609314937849
gpt-5.4-nano,dd_47246,issue_young_people,temporal_position,future_or_offscreen,20,0.28639695711307084
gpt-5.4-nano,dd_12936,issue_young_people,decision_role,decider,19,0.2974722489164043
gpt-5.4-nano,dd_12936,issue_young_people,decision_role,primary_affected,17,0.6402064333561421
gpt-5.4-nano,dd_12936,issue_young_people,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_12936,issue_young_people,agency_level,high,19,0.2974722489164043
gpt-5.4-nano,dd_12936,issue_young_people,agency_level,medium,17,0.6402064333561421
gpt-5.4-nano,dd_12936,issue_young_people,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_12936,issue_young_people,temporal_position,present,36,0.4903415031371797
gpt-5.4-nano,dd_12936,issue_young_people,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_30340,issue_young_people,decision_role,decider,20,0.28639695711307084
gpt-5.4-nano,dd_30340,issue_young_people,decision_role,primary_affected,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_30340,issue_young_people,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_30340,issue_young_people,agency_level,high,20,0.28639695711307084
gpt-5.4-nano,dd_30340,issue_young_people,agency_level,medium,19,-1.4428232973175175e-12
gpt-5.4-nano,dd_30340,issue_young_people,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_30340,issue_young_people,temporal_position,present,39,0.17203694935022845
gpt-5.4-nano,dd_30340,issue_young_people,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_2288,issue_young_people,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_2288,issue_young_people,decision_role,primary_affected,18,-1.4428232973175175e-12
gpt-5.4-nano,dd_2288,issue_young_people,decision_role,third_party,18,-1.4428232973175175e-12
gpt-5.4-nano,dd_2288,issue_young_people,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_2288,issue_young_people,agency_level,medium,18,-1.4428232973175175e-12
gpt-5.4-nano,dd_2288,issue_young_people,agency_level,low,18,-1.4428232973175175e-12
gpt-5.4-nano,dd_2288,issue_young_people,temporal_position,present,38,-1.4428232973175175e-12
gpt-5.4-nano,dd_2288,issue_young_people,temporal_position,future_or_offscreen,18,-1.4428232973175175e-12
gpt-5.4-nano,dd_37725,issue_young_people,decision_role,decider,19,0.485460760743028
gpt-5.4-nano,dd_37725,issue_young_people,decision_role,third_party,38,0.5617526078284428
gpt-5.4-nano,dd_37725,issue_young_people,agency_level,high,19,0.485460760743028
gpt-5.4-nano,dd_37725,issue_young_people,agency_level,low,38,0.5617526078284428
gpt-5.4-nano,dd_37725,issue_young_people,temporal_position,present,19,0.485460760743028
gpt-5.4-nano,dd_37725,issue_young_people,temporal_position,future_or_offscreen,38,0.5617526078284428
gpt-5.4-nano,dd_48722,religion_custom,decision_role,decider,18,1.54198228428207
gpt-5.4-nano,dd_48722,religion_custom,decision_role,primary_affected,19,1.5090275125283235
gpt-5.4-nano,dd_48722,religion_custom,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_48722,religion_custom,agency_level,high,18,1.54198228428207
gpt-5.4-nano,dd_48722,religion_custom,agency_level,medium,19,1.5090275125283235
gpt-5.4-nano,dd_48722,religion_custom,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_48722,religion_custom,temporal_position,present,37,1.530920491683157
gpt-5.4-nano,dd_48722,religion_custom,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_42468,religion_custom,decision_role,decider,17,0.3227569588945129
gpt-5.4-nano,dd_42468,religion_custom,decision_role,primary_affected,19,0.7424875695392381
gpt-5.4-nano,dd_42468,religion_custom,decision_role,third_party,18,0.764204506505735
gpt-5.4-nano,dd_42468,religion_custom,agency_level,high,17,0.3227569588945129
gpt-5.4-nano,dd_42468,religion_custom,agency_level,medium,19,0.7424875695392381
gpt-5.4-nano,dd_42468,religion_custom,agency_level,low,18,0.764204506505735
gpt-5.4-nano,dd_42468,religion_custom,temporal_position,present,36,0.5813214987608174
gpt-5.4-nano,dd_42468,religion_custom,temporal_position,future_or_offscreen,18,0.764204506505735
gpt-5.4-nano,dd_29978,religion_custom,decision_role,decider,20,1.278897902983151
gpt-5.4-nano,dd_29978,religion_custom,decision_role,primary_affected,19,0.5907239186363221
gpt-5.4-nano,dd_29978,religion_custom,decision_role,third_party,19,1.2155332323781451
gpt-5.4-nano,dd_29978,religion_custom,agency_level,high,20,1.278897902983151
gpt-5.4-nano,dd_29978,religion_custom,agency_level,medium,19,0.5907239186363221
gpt-5.4-nano,dd_29978,religion_custom,agency_level,low,19,1.2155332323781451
gpt-5.4-nano,dd_29978,religion_custom,temporal_position,present,39,1.3484372243153455
gpt-5.4-nano,dd_29978,religion_custom,temporal_position,future_or_offscreen,19,1.2155332323781451
gpt-5.4-nano,dd_20717,religion_custom,decision_role,primary_affected,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_20717,religion_custom,decision_role,third_party,39,0.2918182565960004
gpt-5.4-nano,dd_20717,religion_custom,agency_level,low,59,0.21357981533539194
gpt-5.4-nano,dd_20717,religion_custom,temporal_position,present,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_20717,religion_custom,temporal_position,future_or_offscreen,39,0.2918182565960004
gpt-5.4-nano,dd_3811,religion_custom,decision_role,decider,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_3811,religion_custom,decision_role,primary_affected,20,1.1883763717301792
gpt-5.4-nano,dd_3811,religion_custom,decision_role,third_party,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_3811,religion_custom,agency_level,high,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_3811,religion_custom,agency_level,medium,20,1.1883763717301792
gpt-5.4-nano,dd_3811,religion_custom,agency_level,low,20,-1.4428232973175175e-12
gpt-5.4-nano,dd_3811,religion_custom,temporal_position,present,40,1.036890280706346
gpt-5.4-nano,dd_3811,religion_custom,temporal_position,future_or_offscreen,20,-1.4428232973175175e-12
