model,scaffold,arm,item_id,sample_idx,gold_verdict,verdict,noncommittal,finish_reason,truncated,output_len,prompt_tokens,completion_tokens
claude-haiku-4-5,dilemma_standard,neutral,1DwPVDSZt3yEwSaw1shRavGoXKXBfyA0,0,ACTION_A,ACTION_A,0,end_turn,0,753,1182,150
claude-haiku-4-5,dilemma_standard,neutral,1D9ndXWytJn4rvm36JdsLcffE81zHApB,2,ACTION_A,ACTION_B,0,end_turn,0,636,821,122
claude-haiku-4-5,dilemma_standard,neutral,1D9ndXWytJn4rvm36JdsLcffE81zHApB,1,ACTION_A,UNRESOLVED,1,end_turn,0,891,821,171
claude-haiku-4-5,dilemma_standard,neutral,1DwPVDSZt3yEwSaw1shRavGoXKXBfyA0,1,ACTION_A,ACTION_A,0,end_turn,0,854,1182,166
claude-haiku-4-5,dilemma_standard,neutral,1F701kIpUgGdJatc5Z3vVKG8T8euB1C1,1,ACTION_A,ACTION_B,0,end_turn,0,17,892,9
claude-haiku-4-5,dilemma_standard,neutral,1F9ASDayymvNf1rDPvk1sU8xAimVsOPY,0,ACTION_A,ACTION_B,0,end_turn,0,17,1414,9
claude-haiku-4-5,dilemma_standard,neutral,1F9ASDayymvNf1rDPvk1sU8xAimVsOPY,2,ACTION_A,ACTION_B,0,end_turn,0,17,1414,9
claude-haiku-4-5,dilemma_standard,neutral,1F701kIpUgGdJatc5Z3vVKG8T8euB1C1,0,ACTION_A,UNRESOLVED,1,end_turn,0,701,892,141
claude-haiku-4-5,dilemma_standard,neutral,1D9ndXWytJn4rvm36JdsLcffE81zHApB,0,ACTION_A,ACTION_B,0,end_turn,0,1619,821,337
claude-haiku-4-5,dilemma_standard,neutral,1DwPVDSZt3yEwSaw1shRavGoXKXBfyA0,2,ACTION_A,ACTION_A,0,end_turn,0,908,1182,180
claude-haiku-4-5,dilemma_standard,neutral,1F701kIpUgGdJatc5Z3vVKG8T8euB1C1,2,ACTION_A,ACTION_B,0,end_turn,0,1058,892,238
claude-haiku-4-5,dilemma_standard,neutral,1F9ASDayymvNf1rDPvk1sU8xAimVsOPY,1,ACTION_A,ACTION_B,0,end_turn,0,1175,1414,231
claude-haiku-4-5,dilemma_standard,neutral,1FfyscV1FazlWbNr5NZfD2JJI9Y26QgO,0,ACTION_A,ACTION_A,0,end_turn,0,705,2278,136
claude-haiku-4-5,dilemma_standard,neutral,1GQkglj88rR5cNz6VDwRO5KZv5Fi6KcZ,0,ACTION_A,ACTION_B,0,end_turn,0,594,1410,117
claude-haiku-4-5,dilemma_standard,neutral,1FfyscV1FazlWbNr5NZfD2JJI9Y26QgO,1,ACTION_A,ACTION_A,0,end_turn,0,1017,2278,192
claude-haiku-4-5,dilemma_standard,neutral,1FfyscV1FazlWbNr5NZfD2JJI9Y26QgO,2,ACTION_A,ACTION_A,0,end_turn,0,1173,2278,225
claude-haiku-4-5,dilemma_standard,neutral,1GQkglj88rR5cNz6VDwRO5KZv5Fi6KcZ,1,ACTION_A,ACTION_B,0,end_turn,0,867,1410,167
claude-haiku-4-5,dilemma_standard,neutral,1IV93yaR9qwlw56r4bjE4D3cGliqhlLA,0,ACTION_A,ACTION_B,0,end_turn,0,719,978,143
claude-haiku-4-5,dilemma_standard,neutral,1GQkglj88rR5cNz6VDwRO5KZv5Fi6KcZ,2,ACTION_A,ACTION_B,0,end_turn,0,783,1410,151
claude-haiku-4-5,dilemma_standard,neutral,1IV93yaR9qwlw56r4bjE4D3cGliqhlLA,2,ACTION_A,ACTION_B,0,end_turn,0,679,978,134
claude-haiku-4-5,dilemma_standard,neutral,1IV93yaR9qwlw56r4bjE4D3cGliqhlLA,1,ACTION_A,ACTION_B,0,end_turn,0,1449,978,289
claude-haiku-4-5,dilemma_standard,neutral,1KHsNgtFlISdpOHDaIlhT3kOP0FJz4gL,0,ACTION_A,UNRESOLVED,1,end_turn,0,676,938,125
claude-haiku-4-5,dilemma_standard,neutral,1IeOCrU3yTmxBXTN9PDyTVy6AQ6kpZH1,0,ACTION_A,ACTION_A,0,end_turn,0,1100,1584,218
claude-haiku-4-5,dilemma_standard,neutral,1IeOCrU3yTmxBXTN9PDyTVy6AQ6kpZH1,2,ACTION_A,ACTION_A,0,end_turn,0,820,1584,176
claude-haiku-4-5,dilemma_standard,neutral,1KUruBLqniAOhlIq6Iexxd8wNMperPIl,0,ACTION_A,ACTION_B,0,end_turn,0,17,988,9
claude-haiku-4-5,dilemma_standard,neutral,1IeOCrU3yTmxBXTN9PDyTVy6AQ6kpZH1,1,ACTION_A,ACTION_A,0,end_turn,0,1150,1584,244
claude-haiku-4-5,dilemma_standard,neutral,1KHsNgtFlISdpOHDaIlhT3kOP0FJz4gL,1,ACTION_A,UNRESOLVED,1,end_turn,0,814,938,166
claude-haiku-4-5,dilemma_standard,neutral,1KHsNgtFlISdpOHDaIlhT3kOP0FJz4gL,2,ACTION_A,UNRESOLVED,1,end_turn,0,612,938,121
claude-haiku-4-5,dilemma_standard,neutral,1KUruBLqniAOhlIq6Iexxd8wNMperPIl,2,ACTION_A,ACTION_B,0,end_turn,0,777,988,167
claude-haiku-4-5,dilemma_standard,neutral,1LBSjd8r1tfC4Gv4RsSGKhKg8mCHPaYX,0,ACTION_A,ACTION_A,0,end_turn,0,1007,991,198
claude-haiku-4-5,dilemma_standard,neutral,1LBSjd8r1tfC4Gv4RsSGKhKg8mCHPaYX,1,ACTION_A,ACTION_A,0,end_turn,0,998,991,208
claude-haiku-4-5,dilemma_standard,neutral,1KUruBLqniAOhlIq6Iexxd8wNMperPIl,1,ACTION_A,ACTION_B,0,end_turn,0,1481,988,308
claude-haiku-4-5,dilemma_standard,neutral,1LBSjd8r1tfC4Gv4RsSGKhKg8mCHPaYX,2,ACTION_A,ACTION_B,0,end_turn,0,1543,991,321
claude-haiku-4-5,dilemma_standard,neutral,1MNO04wdbjCvu2mHDNbQDD8MzUSpsZUk,2,ACTION_A,ACTION_A,0,end_turn,0,1083,1494,206
claude-haiku-4-5,dilemma_standard,neutral,1MNO04wdbjCvu2mHDNbQDD8MzUSpsZUk,1,ACTION_A,ACTION_A,0,end_turn,0,1349,1494,270
claude-haiku-4-5,dilemma_standard,neutral,1N5GeL5o7ukWSmNVuVpA5UHEhpgnjo2P,0,ACTION_A,ACTION_A,0,end_turn,0,1117,1346,217
claude-haiku-4-5,dilemma_standard,neutral,1MNO04wdbjCvu2mHDNbQDD8MzUSpsZUk,0,ACTION_A,ACTION_B,0,end_turn,0,2018,1494,405
claude-haiku-4-5,dilemma_standard,neutral,1NjlKenniaMfYJzLNycrWRpoEpZJpHsH,0,ACTION_A,ACTION_A,0,end_turn,0,17,594,9
claude-haiku-4-5,dilemma_standard,neutral,1NjlKenniaMfYJzLNycrWRpoEpZJpHsH,1,ACTION_A,ACTION_A,0,end_turn,0,17,594,9
claude-haiku-4-5,dilemma_standard,neutral,1NdfraMRw65f5sXK3rg7s8pHoYD88cgO,1,ACTION_A,ACTION_A,0,end_turn,0,781,1491,149
claude-haiku-4-5,dilemma_standard,neutral,1N5GeL5o7ukWSmNVuVpA5UHEhpgnjo2P,2,ACTION_A,ACTION_A,0,end_turn,0,1346,1346,261
claude-haiku-4-5,dilemma_standard,neutral,1N5GeL5o7ukWSmNVuVpA5UHEhpgnjo2P,1,ACTION_A,ACTION_A,0,end_turn,0,1847,1346,392
claude-haiku-4-5,dilemma_standard,neutral,1NdfraMRw65f5sXK3rg7s8pHoYD88cgO,0,ACTION_A,ACTION_A,0,end_turn,0,908,1491,179
claude-haiku-4-5,dilemma_standard,neutral,1NjlKenniaMfYJzLNycrWRpoEpZJpHsH,2,ACTION_A,ACTION_A,0,end_turn,0,17,594,9
claude-haiku-4-5,dilemma_standard,neutral,1NdfraMRw65f5sXK3rg7s8pHoYD88cgO,2,ACTION_A,ACTION_A,0,end_turn,0,843,1491,163
claude-haiku-4-5,dilemma_standard,neutral,1OOCvDLYV01cI3SjxXsLRwjzOcZ7csOb,0,ACTION_A,ACTION_B,0,end_turn,0,17,964,9
claude-haiku-4-5,dilemma_standard,neutral,1OOCvDLYV01cI3SjxXsLRwjzOcZ7csOb,1,ACTION_A,ACTION_B,0,end_turn,0,17,964,9
claude-haiku-4-5,dilemma_standard,neutral,1QC22lo7eyhH6FORKSvJXIsWStcVS1nW,1,ACTION_A,ACTION_A,0,end_turn,0,992,1130,188
claude-haiku-4-5,dilemma_standard,neutral,1OOCvDLYV01cI3SjxXsLRwjzOcZ7csOb,2,ACTION_A,ACTION_B,0,end_turn,0,1025,964,207
claude-haiku-4-5,dilemma_standard,neutral,1QC22lo7eyhH6FORKSvJXIsWStcVS1nW,0,ACTION_A,ACTION_A,0,end_turn,0,889,1130,160
claude-haiku-4-5,dilemma_standard,neutral,1PvBggcZSE7qfQPijWEWqzqooUYUO38W,2,ACTION_A,ACTION_A,0,end_turn,0,873,977,178
claude-haiku-4-5,dilemma_standard,neutral,1PvBggcZSE7qfQPijWEWqzqooUYUO38W,1,ACTION_A,ACTION_A,0,end_turn,0,1131,977,229
claude-haiku-4-5,dilemma_standard,neutral,1PvBggcZSE7qfQPijWEWqzqooUYUO38W,0,ACTION_A,ACTION_A,0,end_turn,0,1248,977,255
claude-haiku-4-5,dilemma_standard,neutral,1QxnFeBdqlxd3J03KNsunV2Dmmv4WsYJ,0,ACTION_A,ACTION_A,0,end_turn,0,606,832,128
claude-haiku-4-5,dilemma_standard,neutral,1QxnFeBdqlxd3J03KNsunV2Dmmv4WsYJ,1,ACTION_A,ACTION_A,0,end_turn,0,650,832,143
claude-haiku-4-5,dilemma_standard,neutral,1QC22lo7eyhH6FORKSvJXIsWStcVS1nW,2,ACTION_A,ACTION_A,0,end_turn,0,805,1130,152
claude-haiku-4-5,dilemma_standard,neutral,1S1zhdW44xAomVPHvlGSPrgwZrSXbQct,0,ACTION_A,ACTION_A,0,end_turn,0,787,784,156
claude-haiku-4-5,dilemma_standard,neutral,1S1zhdW44xAomVPHvlGSPrgwZrSXbQct,1,ACTION_A,ACTION_A,0,end_turn,0,938,784,188
claude-haiku-4-5,dilemma_standard,neutral,1S1zhdW44xAomVPHvlGSPrgwZrSXbQct,2,ACTION_A,ACTION_A,0,end_turn,0,734,784,142
claude-haiku-4-5,dilemma_standard,neutral,1QxnFeBdqlxd3J03KNsunV2Dmmv4WsYJ,2,ACTION_A,ACTION_B,0,end_turn,0,1398,832,325
claude-haiku-4-5,dilemma_standard,neutral,1UcYS9soF0j5XN3NfQb9QAGG7IUeioew,0,ACTION_A,UNRESOLVED,1,end_turn,0,439,1008,89
claude-haiku-4-5,dilemma_standard,neutral,1U0arb1IenUURrmgF3Rk8XOQfPpvpIRG,0,ACTION_A,ACTION_A,0,end_turn,0,1179,1825,225
claude-haiku-4-5,dilemma_standard,neutral,1X1Y6w3McGhlyWd3AkMIb5YFeiNk9Mjy,1,ACTION_A,UNRESOLVED,1,end_turn,0,19,1138,10
claude-haiku-4-5,dilemma_standard,neutral,1U0arb1IenUURrmgF3Rk8XOQfPpvpIRG,1,ACTION_A,ACTION_A,0,end_turn,0,1223,1825,238
claude-haiku-4-5,dilemma_standard,neutral,1U0arb1IenUURrmgF3Rk8XOQfPpvpIRG,2,ACTION_A,ACTION_A,0,end_turn,0,1280,1825,261
claude-haiku-4-5,dilemma_standard,neutral,1UcYS9soF0j5XN3NfQb9QAGG7IUeioew,1,ACTION_A,ACTION_A,0,end_turn,0,749,1008,148
claude-haiku-4-5,dilemma_standard,neutral,1UcYS9soF0j5XN3NfQb9QAGG7IUeioew,2,ACTION_A,UNRESOLVED,1,end_turn,0,955,1008,180
claude-haiku-4-5,dilemma_standard,neutral,1X1Y6w3McGhlyWd3AkMIb5YFeiNk9Mjy,0,ACTION_A,UNRESOLVED,1,end_turn,0,853,1138,174
claude-haiku-4-5,dilemma_standard,neutral,1Xz29NPq2hCKYON4V920hxPV4qkk5MOj,0,ACTION_A,ACTION_B,0,end_turn,0,531,1377,111
claude-haiku-4-5,dilemma_standard,neutral,1Xz29NPq2hCKYON4V920hxPV4qkk5MOj,1,ACTION_A,ACTION_B,0,end_turn,0,593,1377,122
claude-haiku-4-5,dilemma_standard,neutral,1X1Y6w3McGhlyWd3AkMIb5YFeiNk9Mjy,2,ACTION_A,ACTION_B,0,end_turn,0,1063,1138,213
claude-haiku-4-5,dilemma_standard,neutral,1YA5wvA6raVoiYM1jMMHmiUyYfOVnQNB,0,ACTION_A,ACTION_B,0,end_turn,0,881,1922,185
claude-haiku-4-5,dilemma_standard,neutral,1Xz29NPq2hCKYON4V920hxPV4qkk5MOj,2,ACTION_A,ACTION_B,0,end_turn,0,1180,1377,249
claude-haiku-4-5,dilemma_standard,neutral,1YZPDGt8r6CbJR6cs6rffHMcik7yeHWm,0,ACTION_A,ACTION_B,0,end_turn,0,504,767,109
claude-haiku-4-5,dilemma_standard,neutral,1YA5wvA6raVoiYM1jMMHmiUyYfOVnQNB,1,ACTION_A,ACTION_A,0,end_turn,0,959,1922,186
claude-haiku-4-5,dilemma_standard,neutral,1YtK4lO8a0k3QzZAOsvynbrt7WbVlJgL,0,ACTION_A,ACTION_B,0,end_turn,0,17,857,9
claude-haiku-4-5,dilemma_standard,neutral,1YtK4lO8a0k3QzZAOsvynbrt7WbVlJgL,2,ACTION_A,ACTION_B,0,end_turn,0,17,857,9
claude-haiku-4-5,dilemma_standard,neutral,1ZC9tBTE4G5AVmIeV6qc7fbXuFejDw7o,0,ACTION_A,ACTION_A,0,end_turn,0,17,1076,9
claude-haiku-4-5,dilemma_standard,neutral,1YA5wvA6raVoiYM1jMMHmiUyYfOVnQNB,2,ACTION_A,ACTION_A,0,end_turn,0,1096,1922,214
claude-haiku-4-5,dilemma_standard,neutral,1YZPDGt8r6CbJR6cs6rffHMcik7yeHWm,2,ACTION_A,ACTION_B,0,end_turn,0,749,767,165
claude-haiku-4-5,dilemma_standard,neutral,1YZPDGt8r6CbJR6cs6rffHMcik7yeHWm,1,ACTION_A,ACTION_B,0,end_turn,0,1332,767,297
claude-haiku-4-5,dilemma_standard,neutral,1ZC9tBTE4G5AVmIeV6qc7fbXuFejDw7o,1,ACTION_A,ACTION_A,0,end_turn,0,520,1076,104
claude-haiku-4-5,dilemma_standard,neutral,1aBySTi2690ByQ6h97iXkI6emgXqU7HE,1,ACTION_A,ACTION_B,0,end_turn,0,17,2009,9
claude-haiku-4-5,dilemma_standard,neutral,1YtK4lO8a0k3QzZAOsvynbrt7WbVlJgL,1,ACTION_A,ACTION_B,0,end_turn,0,783,857,167
claude-haiku-4-5,dilemma_standard,neutral,1aBySTi2690ByQ6h97iXkI6emgXqU7HE,2,ACTION_A,ACTION_A,0,end_turn,0,637,2009,122
claude-haiku-4-5,dilemma_standard,neutral,1ZC9tBTE4G5AVmIeV6qc7fbXuFejDw7o,2,ACTION_A,ACTION_A,0,end_turn,0,1478,1076,301
claude-haiku-4-5,dilemma_standard,neutral,1aeQy74f1Mw11hrVV0LSix6M6DazMz6u,0,ACTION_A,ACTION_A,0,end_turn,0,932,884,176
claude-haiku-4-5,dilemma_standard,neutral,1aBySTi2690ByQ6h97iXkI6emgXqU7HE,0,ACTION_A,ACTION_A,0,end_turn,0,1530,2009,311
claude-haiku-4-5,dilemma_standard,neutral,1aeQy74f1Mw11hrVV0LSix6M6DazMz6u,1,ACTION_A,ACTION_A,0,end_turn,0,1001,884,203
claude-haiku-4-5,dilemma_standard,neutral,1aeQy74f1Mw11hrVV0LSix6M6DazMz6u,2,ACTION_A,ACTION_A,0,end_turn,0,1095,884,214
claude-haiku-4-5,dilemma_standard,neutral,1bIx8uopPeeveUkmhAq2c3Gs1gdbjDjv,0,ACTION_A,ACTION_B,0,end_turn,0,17,707,9
claude-haiku-4-5,dilemma_standard,neutral,1bIx8uopPeeveUkmhAq2c3Gs1gdbjDjv,1,ACTION_A,ACTION_B,0,end_turn,0,17,707,9
claude-haiku-4-5,dilemma_standard,neutral,1bIx8uopPeeveUkmhAq2c3Gs1gdbjDjv,2,ACTION_A,ACTION_B,0,end_turn,0,17,707,9
claude-haiku-4-5,dilemma_standard,neutral,1ahAmOPoUGb3knCRpj7RelZ7MrC5m5c8,1,ACTION_A,ACTION_A,0,end_turn,0,725,1066,143
claude-haiku-4-5,dilemma_standard,neutral,1btPrvgTmbk4NIeyG9G4WJwkCU2qVccC,0,ACTION_A,ACTION_A,0,end_turn,0,454,765,102
claude-haiku-4-5,dilemma_standard,neutral,1ahAmOPoUGb3knCRpj7RelZ7MrC5m5c8,2,ACTION_A,ACTION_A,0,end_turn,0,901,1066,179
claude-haiku-4-5,dilemma_standard,neutral,1ahAmOPoUGb3knCRpj7RelZ7MrC5m5c8,0,ACTION_A,ACTION_A,0,end_turn,0,1210,1066,251
claude-haiku-4-5,dilemma_standard,neutral,1btPrvgTmbk4NIeyG9G4WJwkCU2qVccC,1,ACTION_A,ACTION_A,0,end_turn,0,680,765,144
claude-haiku-4-5,dilemma_standard,neutral,1btPrvgTmbk4NIeyG9G4WJwkCU2qVccC,2,ACTION_A,ACTION_A,0,end_turn,0,616,765,130
claude-haiku-4-5,dilemma_standard,neutral,1cWOsx23eBmfY66u00peotM5nir8MaJk,1,ACTION_A,ACTION_B,0,end_turn,0,17,988,9
claude-haiku-4-5,dilemma_standard,neutral,1cVLOQlNwZyjdlZTkAynMu3fzqvA6T4r,2,ACTION_A,ACTION_B,0,end_turn,0,620,898,129
claude-haiku-4-5,dilemma_standard,neutral,1cVLOQlNwZyjdlZTkAynMu3fzqvA6T4r,1,ACTION_A,ACTION_B,0,end_turn,0,784,898,160
claude-haiku-4-5,dilemma_standard,neutral,1cVLOQlNwZyjdlZTkAynMu3fzqvA6T4r,0,ACTION_A,ACTION_B,0,end_turn,0,1175,898,245
claude-haiku-4-5,dilemma_standard,neutral,1cWOsx23eBmfY66u00peotM5nir8MaJk,0,ACTION_A,ACTION_B,0,end_turn,0,676,988,129
claude-haiku-4-5,dilemma_standard,neutral,1dBY0zRK4mom5uvFgL2tC8KVrnxjTFBG,1,ACTION_A,ACTION_B,0,end_turn,0,763,1273,149
claude-haiku-4-5,dilemma_standard,neutral,1cWOsx23eBmfY66u00peotM5nir8MaJk,2,ACTION_A,ACTION_B,0,end_turn,0,1362,988,294
claude-haiku-4-5,dilemma_standard,neutral,1dBY0zRK4mom5uvFgL2tC8KVrnxjTFBG,0,ACTION_A,ACTION_B,0,end_turn,0,1254,1273,237
claude-haiku-4-5,dilemma_standard,neutral,1dSy31QnxZGm2vCaMakEPNG02P3ZA8ox,0,ACTION_A,ACTION_B,0,end_turn,0,17,956,9
claude-haiku-4-5,dilemma_standard,neutral,1dSy31QnxZGm2vCaMakEPNG02P3ZA8ox,1,ACTION_A,ACTION_B,0,end_turn,0,657,956,124
claude-haiku-4-5,dilemma_standard,neutral,1dBY0zRK4mom5uvFgL2tC8KVrnxjTFBG,2,ACTION_A,ACTION_A,0,end_turn,0,1619,1273,310
claude-haiku-4-5,dilemma_standard,neutral,1dSy31QnxZGm2vCaMakEPNG02P3ZA8ox,2,ACTION_A,ACTION_B,0,end_turn,0,564,956,115
claude-haiku-4-5,dilemma_standard,neutral,1dtD6W3VAxi0rQKKGUNta8f6KIztaatX,2,ACTION_A,ACTION_A,0,end_turn,0,685,1002,123
claude-haiku-4-5,dilemma_standard,neutral,1dtD6W3VAxi0rQKKGUNta8f6KIztaatX,1,ACTION_A,ACTION_A,0,end_turn,0,970,1002,173
claude-haiku-4-5,dilemma_standard,neutral,1dtD6W3VAxi0rQKKGUNta8f6KIztaatX,0,ACTION_A,ACTION_A,0,end_turn,0,1132,1002,204
claude-haiku-4-5,dilemma_standard,neutral,1ffA43MNJMxwThTJNjeFCAYVwH39tyhT,0,ACTION_A,ACTION_B,0,end_turn,0,17,1059,9
claude-haiku-4-5,dilemma_standard,neutral,1ea9ap9prbN8Z35Or5rtpGJPjWaYVWTM,1,ACTION_A,ACTION_B,0,end_turn,0,406,927,83
claude-haiku-4-5,dilemma_standard,neutral,1ffA43MNJMxwThTJNjeFCAYVwH39tyhT,1,ACTION_A,ACTION_B,0,end_turn,0,17,1059,9
claude-haiku-4-5,dilemma_standard,neutral,1ffA43MNJMxwThTJNjeFCAYVwH39tyhT,2,ACTION_A,ACTION_B,0,end_turn,0,17,1059,9
claude-haiku-4-5,dilemma_standard,neutral,1ea9ap9prbN8Z35Or5rtpGJPjWaYVWTM,0,ACTION_A,ACTION_B,0,end_turn,0,1185,927,232
claude-haiku-4-5,dilemma_standard,neutral,1ea9ap9prbN8Z35Or5rtpGJPjWaYVWTM,2,ACTION_A,ACTION_B,0,end_turn,0,1366,927,290
claude-haiku-4-5,dilemma_standard,neutral,1hS5u2DzLdDoM5zUWt1QEWJxhwscyiFi,0,ACTION_A,ACTION_B,0,end_turn,0,901,1390,180
claude-haiku-4-5,dilemma_standard,neutral,1hMA3JL4PMpw9QLNZ0xpMKe4NHhcLGHx,1,ACTION_A,ACTION_A,0,end_turn,0,1317,1552,261
claude-haiku-4-5,dilemma_standard,neutral,1hS5u2DzLdDoM5zUWt1QEWJxhwscyiFi,1,ACTION_A,ACTION_B,0,end_turn,0,807,1390,153
claude-haiku-4-5,dilemma_standard,neutral,1hMA3JL4PMpw9QLNZ0xpMKe4NHhcLGHx,0,ACTION_A,ACTION_A,0,end_turn,0,2027,1552,415
claude-haiku-4-5,dilemma_standard,neutral,1hMA3JL4PMpw9QLNZ0xpMKe4NHhcLGHx,2,ACTION_A,ACTION_A,0,end_turn,0,1718,1552,349
claude-haiku-4-5,dilemma_standard,neutral,1hS5u2DzLdDoM5zUWt1QEWJxhwscyiFi,2,ACTION_A,ACTION_B,0,end_turn,0,888,1390,181
claude-haiku-4-5,dilemma_standard,neutral,1hUWYFHyL6xZxMjwoseH2txJ3f7lTpoi,0,ACTION_A,ACTION_A,0,end_turn,0,897,1232,193
claude-haiku-4-5,dilemma_standard,neutral,1hUWYFHyL6xZxMjwoseH2txJ3f7lTpoi,1,ACTION_A,ACTION_A,0,end_turn,0,693,1232,144
claude-haiku-4-5,dilemma_standard,neutral,1hUWYFHyL6xZxMjwoseH2txJ3f7lTpoi,2,ACTION_A,ACTION_A,0,end_turn,0,716,1232,151
claude-haiku-4-5,dilemma_standard,neutral,1ina5ollCGXPWt6bRwpBcvhp4oKduwRA,0,ACTION_A,ACTION_B,0,end_turn,0,674,899,140
claude-haiku-4-5,dilemma_standard,neutral,1iddQbhOCfGgfu0q53eN6AMg5CSHhCjE,0,ACTION_A,ACTION_A,0,end_turn,0,1001,1201,199
claude-haiku-4-5,dilemma_standard,neutral,1iddQbhOCfGgfu0q53eN6AMg5CSHhCjE,1,ACTION_A,ACTION_A,0,end_turn,0,1055,1201,216
claude-haiku-4-5,dilemma_standard,neutral,1iddQbhOCfGgfu0q53eN6AMg5CSHhCjE,2,ACTION_A,ACTION_A,0,end_turn,0,1055,1201,227
claude-haiku-4-5,dilemma_standard,neutral,1ina5ollCGXPWt6bRwpBcvhp4oKduwRA,1,ACTION_A,ACTION_B,0,end_turn,0,839,899,165
claude-haiku-4-5,dilemma_standard,neutral,1ina5ollCGXPWt6bRwpBcvhp4oKduwRA,2,ACTION_A,ACTION_B,0,end_turn,0,705,899,137
claude-haiku-4-5,dilemma_standard,neutral,1j2muqFyE862P9kuv3oXhsjSlRCj2IUw,2,ACTION_A,ACTION_B,0,end_turn,0,467,1796,96
claude-haiku-4-5,dilemma_standard,neutral,1jqM2NgJdAb7xJZgLVLjXagoNPThzYtK,1,ACTION_A,ACTION_A,0,end_turn,0,650,890,133
claude-haiku-4-5,dilemma_standard,neutral,1j2muqFyE862P9kuv3oXhsjSlRCj2IUw,1,ACTION_A,ACTION_B,0,end_turn,0,769,1796,161
claude-haiku-4-5,dilemma_standard,neutral,1kNzeirafpOEsy3Hqp4C8XYC1yyBRfjE,2,ACTION_A,ACTION_A,0,end_turn,0,572,856,115
claude-haiku-4-5,dilemma_standard,neutral,1j2muqFyE862P9kuv3oXhsjSlRCj2IUw,0,ACTION_A,ACTION_B,0,end_turn,0,1593,1796,339
claude-haiku-4-5,dilemma_standard,neutral,1jqM2NgJdAb7xJZgLVLjXagoNPThzYtK,0,ACTION_A,ACTION_A,0,end_turn,0,1641,890,360
claude-haiku-4-5,dilemma_standard,neutral,1kNzeirafpOEsy3Hqp4C8XYC1yyBRfjE,1,ACTION_A,ACTION_A,0,end_turn,0,889,856,200
claude-haiku-4-5,dilemma_standard,neutral,1kNzeirafpOEsy3Hqp4C8XYC1yyBRfjE,0,ACTION_A,ACTION_A,0,end_turn,0,1163,856,237
claude-haiku-4-5,dilemma_standard,neutral,1jqM2NgJdAb7xJZgLVLjXagoNPThzYtK,2,ACTION_A,ACTION_B,0,end_turn,0,1212,890,257
claude-haiku-4-5,dilemma_standard,neutral,1kPSmHE6cggm7g2vQeL2GxktvEztvezW,1,ACTION_A,ACTION_A,0,end_turn,0,534,714,107
claude-haiku-4-5,dilemma_standard,neutral,1kuK5vsfnEPk3oJoGd8SPEi5DeYOXChE,0,ACTION_A,ACTION_B,0,end_turn,0,17,832,9
claude-haiku-4-5,dilemma_standard,neutral,1kuK5vsfnEPk3oJoGd8SPEi5DeYOXChE,2,ACTION_A,ACTION_B,0,end_turn,0,17,832,9
claude-haiku-4-5,dilemma_standard,neutral,1kPSmHE6cggm7g2vQeL2GxktvEztvezW,0,ACTION_A,ACTION_A,0,end_turn,0,647,714,135
claude-haiku-4-5,dilemma_standard,neutral,1kPSmHE6cggm7g2vQeL2GxktvEztvezW,2,ACTION_A,ACTION_A,0,end_turn,0,722,714,148
claude-haiku-4-5,dilemma_standard,neutral,1mcrXC5OiuY2MtAy2BiUi9PeSr9H3iuu,0,ACTION_A,ACTION_B,0,end_turn,0,17,1025,9
claude-haiku-4-5,dilemma_standard,neutral,1lxeuIfa8CWWEwcYiWkVulPO2uA2txvI,1,ACTION_A,ACTION_A,0,end_turn,0,1139,1083,229
claude-haiku-4-5,dilemma_standard,neutral,1kuK5vsfnEPk3oJoGd8SPEi5DeYOXChE,1,ACTION_A,ACTION_A,0,end_turn,0,1411,832,287
claude-haiku-4-5,dilemma_standard,neutral,1lxeuIfa8CWWEwcYiWkVulPO2uA2txvI,0,ACTION_A,ACTION_A,0,end_turn,0,1425,1083,274
claude-haiku-4-5,dilemma_standard,neutral,1mcrXC5OiuY2MtAy2BiUi9PeSr9H3iuu,2,ACTION_A,ACTION_B,0,end_turn,0,934,1025,180
claude-haiku-4-5,dilemma_standard,neutral,1mcrXC5OiuY2MtAy2BiUi9PeSr9H3iuu,1,ACTION_A,ACTION_B,0,end_turn,0,999,1025,192
claude-haiku-4-5,dilemma_standard,neutral,1lxeuIfa8CWWEwcYiWkVulPO2uA2txvI,2,ACTION_A,ACTION_A,0,end_turn,0,1769,1083,377
claude-haiku-4-5,dilemma_standard,neutral,1nhpZ3UTG7FdhkUNvkcrJL2yKXCzANei,1,ACTION_A,ACTION_B,0,end_turn,0,17,1673,9
claude-haiku-4-5,dilemma_standard,neutral,1mvuFYJLhFx4bitfDhMur1b9anKt05fR,1,ACTION_A,ACTION_B,0,end_turn,0,682,1208,152
claude-haiku-4-5,dilemma_standard,neutral,1mvuFYJLhFx4bitfDhMur1b9anKt05fR,0,ACTION_A,ACTION_B,0,end_turn,0,833,1208,190
claude-haiku-4-5,dilemma_standard,neutral,1oSdU9lux8Gn2l5PEJAOEJkMujnglYrz,2,ACTION_A,ACTION_A,0,end_turn,0,17,818,9
claude-haiku-4-5,dilemma_standard,neutral,1mvuFYJLhFx4bitfDhMur1b9anKt05fR,2,ACTION_A,ACTION_B,0,end_turn,0,708,1208,151
