model,arm,item_id,sample_idx,subarm,gold_verdict,role_id,r3b_label,objected_r3b,modification_addressed,vote,vote_parsed,revised_r4b
grok-4-1-fast-reasoning,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,2,informed,YTA,counterparty,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,2,informed,YTA,counterparty,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,2,informed,YTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,2,informed,YTA,neutral_adjudicator,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,2,informed,YTA,writer_advocate,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,2,informed,YTA,writer_advocate,ACCEPT,0,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,3,blind,YTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,3,blind,YTA,neutral_adjudicator,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,3,blind,YTA,writer_advocate,ACCEPT_WITH_MODIFICATION,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,3,generic,YTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,3,generic,YTA,neutral_adjudicator,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,3,generic,YTA,writer_advocate,ACCEPT_WITH_MODIFICATION,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,3,informed,YTA,counterparty,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,3,informed,YTA,neutral_adjudicator,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,HfW39dPEga4lxOoCdiO82f39nuZeTrKV,3,informed,YTA,writer_advocate,ACCEPT_WITH_MODIFICATION,1,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,I2ffaaso1ilcFQWUodBpu5dy7vubMFrw,2,blind,YTA,counterparty,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,I2ffaaso1ilcFQWUodBpu5dy7vubMFrw,2,blind,YTA,neutral_adjudicator,ACCEPT,0,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,I2ffaaso1ilcFQWUodBpu5dy7vubMFrw,2,blind,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,I2ffaaso1ilcFQWUodBpu5dy7vubMFrw,2,generic,YTA,counterparty,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,I2ffaaso1ilcFQWUodBpu5dy7vubMFrw,2,generic,YTA,neutral_adjudicator,ACCEPT,0,0,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,I2ffaaso1ilcFQWUodBpu5dy7vubMFrw,2,generic,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,I2ffaaso1ilcFQWUodBpu5dy7vubMFrw,2,informed,YTA,counterparty,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,I2ffaaso1ilcFQWUodBpu5dy7vubMFrw,2,informed,YTA,neutral_adjudicator,ACCEPT,0,0,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,I2ffaaso1ilcFQWUodBpu5dy7vubMFrw,2,informed,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JRfEwdB9DtiSr2ubnOghZCjHpb0LUS7A,3,blind,YTA,counterparty,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JRfEwdB9DtiSr2ubnOghZCjHpb0LUS7A,3,blind,YTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,JRfEwdB9DtiSr2ubnOghZCjHpb0LUS7A,3,blind,YTA,writer_advocate,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,as_asker,JRfEwdB9DtiSr2ubnOghZCjHpb0LUS7A,3,generic,YTA,counterparty,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JRfEwdB9DtiSr2ubnOghZCjHpb0LUS7A,3,generic,YTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,JRfEwdB9DtiSr2ubnOghZCjHpb0LUS7A,3,generic,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JRfEwdB9DtiSr2ubnOghZCjHpb0LUS7A,3,informed,YTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JRfEwdB9DtiSr2ubnOghZCjHpb0LUS7A,3,informed,YTA,neutral_adjudicator,ACCEPT,0,0,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,JRfEwdB9DtiSr2ubnOghZCjHpb0LUS7A,3,informed,YTA,writer_advocate,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,1,blind,YTA,counterparty,ACCEPT,0,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,1,blind,YTA,neutral_adjudicator,ACCEPT_WITH_MODIFICATION,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,1,blind,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,1,generic,YTA,counterparty,ACCEPT,0,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,1,generic,YTA,neutral_adjudicator,ACCEPT_WITH_MODIFICATION,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,1,generic,YTA,writer_advocate,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,1,informed,YTA,counterparty,ACCEPT,0,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,1,informed,YTA,neutral_adjudicator,ACCEPT_WITH_MODIFICATION,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,1,informed,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,blind,YTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,blind,YTA,counterparty,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,blind,YTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,blind,YTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,blind,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,blind,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,generic,YTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,generic,YTA,counterparty,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,generic,YTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,generic,YTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,generic,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,generic,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,informed,YTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,informed,YTA,counterparty,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,informed,YTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,informed,YTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,informed,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JSHY4tL1nqp0hIUy1MdkrgGjJdvcsQzY,2,informed,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,0,blind,NTA,counterparty,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,0,blind,NTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,0,blind,NTA,writer_advocate,ACCEPT_WITH_MODIFICATION,1,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,0,generic,NTA,counterparty,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,0,generic,NTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,0,generic,NTA,writer_advocate,ACCEPT_WITH_MODIFICATION,1,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,0,informed,NTA,counterparty,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,0,informed,NTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,0,informed,NTA,writer_advocate,ACCEPT_WITH_MODIFICATION,1,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,1,blind,NTA,counterparty,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,1,blind,NTA,neutral_adjudicator,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,1,blind,NTA,writer_advocate,ACCEPT,0,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,1,generic,NTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,1,generic,NTA,neutral_adjudicator,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,1,generic,NTA,writer_advocate,ACCEPT,0,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,1,informed,NTA,counterparty,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,1,informed,NTA,neutral_adjudicator,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,1,informed,NTA,writer_advocate,ACCEPT,0,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,blind,NTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,blind,NTA,counterparty,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,blind,NTA,neutral_adjudicator,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,blind,NTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,blind,NTA,writer_advocate,ACCEPT_WITH_MODIFICATION,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,as_asker,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,blind,NTA,writer_advocate,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,generic,NTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,generic,NTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,generic,NTA,neutral_adjudicator,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,as_asker,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,generic,NTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,generic,NTA,writer_advocate,ACCEPT_WITH_MODIFICATION,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,generic,NTA,writer_advocate,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,informed,NTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,informed,NTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,informed,NTA,neutral_adjudicator,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,as_asker,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,informed,NTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,informed,NTA,writer_advocate,ACCEPT_WITH_MODIFICATION,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,3,informed,NTA,writer_advocate,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,1,blind,YTA,counterparty,ACCEPT,0,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,1,blind,YTA,neutral_adjudicator,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,1,blind,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,1,generic,YTA,counterparty,ACCEPT,0,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,1,generic,YTA,neutral_adjudicator,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,1,generic,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,1,informed,YTA,counterparty,ACCEPT,0,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,1,informed,YTA,neutral_adjudicator,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,1,informed,YTA,writer_advocate,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,blind,YTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,blind,YTA,counterparty,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,blind,YTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,blind,YTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,blind,YTA,writer_advocate,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,blind,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,generic,YTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,generic,YTA,counterparty,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,generic,YTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,generic,YTA,neutral_adjudicator,ACCEPT,0,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,generic,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,generic,YTA,writer_advocate,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,informed,YTA,counterparty,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,informed,YTA,counterparty,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,informed,YTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,informed,YTA,neutral_adjudicator,ACCEPT,0,1,REJECT,1,0
grok-4-1-fast-reasoning,third_person,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,informed,YTA,writer_advocate,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LA0KKmibpHC8WIMxIgcz4ZzhCuvYu8eU,3,informed,YTA,writer_advocate,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,blind,NTA,counterparty,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,blind,NTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,blind,NTA,neutral_adjudicator,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,blind,NTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,blind,NTA,writer_advocate,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,blind,NTA,writer_advocate,ACCEPT_WITH_MODIFICATION,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,generic,NTA,counterparty,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,generic,NTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,generic,NTA,neutral_adjudicator,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,generic,NTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,generic,NTA,writer_advocate,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,generic,NTA,writer_advocate,ACCEPT_WITH_MODIFICATION,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,informed,NTA,counterparty,REJECT,1,1,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,informed,NTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,informed,NTA,neutral_adjudicator,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,informed,NTA,neutral_adjudicator,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,informed,NTA,writer_advocate,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,informed,NTA,writer_advocate,ACCEPT_WITH_MODIFICATION,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,2,blind,NTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,2,blind,NTA,counterparty,ACCEPT,0,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,2,blind,NTA,neutral_adjudicator,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,2,blind,NTA,neutral_adjudicator,ACCEPT,0,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,2,blind,NTA,writer_advocate,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,2,blind,NTA,writer_advocate,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,2,generic,NTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,2,generic,NTA,counterparty,ACCEPT,0,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,2,generic,NTA,neutral_adjudicator,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,2,generic,NTA,neutral_adjudicator,ACCEPT,0,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,2,generic,NTA,writer_advocate,ACCEPT,0,1,ACCEPT,1,0
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,2,generic,NTA,writer_advocate,REJECT,1,1,ACCEPT,1,1
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,2,informed,NTA,counterparty,REJECT,1,0,REJECT,1,0
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,2,informed,NTA,counterparty,ACCEPT,0,0,REJECT,1,0
grok-4-1-fast-reasoning,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,2,informed,NTA,neutral_adjudicator,REJECT,1,0,ACCEPT,1,1
grok-4-1-fast-reasoning,as_asker,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,2,informed,NTA,neutral_adjudicator,ACCEPT,0,0,REJECT,1,0
