model,scaffold,arm,stake_nudge,stake_intervention,item_id,sample_idx,gold_verdict,role_id,paper_role,role_stake,group_verdict,group_at_fault,synthesis_verdict,r3_label,r3_label_parsed,r3_objection_kind,r3_objection_len,objected_r3,objection_unstated,modification_addressed,vote,reject,vote_parsed,revised_r4,stake_undermined,finish_reason,truncated,output_len,seat_index,seat_model,r0_verdict,r2_verdict,r0_output_len,r0_finish_reason
multivendor,narrative_cot,third_person,0,none,Ct1vHtdshtFFsGN7CmKDG2EPdhRa6yur,0,NTA,reader_2_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT,1,modification,216,0,0,1,ACCEPT,0,1,0,0,stop,0,518,2,gpt-5.4-nano,ESH,ESH,5784,stop
multivendor,narrative_cot,third_person,0,none,Ct1vHtdshtFFsGN7CmKDG2EPdhRa6yur,0,NTA,reader_3_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,541,3,grok-4-1-fast-reasoning,ESH,ESH,5879,stop
multivendor,narrative_cot,third_person,0,none,GiwEnlBX7TThz3p0XaiCljxVpoPx7IjO,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,3999,1,claude-haiku-4-5,ESH,NTA,3828,end_turn
multivendor,narrative_cot,third_person,0,none,GiwEnlBX7TThz3p0XaiCljxVpoPx7IjO,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,200,1,0,1,ACCEPT,0,1,1,0,stop,0,458,2,gpt-5.4-nano,NTA,NTA,3256,stop
multivendor,narrative_cot,third_person,0,none,GiwEnlBX7TThz3p0XaiCljxVpoPx7IjO,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,512,3,grok-4-1-fast-reasoning,NTA,NTA,1390,stop
multivendor,narrative_cot,third_person,0,none,FgbukT9opiI9E1euFV9RgTUaI5sv2zdH,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,6510,1,claude-haiku-4-5,NTA,NTA,5181,end_turn
multivendor,narrative_cot,third_person,0,none,FgbukT9opiI9E1euFV9RgTUaI5sv2zdH,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,modification,171,0,0,1,ACCEPT,0,1,0,0,stop,0,1829,2,gpt-5.4-nano,NTA,NTA,5279,stop
multivendor,narrative_cot,third_person,0,none,FgbukT9opiI9E1euFV9RgTUaI5sv2zdH,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,538,3,grok-4-1-fast-reasoning,NTA,NTA,1505,stop
multivendor,narrative_cot,third_person,0,none,GkhYceJ7uflK3rxGx3XMwdU8Dw8d8FaZ,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,4614,1,claude-haiku-4-5,NTA,NTA,3881,end_turn
multivendor,narrative_cot,third_person,0,none,GkhYceJ7uflK3rxGx3XMwdU8Dw8d8FaZ,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,163,1,0,1,ACCEPT,0,1,1,0,stop,0,951,2,gpt-5.4-nano,NTA,NTA,4845,stop
multivendor,narrative_cot,third_person,0,none,GkhYceJ7uflK3rxGx3XMwdU8Dw8d8FaZ,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,510,3,grok-4-1-fast-reasoning,NTA,NTA,982,stop
multivendor,narrative_cot,third_person,0,none,Gu86u7uAI2nAi0xpFwXl0n63iZHU2NK6,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,REJECT,1,1,0,0,end_turn,0,6253,1,claude-haiku-4-5,NTA,NTA,3560,end_turn
multivendor,narrative_cot,third_person,0,none,Gu86u7uAI2nAi0xpFwXl0n63iZHU2NK6,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,291,1,0,1,ACCEPT,0,1,1,0,stop,0,319,2,gpt-5.4-nano,NTA,NTA,4365,stop
multivendor,narrative_cot,third_person,0,none,Gu86u7uAI2nAi0xpFwXl0n63iZHU2NK6,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,551,3,grok-4-1-fast-reasoning,NTA,NTA,1087,stop
multivendor,narrative_cot,third_person,0,none,JaeldZlIENQCPYfKSE39VVNmS3Y2Segd,0,NTA,reader_1_noedge,multivendor_reader,none,NAH,0,NAH,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,720,1,claude-haiku-4-5,NAH,NAH,3287,end_turn
multivendor,narrative_cot,third_person,0,none,JaeldZlIENQCPYfKSE39VVNmS3Y2Segd,0,NTA,reader_2_noedge,multivendor_reader,none,NAH,0,NAH,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,440,2,gpt-5.4-nano,NAH,NAH,3766,stop
multivendor,narrative_cot,third_person,0,none,JaeldZlIENQCPYfKSE39VVNmS3Y2Segd,0,NTA,reader_3_noedge,multivendor_reader,none,NAH,0,NAH,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,468,3,grok-4-1-fast-reasoning,NAH,NAH,647,stop
multivendor,narrative_cot,third_person,0,none,HHxogfHsvlNLk2HQOPKztwLNRIplu7Uo,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,REJECT,1,1,0,0,end_turn,0,5974,1,claude-haiku-4-5,NTA,ESH,4617,end_turn
multivendor,narrative_cot,third_person,0,none,HHxogfHsvlNLk2HQOPKztwLNRIplu7Uo,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,191,1,0,1,ACCEPT,0,1,1,0,stop,0,3508,2,gpt-5.4-nano,NTA,NTA,5792,stop
multivendor,narrative_cot,third_person,0,none,HHxogfHsvlNLk2HQOPKztwLNRIplu7Uo,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,404,3,grok-4-1-fast-reasoning,NTA,NTA,1025,stop
multivendor,narrative_cot,third_person,0,none,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,6135,1,claude-haiku-4-5,NAH,NTA,5366,end_turn
multivendor,narrative_cot,third_person,0,none,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,213,1,0,1,ACCEPT,0,1,1,0,stop,0,453,2,gpt-5.4-nano,NAH,NAH,4323,stop
multivendor,narrative_cot,third_person,0,none,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,492,3,grok-4-1-fast-reasoning,NTA,NTA,4779,stop
multivendor,narrative_cot,third_person,0,none,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,NTA,reader_1_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,259,1,0,1,ACCEPT,0,1,1,0,end_turn,0,3692,1,claude-haiku-4-5,ESH,ESH,3159,end_turn
multivendor,narrative_cot,third_person,0,none,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,NTA,reader_2_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT_WITH_MODIFICATION,1,modification,189,1,0,1,ACCEPT,0,1,1,0,stop,0,384,2,gpt-5.4-nano,ESH,ESH,4028,stop
multivendor,narrative_cot,third_person,0,none,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,NTA,reader_3_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,465,3,grok-4-1-fast-reasoning,ESH,ESH,857,stop
multivendor,narrative_cot,third_person,0,none,LUyQ5WKxblpNeE0Vo7SkW5Av9C9avrHk,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,3341,1,claude-haiku-4-5,NTA,NTA,4134,end_turn
multivendor,narrative_cot,third_person,0,none,LUyQ5WKxblpNeE0Vo7SkW5Av9C9avrHk,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,419,2,gpt-5.4-nano,NTA,NTA,4814,stop
multivendor,narrative_cot,third_person,0,none,LUyQ5WKxblpNeE0Vo7SkW5Av9C9avrHk,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,561,3,grok-4-1-fast-reasoning,NTA,NTA,4834,stop
multivendor,narrative_cot,third_person,0,none,LkYKGgFwuwfm1mw9VB3ljEdHmqi5KOtl,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,279,1,0,1,REJECT,1,1,0,0,end_turn,0,5139,1,claude-haiku-4-5,NTA,NTA,3473,end_turn
multivendor,narrative_cot,third_person,0,none,LkYKGgFwuwfm1mw9VB3ljEdHmqi5KOtl,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,247,1,0,1,ACCEPT,0,1,1,0,stop,0,414,2,gpt-5.4-nano,NTA,NTA,3740,stop
multivendor,narrative_cot,third_person,0,none,LkYKGgFwuwfm1mw9VB3ljEdHmqi5KOtl,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,298,1,0,1,ACCEPT,0,1,1,0,stop,0,537,3,grok-4-1-fast-reasoning,NTA,NTA,939,stop
multivendor,narrative_cot,third_person,0,none,MX4RRQZM7cCA1cJgaRRBAd4WMhjarUl7,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,4621,1,claude-haiku-4-5,NTA,NTA,5838,end_turn
multivendor,narrative_cot,third_person,0,none,MX4RRQZM7cCA1cJgaRRBAd4WMhjarUl7,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,867,2,gpt-5.4-nano,NTA,NTA,4851,stop
multivendor,narrative_cot,third_person,0,none,MX4RRQZM7cCA1cJgaRRBAd4WMhjarUl7,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,537,3,grok-4-1-fast-reasoning,NTA,NTA,1133,stop
multivendor,narrative_cot,third_person,0,none,MXn1yTV3aRaECIIoj1ORWJBjHR10aJZh,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,REJECT,1,1,0,0,end_turn,0,4399,1,claude-haiku-4-5,ESH,NTA,3748,end_turn
multivendor,narrative_cot,third_person,0,none,MXn1yTV3aRaECIIoj1ORWJBjHR10aJZh,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,239,1,0,1,ACCEPT,0,1,1,0,stop,0,3813,2,gpt-5.4-nano,NTA,NTA,5023,stop
multivendor,narrative_cot,third_person,0,none,MXn1yTV3aRaECIIoj1ORWJBjHR10aJZh,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,528,3,grok-4-1-fast-reasoning,NTA,NTA,1192,stop
multivendor,narrative_cot,third_person,0,none,MpMsAnvGlErlAOVMXrlw5UdDnJDhjU8n,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,252,1,0,1,REJECT,1,1,0,0,end_turn,0,1892,1,claude-haiku-4-5,NTA,NTA,4459,end_turn
multivendor,narrative_cot,third_person,0,none,MpMsAnvGlErlAOVMXrlw5UdDnJDhjU8n,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,258,1,0,1,ACCEPT,0,1,1,0,stop,0,3331,2,gpt-5.4-nano,NTA,NTA,4887,stop
multivendor,narrative_cot,third_person,0,none,MpMsAnvGlErlAOVMXrlw5UdDnJDhjU8n,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,586,3,grok-4-1-fast-reasoning,NTA,NTA,791,stop
multivendor,narrative_cot,third_person,0,none,MgAAeSfJeQ2gAPZLHwwNwVn3IqGbOFjz,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,182,1,0,1,ACCEPT,0,1,1,0,end_turn,0,4908,1,claude-haiku-4-5,NTA,NTA,3741,end_turn
multivendor,narrative_cot,third_person,0,none,MgAAeSfJeQ2gAPZLHwwNwVn3IqGbOFjz,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,149,1,0,1,ACCEPT,0,1,1,0,stop,0,450,2,gpt-5.4-nano,NTA,NTA,3689,stop
multivendor,narrative_cot,third_person,0,none,MgAAeSfJeQ2gAPZLHwwNwVn3IqGbOFjz,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,396,3,grok-4-1-fast-reasoning,NTA,NTA,5723,stop
multivendor,narrative_cot,third_person,0,none,NXtwYzCsk1w4F7n16gLxR1MAtm0su72S,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,5377,1,claude-haiku-4-5,ESH,NTA,4390,end_turn
multivendor,narrative_cot,third_person,0,none,NXtwYzCsk1w4F7n16gLxR1MAtm0su72S,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,266,1,0,1,ACCEPT,0,1,1,0,stop,0,3991,2,gpt-5.4-nano,NTA,NTA,4750,stop
multivendor,narrative_cot,third_person,0,none,NXtwYzCsk1w4F7n16gLxR1MAtm0su72S,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,368,3,grok-4-1-fast-reasoning,NTA,NTA,5069,stop
multivendor,narrative_cot,third_person,0,none,NY8ljJSNk9r7SThLixU3awGrP2bs1s8M,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,5044,1,claude-haiku-4-5,ESH,NTA,4264,end_turn
multivendor,narrative_cot,third_person,0,none,NY8ljJSNk9r7SThLixU3awGrP2bs1s8M,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,217,1,0,1,ACCEPT,0,1,1,0,stop,0,442,2,gpt-5.4-nano,NTA,NTA,4756,stop
multivendor,narrative_cot,third_person,0,none,NY8ljJSNk9r7SThLixU3awGrP2bs1s8M,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,REJECT,1,unresolvable,389,1,0,1,REJECT,1,1,0,0,stop,0,553,3,grok-4-1-fast-reasoning,ESH,ESH,1090,stop
multivendor,narrative_cot,third_person,0,none,O20OVzcUixEx9ykkmnEjk1L9xcexeown,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,278,1,0,1,ACCEPT,0,1,1,0,end_turn,0,4620,1,claude-haiku-4-5,NTA,NTA,4066,end_turn
multivendor,narrative_cot,third_person,0,none,O20OVzcUixEx9ykkmnEjk1L9xcexeown,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,REJECT,1,1,0,0,stop,0,400,2,gpt-5.4-nano,NTA,NTA,5585,stop
multivendor,narrative_cot,third_person,0,none,O20OVzcUixEx9ykkmnEjk1L9xcexeown,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,343,3,grok-4-1-fast-reasoning,NTA,NTA,5146,stop
multivendor,narrative_cot,third_person,0,none,OCfogukeddRA6ey3IAynvxtBbsSg6lI0,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,6225,1,claude-haiku-4-5,NTA,NTA,3939,end_turn
multivendor,narrative_cot,third_person,0,none,OCfogukeddRA6ey3IAynvxtBbsSg6lI0,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,710,2,gpt-5.4-nano,NTA,NTA,5048,stop
multivendor,narrative_cot,third_person,0,none,OCfogukeddRA6ey3IAynvxtBbsSg6lI0,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,465,3,grok-4-1-fast-reasoning,NTA,NTA,5125,stop
multivendor,narrative_cot,third_person,0,none,PMhVp73pj3pRWSga6mtJB2AWiSwoXv3d,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,5433,1,claude-haiku-4-5,ESH,NTA,3994,end_turn
multivendor,narrative_cot,third_person,0,none,PMhVp73pj3pRWSga6mtJB2AWiSwoXv3d,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,319,1,0,1,ACCEPT,0,1,1,0,stop,0,447,2,gpt-5.4-nano,NTA,NTA,4421,stop
multivendor,narrative_cot,third_person,0,none,PMhVp73pj3pRWSga6mtJB2AWiSwoXv3d,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,391,3,grok-4-1-fast-reasoning,NTA,NTA,772,stop
multivendor,narrative_cot,third_person,0,none,PmVsWGNitklpMwttNSzfQ5i0zkU56cWF,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,175,1,0,1,ACCEPT,0,1,1,0,end_turn,0,4140,1,claude-haiku-4-5,NTA,NTA,3870,end_turn
multivendor,narrative_cot,third_person,0,none,PmVsWGNitklpMwttNSzfQ5i0zkU56cWF,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,175,1,0,1,ACCEPT,0,1,1,0,stop,0,430,2,gpt-5.4-nano,NTA,NTA,4188,stop
multivendor,narrative_cot,third_person,0,none,PmVsWGNitklpMwttNSzfQ5i0zkU56cWF,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,456,3,grok-4-1-fast-reasoning,NTA,NTA,976,stop
multivendor,narrative_cot,third_person,0,none,QJ8KXX1fNUeYro2IgEMmYKGiWFEZlVm7,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,160,1,0,1,ACCEPT,0,1,1,0,end_turn,0,3220,1,claude-haiku-4-5,ESH,NTA,3120,end_turn
multivendor,narrative_cot,third_person,0,none,QJ8KXX1fNUeYro2IgEMmYKGiWFEZlVm7,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,141,1,0,1,ACCEPT,0,1,1,0,stop,0,3042,2,gpt-5.4-nano,NTA,NTA,4260,stop
multivendor,narrative_cot,third_person,0,none,QJ8KXX1fNUeYro2IgEMmYKGiWFEZlVm7,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,481,3,grok-4-1-fast-reasoning,NTA,NTA,1170,stop
multivendor,narrative_cot,third_person,0,none,QkXrm0MIv0V7qOjdODYi1ESPpElyHDpQ,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,272,1,0,1,ACCEPT,0,1,1,0,end_turn,0,5395,1,claude-haiku-4-5,ESH,NTA,7227,end_turn
multivendor,narrative_cot,third_person,0,none,QkXrm0MIv0V7qOjdODYi1ESPpElyHDpQ,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,237,1,0,1,ACCEPT,0,1,1,0,stop,0,476,2,gpt-5.4-nano,NTA,NTA,5712,stop
multivendor,narrative_cot,third_person,0,none,QkXrm0MIv0V7qOjdODYi1ESPpElyHDpQ,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,556,3,grok-4-1-fast-reasoning,NTA,NTA,4953,stop
multivendor,narrative_cot,third_person,0,none,QuU2rWjAd8jZuNFbCAyA7j8lHJ7txjad,0,NTA,reader_1_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,end_turn,0,5120,1,claude-haiku-4-5,YTA,YTA,4809,end_turn
multivendor,narrative_cot,third_person,0,none,QuU2rWjAd8jZuNFbCAyA7j8lHJ7txjad,0,NTA,reader_2_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,530,2,gpt-5.4-nano,ESH,ESH,5244,stop
multivendor,narrative_cot,third_person,0,none,QuU2rWjAd8jZuNFbCAyA7j8lHJ7txjad,0,NTA,reader_3_noedge,multivendor_reader,none,ESH,1,ESH,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,448,3,grok-4-1-fast-reasoning,ESH,ESH,932,stop
multivendor,narrative_cot,third_person,0,none,T0enCWi8JRSdKEKedVTWmFwG44cDc8YD,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,4621,1,claude-haiku-4-5,ESH,NTA,3803,end_turn
multivendor,narrative_cot,third_person,0,none,T0enCWi8JRSdKEKedVTWmFwG44cDc8YD,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,465,2,gpt-5.4-nano,NTA,NTA,4150,stop
multivendor,narrative_cot,third_person,0,none,T0enCWi8JRSdKEKedVTWmFwG44cDc8YD,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,475,3,grok-4-1-fast-reasoning,NTA,NTA,1279,stop
multivendor,narrative_cot,third_person,0,none,T3iOF0OvLFg3VIN5o8iKzLJ2zn8G4iqy,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,3106,1,claude-haiku-4-5,NTA,NTA,4149,end_turn
multivendor,narrative_cot,third_person,0,none,T3iOF0OvLFg3VIN5o8iKzLJ2zn8G4iqy,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,252,1,0,1,ACCEPT,0,1,1,0,stop,0,499,2,gpt-5.4-nano,NTA,NTA,4084,stop
multivendor,narrative_cot,third_person,0,none,T3iOF0OvLFg3VIN5o8iKzLJ2zn8G4iqy,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,542,3,grok-4-1-fast-reasoning,NTA,NTA,1170,stop
multivendor,narrative_cot,third_person,0,none,TeOGhm3nAgkBapn4rHbN3zlPQWrK2no5,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,201,1,0,1,ACCEPT,0,1,1,0,end_turn,0,6300,1,claude-haiku-4-5,ESH,ESH,5407,end_turn
multivendor,narrative_cot,third_person,0,none,TeOGhm3nAgkBapn4rHbN3zlPQWrK2no5,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,257,1,0,1,ACCEPT,0,1,1,0,stop,0,2365,2,gpt-5.4-nano,NTA,NTA,5867,stop
multivendor,narrative_cot,third_person,0,none,TeOGhm3nAgkBapn4rHbN3zlPQWrK2no5,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,1,ACCEPT,0,1,0,0,stop,0,447,3,grok-4-1-fast-reasoning,NTA,NTA,1646,stop
multivendor,narrative_cot,third_person,0,none,TiACL94LlkmAXVqo46WHvQzEMtuauh9N,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,end_turn,0,5554,1,claude-haiku-4-5,NTA,NTA,3748,end_turn
multivendor,narrative_cot,third_person,0,none,TiACL94LlkmAXVqo46WHvQzEMtuauh9N,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,267,1,0,1,ACCEPT,0,1,1,0,stop,0,413,2,gpt-5.4-nano,NTA,NTA,3771,stop
multivendor,narrative_cot,third_person,0,none,TiACL94LlkmAXVqo46WHvQzEMtuauh9N,0,NTA,reader_3_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT,1,,0,0,0,0,ACCEPT,0,1,0,0,stop,0,484,3,grok-4-1-fast-reasoning,NTA,NTA,1025,stop
multivendor,narrative_cot,third_person,0,none,TinxT0XlosltoXWpX1pYgj5WBBZ9yTLi,0,NTA,reader_1_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,181,1,0,1,ACCEPT,0,1,1,0,end_turn,0,3762,1,claude-haiku-4-5,NTA,NTA,3508,end_turn
multivendor,narrative_cot,third_person,0,none,TinxT0XlosltoXWpX1pYgj5WBBZ9yTLi,0,NTA,reader_2_noedge,multivendor_reader,none,NTA,0,NTA,ACCEPT_WITH_MODIFICATION,1,modification,198,1,0,1,ACCEPT,0,1,1,0,stop,0,339,2,gpt-5.4-nano,NTA,NTA,3185,stop
