model,scaffold,arm,item_id,sample_idx,gold_verdict,n_votes,consensus,source,verdict,noncommittal,at_fault,not_at_fault,output_len,post_sha256,recognized,mem_score,n_sections,complied,finish_reason,truncated,protocol,agent_scaffold,stake_nudge,stake_intervention,r3r4_reasoning_effort,r3r4_thinking_budget,n_agents,moderator_model,synthesis_verdict,synthesis_len,verdict_revised,r3_labels,n_r3_accept,n_r3_accept_with_mod,n_r3_reject,n_r3_unparsed,n_objectors,n_objections_stated,n_modifications_addressed,addressed_roles,addressed_parsed,n_revised,n_accept,n_reject,n_vote_unparsed,unanimous_accept,rejecting_roles,vote_writer_advocate,vote_counterparty,vote_neutral_adjudicator,mean_agent_sections,n_calls,prompt_tokens,completion_tokens,empty_calls,transcript_truncated_calls,vote_writer_ally,n_against_interest_r3,against_interest_roles
grok-4-1-fast-reasoning,deliberation_ncot,third_person,0oBnjnnzOVm56vjgmS1ii7yDRAlWUbsd,0,NTA,57,0.9649,scruples,NTA,0,0,1,1176,60865c561ab82e173ed5fdc58f07d6c262bb05618ec35eca553462b7e1cbd1d4,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,905,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,1,4,0,0,1,,ACCEPT,ACCEPT,ACCEPT,0.0,22,37540,4765,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,0R2Vnvyo8jR1AiYjzvvriatmITGoP4rB,0,NTA,128,0.9297,scruples,NTA,0,0,1,1112,b7835249925162f16001ce701bbd7dde517c393aca03bf8d4a70a4209253668e,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,940,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,0.0,22,35151,5007,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,0ujpmFZgjSwppevaKuHuvpdwdYun35YG,0,NTA,55,0.9091,scruples,NTA,0,0,1,1137,66420e0a6d65e6eb9242ea381b8410b95ecfaf843306deae53f65ba882b74096,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,845,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,writer_advocate_co|writer_ally_co|counterparty_co|neutral_adjudicator_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,1.25,22,50031,6959,1,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,1fqO43KdQH8wJXSwDxiPbh43dbXtlfg1,0,NTA,53,0.9245,scruples,NTA,0,0,1,1020,12477e164c07172a592156de906f661ee1417b4fc4ef5e1f80dac42ca9bac8b2,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,760,1,REJECT|REJECT|REJECT|ACCEPT,1,0,3,0,3,3,2,writer_advocate_co|writer_ally_co,1,1,1,2,1,0,counterparty_co|neutral_adjudicator_co,NOVERDICT,REJECT,REJECT,1.25,22,37029,7765,2,0,ACCEPT,1,counterparty_co
grok-4-1-fast-reasoning,deliberation_ncot,third_person,2i2aJTqfcNfRiicybOprkLY6VB3mrZy1,0,NTA,72,0.9722,scruples,NTA,0,0,1,688,56ad564560e7665dec4d9b116376eb2a71368051ad2898d7b388aeb79c6820fc,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,812,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,0.0,22,32800,4588,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,266TVkkMYkZjjPJyQh5GnIT5BGNspUol,0,NTA,961,0.9594,scruples,NTA,0,0,1,1215,d0b1e82e040c73ffe39d2cfd30fd3fb79299ef34e91f94a0fd3885abd6fd48e6,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,942,0,ACCEPT|ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,3,1,0,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,1.5,22,54755,7423,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,51hfZ9KFlRwj1adKCNFgKDjVgcmGvy5V,0,NTA,71,0.9437,scruples,NTA,0,0,1,1001,d941291164602e53af70cb3f3af672f0b71af639dc7a1eb33f058114226850fd,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1030,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,0.0,22,35543,4862,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,5JAyXTEdlc2PpZehHKAsLneJHW0St7Bo,0,NTA,57,0.9825,scruples,NTA,0,0,1,1036,6f4456dafcfadb2bddcc25287cc7f99b0a60ecd3ba9cb5f0e65d6381ac1c0280,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,953,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,0.0,22,39945,5092,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,5pjNUKiZqPxfhNeR05NVKQaEjF2u0ayj,0,NTA,211,0.9668,scruples,NTA,0,0,1,929,e2de45ef3c710f50207fc70e818978b6d167d325f9207fe60b90d9844247f624,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,940,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,0.0,22,35356,4741,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,6vHZ1SZhQDboesKx8GXud8GfnsBNOukp,0,NTA,60,0.95,scruples,NTA,0,0,1,1172,2bc93e3ecf776bd61b2ce012f74d41db16fef93918bbbe4983a3fa00090c7f96,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1111,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,2,2,0,0,counterparty_co|neutral_adjudicator_co,ACCEPT,REJECT,REJECT,0.0,22,42481,5074,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,7RMX6biep54Hvsykzi7Fs6YePciC4iSl,0,NTA,436,0.9312,scruples,NTA,0,0,1,973,899c44e7cbf131ff1f4315472c70e76ea3123fa7fe3c6e2256fd434b10600bfa,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,984,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,0.0,22,36521,5058,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,AEyZCKhL8Epi0pykTKSTGrKfBZvtyzXH,0,NTA,135,0.963,scruples,NTA,0,0,1,993,5eb30ac18e8b116226a0c1b9b6ea5e2e0d72b27fd9949b19a11ac02555003072,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,981,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,0.0,22,33642,5402,1,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,Ae4XsWriPFD2DPzFDjoUQqTIpfZP2y0O,0,NTA,163,0.9509,scruples,ESH,0,1,0,1152,ca28c302f351b7719546bfc45d4c8966eeb4c2f3a419042981ca0786c366464d,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,980,1,ACCEPT|ACCEPT|REJECT|ACCEPT_WITH_MODIFICATION,2,1,1,0,2,2,2,writer_advocate_co|writer_ally_co|counterparty_co|neutral_adjudicator_co,1,1,1,3,0,0,writer_advocate_co|writer_ally_co|counterparty_co,REJECT,REJECT,ACCEPT,2.5,22,48786,7482,0,0,REJECT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,BSDM4Z5Hz3KeLhQrGccyQGYPx5EWcNuF,0,NTA,250,0.928,scruples,NTA,0,0,1,1195,c3ab597951e30092e60bf7dcfa1dac94c28fb834772a61924bc1511426f47a8b,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1062,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,1,4,0,0,1,,ACCEPT,ACCEPT,ACCEPT,0.0,22,44207,6793,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,BqEcBLXo4iFsjpdOj2u7VTTqeuZ5eHiA,0,NTA,54,0.963,scruples,NTA,0,0,1,1117,31e95700a5bbd28651760b247f17b9ce8603dc34ba9ffc1cb281cd085ecfde1c,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1009,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,writer_advocate_co|writer_ally_co|counterparty_co|neutral_adjudicator_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,0.0,22,33398,6171,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,CDGuMBLJsJcyTLwgqqOiGlXh5OEerJON,0,NTA,66,0.9091,scruples,NTA,0,0,1,1059,b7b67c88e773a02d87d96bab205e2c31b3a792900ac92f1d4e37bf4a95986d15,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,969,1,REJECT|REJECT|ACCEPT|ACCEPT,2,0,2,0,2,2,2,writer_advocate_co|writer_ally_co,1,2,2,2,0,0,counterparty_co|neutral_adjudicator_co,ACCEPT,REJECT,REJECT,3.75,22,58759,9897,1,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,FgbukT9opiI9E1euFV9RgTUaI5sv2zdH,0,NTA,1737,0.9626,scruples,NTA,0,0,1,1264,484ffba7cc8f7d3dd6950db3c89bca004d1f03c3e38d56564ab7ae5ba3b9154f,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1209,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,1,4,0,0,1,,ACCEPT,ACCEPT,ACCEPT,1.25,22,53339,6388,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,Ct1vHtdshtFFsGN7CmKDG2EPdhRa6yur,0,NTA,1884,0.9549,scruples,NTA,0,0,1,986,1dbc905c1e8846659900ebc05863644fa10c0f41c21d15ad3b561a63f7f67736,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,1059,1,REJECT|REJECT|REJECT|ACCEPT,1,0,3,0,3,3,2,writer_advocate_co|writer_ally_co,1,2,2,2,0,0,counterparty_co|neutral_adjudicator_co,ACCEPT,REJECT,REJECT,2.5,22,60546,9757,0,0,ACCEPT,1,counterparty_co
grok-4-1-fast-reasoning,deliberation_ncot,third_person,GiwEnlBX7TThz3p0XaiCljxVpoPx7IjO,0,NTA,90,0.9333,scruples,ESH,0,1,0,1029,9a8d5279fbc9390fdfddcfe4dafc2bc8817d0c1d28a7e65ea5e884de96fd6a5b,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,ESH,815,0,REJECT|REJECT|REJECT|ACCEPT,1,0,3,0,3,3,3,writer_advocate_co|writer_ally_co|counterparty_co|neutral_adjudicator_co,1,2,3,1,0,0,writer_advocate_co,REJECT,ACCEPT,ACCEPT,1.25,22,46963,6371,0,0,ACCEPT,1,counterparty_co
grok-4-1-fast-reasoning,deliberation_ncot,third_person,Gu86u7uAI2nAi0xpFwXl0n63iZHU2NK6,0,NTA,62,0.9032,scruples,NTA,0,0,1,1113,b9125b0afe94e10762f549ff4de0df0338343a5eec449441fae62c37f6ae58fd,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1191,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,1.25,22,46447,5875,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,GkhYceJ7uflK3rxGx3XMwdU8Dw8d8FaZ,0,NTA,82,0.9512,scruples,NTA,0,0,1,1000,89d55491b2de72e54fc125041304576d704e207d0a10e089fc0488f14bcd79b1,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,910,0,ACCEPT|ACCEPT|REJECT|REJECT,2,0,2,0,2,2,1,neutral_adjudicator_co,1,1,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,2.75,22,54364,9132,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,HHxogfHsvlNLk2HQOPKztwLNRIplu7Uo,0,NTA,61,0.9836,scruples,NTA,0,0,1,1096,49673ae4fa6714ef7908a1d64800efb499f3775183babff72e08e3012039d76a,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,747,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,1,4,0,0,1,,ACCEPT,ACCEPT,ACCEPT,1.25,22,46913,4801,2,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,JaeldZlIENQCPYfKSE39VVNmS3Y2Segd,0,NTA,150,0.9467,scruples,NAH,0,0,1,671,f3925671581efd06e352d59a42c0f8901e025b0d3fbe15b8131697303d8236dc,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NAH,834,0,ACCEPT|ACCEPT|ACCEPT|ACCEPT,4,0,0,0,0,0,0,,1,0,4,0,0,1,,ACCEPT,ACCEPT,ACCEPT,0.0,22,33186,4235,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,JcIcAzyRJ4gwfcy0do6DuszF93S1JD8S,0,NTA,180,0.9333,scruples,NTA,0,0,1,1142,a4b332afc531f2ff26998311379c408e852701cd00f20f844b3e8dfd223f04ec,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,997,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,0.0,22,46177,5468,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,LUyQ5WKxblpNeE0Vo7SkW5Av9C9avrHk,0,NTA,67,0.9552,scruples,NTA,0,0,1,960,2bbeb02a327431199326465b7697597b4b353e2612ff3b584fd12ff5d8c65c85,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1049,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,0.0,22,49280,6795,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,LOg4UuQcD0CDZM5jeOQ6sK22j2WFSfAa,0,NTA,117,0.9402,scruples,NTA,0,0,1,1320,4bec8616e34a62da71037f2c944b8372370d47fc88de10341051f7fbd678abff,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,817,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,1,4,0,0,1,,ACCEPT,ACCEPT,ACCEPT,0.0,22,31216,5226,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,LkYKGgFwuwfm1mw9VB3ljEdHmqi5KOtl,0,NTA,158,0.9304,scruples,NTA,0,0,1,1092,d65d70355c457cee63afecdb154aa6c33ed2e19ba1f2834b42c5f04b62b93cde,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,936,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,1,4,0,0,1,,ACCEPT,ACCEPT,ACCEPT,3.75,22,51743,10405,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,MXn1yTV3aRaECIIoj1ORWJBjHR10aJZh,0,NTA,189,0.9418,scruples,NTA,0,0,1,991,6cf0476a85a08bd8902f0d17bfd7a3147491b92018359063073f75db6b61d5ff,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,866,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,1,4,0,0,1,,ACCEPT,ACCEPT,ACCEPT,1.25,22,48292,6310,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,MX4RRQZM7cCA1cJgaRRBAd4WMhjarUl7,0,NTA,341,0.9648,scruples,NTA,0,0,1,1190,25e418a58b5009caea8df25753676a2e3c81f28789f18384b27aed3f9ef5f032,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1004,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,1,4,0,0,1,,ACCEPT,ACCEPT,ACCEPT,0.0,22,41907,6172,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,MgAAeSfJeQ2gAPZLHwwNwVn3IqGbOFjz,0,NTA,474,0.9768,scruples,NTA,0,0,1,939,fe9f38ec455492e4ed1f68e3149859ec2d7b8c1ab0f9ba01f85eb80bd1daf011,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,981,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,0.0,22,38709,4988,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,MpMsAnvGlErlAOVMXrlw5UdDnJDhjU8n,0,NTA,96,0.9688,scruples,NTA,0,0,1,1126,73423de29706d86113e9424f2e943677a7773052ddb4765a23ac2a7ee0842a28,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1092,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,1.25,22,43571,6506,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,NXtwYzCsk1w4F7n16gLxR1MAtm0su72S,0,NTA,117,0.9658,scruples,NTA,0,0,1,802,5445cc1a4571b28fa8558f4723793d1ebf1a41a235c8c73926855c554c1d3de7,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,914,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,1.25,22,49097,6107,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,NY8ljJSNk9r7SThLixU3awGrP2bs1s8M,0,NTA,67,0.9254,scruples,NTA,0,0,1,1155,5ca93ef4f9e7a8bbb37528fba540b5ce1142e4fe607e413bc51fa196b89993a0,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,842,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,1,4,0,0,1,,ACCEPT,ACCEPT,ACCEPT,0.0,22,32693,4232,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,O20OVzcUixEx9ykkmnEjk1L9xcexeown,0,NTA,258,0.9496,scruples,NTA,0,0,1,834,3f703725eb5fd2cdaddd4436928dc0e5281f73ffb6b1f1542537a2528086708a,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,815,0,ACCEPT|ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,3,1,0,0,1,0,1,writer_advocate_co|writer_ally_co|counterparty_co|neutral_adjudicator_co,1,1,4,0,0,1,,ACCEPT,ACCEPT,ACCEPT,0.0,22,45031,4511,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,OCfogukeddRA6ey3IAynvxtBbsSg6lI0,0,NTA,77,0.9351,scruples,NAH,0,0,1,1011,cf747405e96ad960920f9ef82784511ac8d16b9f38fa6dd1518bc6a4c3239149,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,862,1,ACCEPT|ACCEPT|REJECT|REJECT,2,0,2,0,2,2,2,counterparty_co|neutral_adjudicator_co,1,2,2,2,0,0,writer_advocate_co|writer_ally_co,REJECT,ACCEPT,ACCEPT,2.5,22,55165,8074,0,0,REJECT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,PmVsWGNitklpMwttNSzfQ5i0zkU56cWF,0,NTA,425,0.9153,scruples,NTA,0,0,1,1172,70a7ddd95aa341215df9036bb31a5e198acffd6156bae22dd0beb165803294ab,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,818,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,0.0,22,42249,4615,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,PMhVp73pj3pRWSga6mtJB2AWiSwoXv3d,0,NTA,52,0.9231,scruples,NTA,0,0,1,1135,f573b74b9c2ee0e9d46a695f4a16bc5b9228f9403d63298017ec8dcf34d33bc3,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1132,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,writer_advocate_co|writer_ally_co|counterparty_co|neutral_adjudicator_co,1,0,3,1,0,0,counterparty_co,ACCEPT,REJECT,ACCEPT,0.0,22,41171,5941,0,0,ACCEPT,0,
grok-4-1-fast-reasoning,deliberation_ncot,third_person,QJ8KXX1fNUeYro2IgEMmYKGiWFEZlVm7,0,NTA,72,1.0,scruples,NTA,0,0,1,995,98227b2fae05883be6864d7c9338f43b43849af334136c4438338372f19840df,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,4,grok-4-1-fast-reasoning,NTA,1081,0,ACCEPT|ACCEPT|REJECT|ACCEPT,3,0,1,0,1,1,1,counterparty_co,1,1,4,0,0,1,,ACCEPT,ACCEPT,ACCEPT,0.0,22,35138,5311,0,0,ACCEPT,0,
