scenario_id,perspective_id,decision_role,sample_idx,gen_model,r0_decision,r2_decision,changed
aging_parent,rotating_caregiver,third_party,0,gpt-4o,MEMORY_CARE,TIME_LIMITED_TRIAL,True
aging_parent,rotating_caregiver,third_party,1,gpt-4o,MEMORY_CARE,MEMORY_CARE,False
aging_parent,rotating_caregiver,third_party,2,gpt-4o,MEMORY_CARE,MEMORY_CARE,False
aging_parent,rotating_caregiver,third_party,3,gpt-4o,MEMORY_CARE,MEMORY_CARE,False
aging_parent,rotating_caregiver,third_party,4,gpt-4o,MEMORY_CARE,MEMORY_CARE,False
aging_parent,rotating_caregiver,third_party,5,gpt-4o,MEMORY_CARE,MEMORY_CARE,False
aging_parent,rotating_caregiver,third_party,6,gpt-4o,MEMORY_CARE,MEMORY_CARE,False
aging_parent,rotating_caregiver,third_party,7,gpt-4o,MEMORY_CARE,MEMORY_CARE,False
aging_parent,rotating_caregiver,third_party,8,gpt-4o,MEMORY_CARE,MEMORY_CARE,False
aging_parent,rotating_caregiver,third_party,9,gpt-4o,MEMORY_CARE,MEMORY_CARE,False
av_engineer,engineer,decider,0,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,engineer,decider,1,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_1_MIN_INJURIES,True
av_engineer,engineer,decider,2,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,engineer,decider,3,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,engineer,decider,4,gpt-4o,POLICY_1_MIN_INJURIES,POLICY_1_MIN_INJURIES,False
av_engineer,engineer,decider,5,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_2_PROTECT_OCCUPANTS,True
av_engineer,engineer,decider,6,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,engineer,decider,7,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,engineer,decider,8,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,engineer,decider,9,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,vehicle_occupant,primary_affected,0,gpt-4o,POLICY_1_MIN_INJURIES,POLICY_2_PROTECT_OCCUPANTS,True
av_engineer,vehicle_occupant,primary_affected,1,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,vehicle_occupant,primary_affected,2,gpt-4o,POLICY_2_PROTECT_OCCUPANTS,POLICY_2_PROTECT_OCCUPANTS,False
av_engineer,vehicle_occupant,primary_affected,3,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,vehicle_occupant,primary_affected,4,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_2_PROTECT_OCCUPANTS,True
av_engineer,vehicle_occupant,primary_affected,5,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,vehicle_occupant,primary_affected,6,gpt-4o,POLICY_2_PROTECT_OCCUPANTS,POLICY_2_PROTECT_OCCUPANTS,False
av_engineer,vehicle_occupant,primary_affected,7,gpt-4o,POLICY_2_PROTECT_OCCUPANTS,POLICY_2_PROTECT_OCCUPANTS,False
av_engineer,vehicle_occupant,primary_affected,8,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,vehicle_occupant,primary_affected,9,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_2_PROTECT_OCCUPANTS,True
av_engineer,future_pedestrian,third_party,0,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,future_pedestrian,third_party,1,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_1_MIN_INJURIES,True
av_engineer,future_pedestrian,third_party,2,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,future_pedestrian,third_party,3,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,future_pedestrian,third_party,4,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,future_pedestrian,third_party,5,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,future_pedestrian,third_party,6,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,future_pedestrian,third_party,7,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,future_pedestrian,third_party,8,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
av_engineer,future_pedestrian,third_party,9,gpt-4o,POLICY_3_EVEN_DISTRIBUTION,POLICY_3_EVEN_DISTRIBUTION,False
research_volunteer,researcher,decider,0,gpt-4o,WITHDRAW,PAUSE_THEN_REASSESS,True
research_volunteer,researcher,decider,1,gpt-4o,WITHDRAW,WITHDRAW,False
research_volunteer,researcher,decider,2,gpt-4o,WITHDRAW,WITHDRAW,False
research_volunteer,researcher,decider,3,gpt-4o,WITHDRAW,WITHDRAW,False
research_volunteer,researcher,decider,4,gpt-4o,PAUSE_THEN_REASSESS,PAUSE_PLUS_IRB_OR_SURROGATE,True
research_volunteer,researcher,decider,5,gpt-4o,WITHDRAW,WITHDRAW,False
research_volunteer,researcher,decider,6,gpt-4o,WITHDRAW,ASSESS_THEN_DECIDE_BY_CAPACITY,True
research_volunteer,researcher,decider,7,gpt-4o,WITHDRAW,WITHDRAW,False
research_volunteer,researcher,decider,8,gpt-4o,WITHDRAW,ASSESS_THEN_DECIDE_BY_CAPACITY,True
research_volunteer,researcher,decider,9,gpt-4o,WITHDRAW,WITHDRAW,False
research_volunteer,participant_lucid_moment,primary_affected,0,gpt-4o,PAUSE_THEN_REASSESS,ASSESS_THEN_DECIDE_BY_CAPACITY,True
research_volunteer,participant_lucid_moment,primary_affected,1,gpt-4o,WITHDRAW,WITHDRAW,False
research_volunteer,participant_lucid_moment,primary_affected,2,gpt-4o,ASSESS_THEN_DECIDE_BY_CAPACITY,PAUSE_THEN_REASSESS,True
research_volunteer,participant_lucid_moment,primary_affected,3,gpt-4o,WITHDRAW,WITHDRAW,False
research_volunteer,participant_lucid_moment,primary_affected,4,gpt-4o,PAUSE_PLUS_IRB_OR_SURROGATE,ASSESS_THEN_DECIDE_BY_CAPACITY,True
research_volunteer,participant_lucid_moment,primary_affected,5,gpt-4o,WITHDRAW,WITHDRAW,False
research_volunteer,participant_lucid_moment,primary_affected,6,gpt-4o,ASSESS_THEN_DECIDE_BY_CAPACITY,ASSESS_THEN_DECIDE_BY_CAPACITY,False
research_volunteer,participant_lucid_moment,primary_affected,7,gpt-4o,WITHDRAW,WITHDRAW,False
research_volunteer,participant_lucid_moment,primary_affected,8,gpt-4o,ASSESS_THEN_DECIDE_BY_CAPACITY,ASSESS_THEN_DECIDE_BY_CAPACITY,False
research_volunteer,participant_lucid_moment,primary_affected,9,gpt-4o,ASSESS_THEN_DECIDE_BY_CAPACITY,CONTINUE_AS_IS,True
research_volunteer,future_patient_with_condition,third_party,0,gpt-4o,PAUSE_THEN_REASSESS,PAUSE_THEN_REASSESS,False
research_volunteer,future_patient_with_condition,third_party,1,gpt-4o,WITHDRAW,WITHDRAW,False
research_volunteer,future_patient_with_condition,third_party,2,gpt-4o,WITHDRAW,WITHDRAW,False
research_volunteer,future_patient_with_condition,third_party,3,gpt-4o,WITHDRAW,WITHDRAW,False
research_volunteer,future_patient_with_condition,third_party,4,gpt-4o,WITHDRAW,WITHDRAW,False
research_volunteer,future_patient_with_condition,third_party,5,gpt-4o,WITHDRAW,WITHDRAW,False
research_volunteer,future_patient_with_condition,third_party,6,gpt-4o,PAUSE_THEN_REASSESS,ASSESS_THEN_DECIDE_BY_CAPACITY,True
research_volunteer,future_patient_with_condition,third_party,7,gpt-4o,WITHDRAW,WITHDRAW,False
research_volunteer,future_patient_with_condition,third_party,8,gpt-4o,CONTINUE_AS_IS,PAUSE_THEN_REASSESS,True
research_volunteer,future_patient_with_condition,third_party,9,gpt-4o,WITHDRAW,ASSESS_THEN_DECIDE_BY_CAPACITY,True
