gen,proxy,n,diff,lo,hi,dz,W,pos,comp
grok-4-1-fast-reasoning,mattr50,144,-0.0030342686642661596,-0.009713495312198929,0.0034214156893124428,-0.09261955495710059,500,head,NoT_vs_CoT
grok-4-1-fast-reasoning,mean_sent_words,144,5.8445023148148145,4.521735558024071,7.112123907652337,1.1494014162093744,500,head,NoT_vs_CoT
grok-4-1-fast-reasoning,mean_word_len,144,-0.052948877739898564,-0.11955398704849843,0.013830380094977493,-0.14392510855889584,500,head,NoT_vs_CoT
grok-4-1-fast-reasoning,comma_per_word,144,0.017109532483977292,0.011737412603101313,0.02250732109382847,0.6754241638576123,500,head,NoT_vs_CoT
POOLED,gzip,140,0.001717745496553167,-5.559259585440904e-05,0.0034652699549574347,0.09263044503986508,500,head,NoT_vs_CoT
POOLED,lzma,140,-0.0003399205301645085,-0.0023238710499575814,0.0015958591578274029,-0.017575642145084714,500,head,NoT_vs_CoT
POOLED,h_char5,140,0.00567159394556486,0.0003488555672434691,0.010882857320035888,0.11821895421759371,500,head,NoT_vs_CoT
POOLED,hrate_k5,140,-0.009054471559580852,-0.011647597159257075,-0.006469978762260775,-0.3429313191187722,500,head,NoT_vs_CoT
POOLED,mattr50,140,-0.018075600939840366,-0.022956010686907172,-0.012993318714178793,-0.4034929519451566,500,head,NoT_vs_CoT
POOLED,mean_sent_words,140,-3.5490478271528927,-4.928629258450967,-2.231656313427616,-0.28374281773596516,500,head,NoT_vs_CoT
POOLED,mean_word_len,140,-0.028680930774642587,-0.06944948123601472,0.0149821099986367,-0.07331916390730511,500,head,NoT_vs_CoT
POOLED,comma_per_word,140,0.01404499149266354,0.011188174879915639,0.016732850071164086,0.5539124522086877,500,head,NoT_vs_CoT
claude-haiku-4-5,gzip,150,0.002736734470103682,-0.0008269905756613719,0.006191119978568381,0.16014104515668562,500,head,NoT_vs_VERBOSE
claude-haiku-4-5,lzma,150,0.00021361563089851302,-0.003696663706090436,0.003885426747064538,0.012558067501774274,500,head,NoT_vs_VERBOSE
claude-haiku-4-5,h_char5,150,-0.006028245361411599,-0.01618406561248404,0.003897313898585284,-0.13210544953503833,500,head,NoT_vs_VERBOSE
claude-haiku-4-5,hrate_k5,150,-0.008284974115250055,-0.012705088874887712,-0.003576978373354537,-0.34604948787452755,500,head,NoT_vs_VERBOSE
claude-haiku-4-5,mattr50,150,-0.025473218296670232,-0.03333311769634913,-0.017051782424446917,-0.6744145703895584,500,head,NoT_vs_VERBOSE
claude-haiku-4-5,mean_sent_words,150,-7.601023809523809,-10.18449623015873,-5.215377380952381,-0.5148011405381392,500,head,NoT_vs_VERBOSE
claude-haiku-4-5,mean_word_len,150,-0.027524164913734998,-0.10614537227009264,0.05781298577693675,-0.07128629648181455,500,head,NoT_vs_VERBOSE
claude-haiku-4-5,comma_per_word,150,0.007899186408355196,0.0027445072215318855,0.013305354689266973,0.3361558651950926,500,head,NoT_vs_VERBOSE
claude-sonnet-4-6,gzip,150,0.009815589622515159,0.006112010850815653,0.01322873016703593,0.5026468500123126,500,head,NoT_vs_VERBOSE
claude-sonnet-4-6,lzma,150,0.0016729913696338873,-0.0024297528936921883,0.005679565506868202,0.07970449737110015,500,head,NoT_vs_VERBOSE
claude-sonnet-4-6,h_char5,150,0.0070665703873051796,-0.0034416008885246267,0.017368452134153868,0.1305580031361649,500,head,NoT_vs_VERBOSE
claude-sonnet-4-6,hrate_k5,150,-0.016360785883433166,-0.020530894978702818,-0.011937286096133351,-0.6679427053640212,500,head,NoT_vs_VERBOSE
claude-sonnet-4-6,mattr50,150,-0.03480285893471632,-0.04439893591124093,-0.025558491823098495,-0.7248312708982212,500,head,NoT_vs_VERBOSE
claude-sonnet-4-6,mean_sent_words,150,-7.741087301587301,-10.233220634920633,-5.437260714285714,-0.5265691066929975,500,head,NoT_vs_VERBOSE
claude-sonnet-4-6,mean_word_len,150,-0.19378345200907846,-0.26476513289606435,-0.11817786418641858,-0.4477230726118593,500,head,NoT_vs_VERBOSE
claude-sonnet-4-6,comma_per_word,150,0.02043645153890605,0.01579684936383807,0.0250981218091359,0.9026108165762181,500,head,NoT_vs_VERBOSE
gpt-5.4-nano,gzip,114,0.0043519633693734384,-6.805150104017126e-05,0.008709580563950938,0.25328962819306916,500,head,NoT_vs_VERBOSE
gpt-5.4-nano,lzma,114,0.00034735182714332034,-0.0045393565546647625,0.005083574086131266,0.019604749661271594,500,head,NoT_vs_VERBOSE
gpt-5.4-nano,h_char5,114,0.0039031236457023567,-0.007728729042976327,0.01506358911623817,0.09024819601030806,500,head,NoT_vs_VERBOSE
gpt-5.4-nano,hrate_k5,114,-0.009721143761469783,-0.015437440693145467,-0.0041803355155885,-0.409160651143728,500,head,NoT_vs_VERBOSE
gpt-5.4-nano,mattr50,114,-0.022947782087380016,-0.032763801073124994,-0.013076571473007927,-0.5716671298036782,500,head,NoT_vs_VERBOSE
gpt-5.4-nano,mean_sent_words,114,3.249512670565302,0.9416275185577944,5.483159705142917,0.3501385206339639,500,head,NoT_vs_VERBOSE
gpt-5.4-nano,mean_word_len,114,-0.08918747255815218,-0.15605143217131445,-0.023480104580224127,-0.277290525165335,500,head,NoT_vs_VERBOSE
gpt-5.4-nano,comma_per_word,114,0.005433407508097813,-0.0010615128695835494,0.011787405118289808,0.21076209784827166,500,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,gzip,137,0.009100998608996682,0.005436414331779538,0.012570608984330956,0.48736733067502974,500,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,lzma,137,0.007822880020610254,0.003967017794687665,0.011578423149765453,0.39996569106320107,500,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,h_char5,137,0.00854270882261537,-0.0008691535716672028,0.01830238952200015,0.16762359333834084,500,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,hrate_k5,137,-0.0036375243534929407,-0.008387454636514547,0.0009850159268113496,-0.16454592547315056,500,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mattr50,137,-0.023124653038438397,-0.030353194065236767,-0.016048893813728118,-0.739606750161753,500,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mean_sent_words,137,1.0814563781717068,-0.32787349425936374,2.534543581418581,0.18159518493744178,500,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mean_word_len,137,-0.6939059526988437,-0.7858529110729553,-0.6046040112869009,-1.6335797385439523,500,head,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,comma_per_word,137,-0.04035991676207783,-0.04879745484354389,-0.03207445507238976,-0.8989473184224779,500,head,NoT_vs_VERBOSE
POOLED,gzip,137,0.00650132151774724,0.004519347871870663,0.00848166222415869,0.35882775615812357,500,head,NoT_vs_VERBOSE
POOLED,lzma,137,0.0025142097120714937,0.00025253017249521293,0.004649354782474575,0.1335981689049709,500,head,NoT_vs_VERBOSE
POOLED,h_char5,137,0.003371039373552827,-0.0022771834639175466,0.00886096196265839,0.06951657553106588,500,head,NoT_vs_VERBOSE
POOLED,hrate_k5,137,-0.009501107028411487,-0.011977990953585435,-0.006977819588852173,-0.40301164616433693,500,head,NoT_vs_VERBOSE
POOLED,mattr50,137,-0.02658712808930124,-0.03084288194903018,-0.022030898987103986,-0.6765431420128274,500,head,NoT_vs_VERBOSE
POOLED,mean_sent_words,137,-2.7527855155935255,-3.94581659834504,-1.5933863318670287,-0.2463236713663234,500,head,NoT_vs_VERBOSE
POOLED,mean_word_len,137,-0.2511002605449523,-0.2932613333587678,-0.20965198603051774,-0.6416493139568713,500,head,NoT_vs_VERBOSE
POOLED,comma_per_word,137,-0.0016477178266796916,-0.004704173645784928,0.0014082603190440014,-0.05642060211730529,500,head,NoT_vs_VERBOSE
claude-haiku-4-5,gzip,150,-0.005431800010353546,-0.009658296995532698,-0.0012593452688068518,-0.30286423212351443,500,mid,NoT_vs_CoT
claude-haiku-4-5,lzma,150,-0.006142438786956616,-0.010249968386924432,-0.0021319006358916626,-0.3390316744501226,500,mid,NoT_vs_CoT
claude-haiku-4-5,h_char5,150,-0.021227989741573527,-0.03380954947956427,-0.010027744909390492,-0.417480961104143,500,mid,NoT_vs_CoT
claude-haiku-4-5,hrate_k5,150,-0.004551566088234877,-0.00935363877584392,0.000380275224870717,-0.18424423166180948,500,mid,NoT_vs_CoT
claude-haiku-4-5,mattr50,150,-0.019212155288429376,-0.028578855141373722,-0.010211859683604914,-0.4241036405942612,500,mid,NoT_vs_CoT
claude-haiku-4-5,mean_sent_words,150,-10.42265392015392,-15.170136315536315,-5.777768103655604,-0.4256397594357617,500,mid,NoT_vs_CoT
claude-haiku-4-5,mean_word_len,150,0.176136316171152,0.09445225793088967,0.2588244840582403,0.41228627043366634,500,mid,NoT_vs_CoT
claude-haiku-4-5,comma_per_word,150,0.0025421903411518175,-0.003405182244155564,0.00847026038447932,0.10205803127352342,500,mid,NoT_vs_CoT
claude-sonnet-4-6,gzip,150,0.003902502793791907,-0.000878126087144143,0.008700312197509653,0.21801827294253692,500,mid,NoT_vs_CoT
claude-sonnet-4-6,lzma,150,-0.006134147375653515,-0.011008034791478624,-0.0010757381705664194,-0.3071761672064032,500,mid,NoT_vs_CoT
claude-sonnet-4-6,h_char5,150,-0.026452167344728442,-0.04110224161010585,-0.011248845227929362,-0.4447492431448517,500,mid,NoT_vs_CoT
claude-sonnet-4-6,hrate_k5,150,-0.010097526653425804,-0.01569305542253706,-0.0044106523646738,-0.3875749952065448,500,mid,NoT_vs_CoT
claude-sonnet-4-6,mattr50,150,-0.031435657374786576,-0.0414961070824798,-0.021330305926591464,-0.6956585597462839,500,mid,NoT_vs_CoT
claude-sonnet-4-6,mean_sent_words,150,-28.545572871572876,-32.96809372294373,-23.916534956709956,-1.0766405372821404,500,mid,NoT_vs_CoT
claude-sonnet-4-6,mean_word_len,150,-0.18086375547637648,-0.259452352898642,-0.1073939756489686,-0.4204529208665622,500,mid,NoT_vs_CoT
claude-sonnet-4-6,comma_per_word,150,0.015570553612533322,0.010576468512691173,0.020629548555976214,0.7420163731392359,500,mid,NoT_vs_CoT
gpt-5.4-nano,gzip,116,-0.003900932547373985,-0.00999085878684141,0.0018131035417249303,-0.16205302683093964,500,mid,NoT_vs_CoT
gpt-5.4-nano,lzma,116,-0.00027551809620339723,-0.006942545180982463,0.005973265254082279,-0.01072932991400041,500,mid,NoT_vs_CoT
gpt-5.4-nano,h_char5,116,-0.022323438733573578,-0.03962038614160967,-0.005337073130933934,-0.3545170642788153,500,mid,NoT_vs_CoT
gpt-5.4-nano,hrate_k5,116,-0.012819469463584901,-0.019030361076756402,-0.006287955778371737,-0.4427621119393726,500,mid,NoT_vs_CoT
gpt-5.4-nano,mattr50,116,0.011725802588495636,-0.0017481241090461196,0.024557330146668745,0.23253231226198987,500,mid,NoT_vs_CoT
gpt-5.4-nano,mean_sent_words,116,-5.2763409961685825,-8.113761335081392,-2.6223155285401667,-0.38795531816128126,500,mid,NoT_vs_CoT
gpt-5.4-nano,mean_word_len,116,0.2913891485707926,0.2011394560942704,0.3730244839593584,0.6221880718960342,500,mid,NoT_vs_CoT
gpt-5.4-nano,comma_per_word,116,0.003288456927283565,-0.0038784103172289953,0.010370098330109817,0.11013731146831679,500,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,gzip,144,-0.023881513647794762,-0.029600721381943022,-0.018315531463237382,-1.0820915613047801,500,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,lzma,144,-0.018836934820119236,-0.024552405997058623,-0.013389728530023516,-0.7709702654241715,500,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,h_char5,144,-0.027404423407171998,-0.050112596086223045,-0.005157352955413433,-0.2633514220025262,500,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,hrate_k5,144,0.003532895965684636,-0.0018119280704979527,0.008742806617819449,0.12348089442642778,500,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,mattr50,144,-0.003838000791118984,-0.012485577679952273,0.004799362752934257,-0.09681321334528104,500,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,mean_sent_words,144,1.6460335767627436,0.07280011399814565,3.1931119370006518,0.15887626022828333,500,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,mean_word_len,144,0.45020771533334436,0.3624262339321651,0.5440001870243936,1.2277868532945448,500,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,comma_per_word,144,0.019556845291291133,0.011799531409539626,0.02751375385207179,0.6565784611617702,500,mid,NoT_vs_CoT
POOLED,gzip,140,-0.007327935852932597,-0.010020419542720975,-0.004783176207752939,-0.3575632799833688,500,mid,NoT_vs_CoT
POOLED,lzma,140,-0.007847259769733191,-0.010803665799802244,-0.00493836029741985,-0.355889627859372,500,mid,NoT_vs_CoT
POOLED,h_char5,140,-0.024352004806761886,-0.033048986281118846,-0.015481557954520594,-0.3512056030375595,500,mid,NoT_vs_CoT
POOLED,hrate_k5,140,-0.0059839165598902355,-0.008762408177319866,-0.00311367192028411,-0.22096906243021278,500,mid,NoT_vs_CoT
POOLED,mattr50,140,-0.010690002716459826,-0.01625604166827533,-0.005281065842027489,-0.2368203347197739,500,mid,NoT_vs_CoT
POOLED,mean_sent_words,140,-10.649633552783158,-12.430254864934897,-8.965767975502837,-0.5682725570565126,500,mid,NoT_vs_CoT
POOLED,mean_word_len,140,0.18421735614972812,0.13978948802871508,0.22694474077128032,0.4354004838878158,500,mid,NoT_vs_CoT
POOLED,comma_per_word,140,0.010239511543064959,0.006385744648277682,0.01406074611844308,0.3880912135419991,500,mid,NoT_vs_CoT
claude-haiku-4-5,gzip,150,-0.0039013696497728735,-0.008460679869241,0.000722108059216321,-0.18588864400431587,500,mid,NoT_vs_VERBOSE
claude-haiku-4-5,lzma,150,-0.005245546167162631,-0.009867663847562717,-0.000370746422522966,-0.2414625258910817,500,mid,NoT_vs_VERBOSE
claude-haiku-4-5,h_char5,150,-0.019936109662258197,-0.033818301776044134,-0.005714977262368229,-0.31694150805532145,500,mid,NoT_vs_VERBOSE
claude-haiku-4-5,hrate_k5,150,-0.007955979706761812,-0.013283971930349754,-0.0026755249789579146,-0.2902225811447504,500,mid,NoT_vs_VERBOSE
claude-haiku-4-5,mattr50,150,-0.0072732960378727425,-0.016947910870388865,0.0017563802477520445,-0.15342623998183255,500,mid,NoT_vs_VERBOSE
claude-haiku-4-5,mean_sent_words,150,-3.9782619047619043,-8.447699951899953,0.5428308802308801,-0.19331301294089326,500,mid,NoT_vs_VERBOSE
claude-haiku-4-5,mean_word_len,150,0.1526221691370309,0.06061110136988943,0.24272231182718806,0.3544917826398527,500,mid,NoT_vs_VERBOSE
claude-haiku-4-5,comma_per_word,150,0.006712582366541463,0.0006861808190715667,0.01267843540079024,0.2876877485172064,500,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,gzip,150,0.003282610116561438,-0.0010629611899790998,0.00786098457250626,0.17192255082014837,500,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,lzma,150,-0.006593446624824928,-0.011295731421548683,-0.0015865178067335415,-0.31012018740813646,500,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,h_char5,150,-0.027400947201318276,-0.042040013849758695,-0.012900436493591017,-0.45164398495861047,500,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,hrate_k5,150,-0.007321111587645992,-0.012627470587856326,-0.0016064634368560102,-0.27239636443713927,500,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,mattr50,150,-0.025012156705925565,-0.03562161885034111,-0.014698176270047285,-0.5224274388476562,500,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,mean_sent_words,150,-23.95499615199615,-28.50601351010101,-19.594110275372778,-0.936623521382814,500,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,mean_word_len,150,-0.1460445454148361,-0.22187774580554498,-0.07172562190309495,-0.32933940528856004,500,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,comma_per_word,150,0.014379701402514555,0.009328985591307177,0.019649655578442293,0.6677175267716129,500,mid,NoT_vs_VERBOSE
gpt-5.4-nano,gzip,114,-0.007149949061510451,-0.01276247249228046,-0.0016552529922509976,-0.3689057899446201,500,mid,NoT_vs_VERBOSE
gpt-5.4-nano,lzma,114,-0.005250666170739558,-0.011558340826088524,0.0011540817066852161,-0.22939782232340458,500,mid,NoT_vs_VERBOSE
gpt-5.4-nano,h_char5,114,-0.033967635069429694,-0.051958025784474074,-0.016018313353707937,-0.6751185130304231,500,mid,NoT_vs_VERBOSE
gpt-5.4-nano,hrate_k5,114,-0.00918040969182189,-0.015256652352631574,-0.002896589429034052,-0.33249697826291436,500,mid,NoT_vs_VERBOSE
gpt-5.4-nano,mattr50,114,0.009735256795074709,-0.0024464972194650717,0.021263682799794313,0.22207505449939483,500,mid,NoT_vs_VERBOSE
gpt-5.4-nano,mean_sent_words,114,-6.013958507379559,-8.776670086512866,-3.2607692960111785,-0.40707568746697764,500,mid,NoT_vs_VERBOSE
gpt-5.4-nano,mean_word_len,114,0.27940319839469246,0.19335260056342146,0.36182069147587115,0.6482628859423272,500,mid,NoT_vs_VERBOSE
gpt-5.4-nano,comma_per_word,114,-0.0005052206345159827,-0.007598685091746795,0.006316465544047655,-0.016294434823271548,500,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,gzip,137,-0.020146031287856178,-0.026172618894249877,-0.014254197356929742,-0.7962606069333192,500,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,lzma,137,-0.014450046806949427,-0.020601997248220098,-0.008365920838627873,-0.5436338146929465,500,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,h_char5,137,-0.02862549035088413,-0.051678706926938114,-0.005536479423936719,-0.2648822146706388,500,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,hrate_k5,137,0.014065821830471507,0.008353327709970495,0.019831539496960045,0.4888543768690886,500,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mattr50,137,-0.031174639205939107,-0.039553079895884295,-0.02292165920116785,-0.963817159633239,500,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mean_sent_words,137,4.38735405260738,3.087519146593627,5.873544724518692,1.3154767007384311,500,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mean_word_len,137,-0.25559599167858243,-0.37583339630595897,-0.1405729710739302,-0.6088328402344956,500,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,comma_per_word,137,0.018509656520568896,0.01073871636639179,0.025574045631733117,0.6746405840342455,500,mid,NoT_vs_VERBOSE
POOLED,gzip,137,-0.006978684970644517,-0.009783723852521615,-0.004222722437948022,-0.3293249406748239,500,mid,NoT_vs_VERBOSE
POOLED,lzma,137,-0.007884926442419136,-0.010941759101914828,-0.0049250344580132,-0.3411380105592245,500,mid,NoT_vs_VERBOSE
POOLED,h_char5,137,-0.027482545570972575,-0.03747760209320698,-0.017964014371672766,-0.389888000387218,500,mid,NoT_vs_VERBOSE
POOLED,hrate_k5,137,-0.002597919788939547,-0.005559951761873449,0.00043188050342011077,-0.09389483730987444,500,mid,NoT_vs_VERBOSE
POOLED,mattr50,137,-0.013431208788665676,-0.018715139156142275,-0.008025867816863529,-0.3133277774161425,500,mid,NoT_vs_VERBOSE
POOLED,mean_sent_words,137,-7.3899656278825585,-9.255749920184883,-5.602477687716203,-0.4599752226271724,500,mid,NoT_vs_VERBOSE
POOLED,mean_word_len,137,0.007596207609576203,-0.038389703737847544,0.052964051182833906,0.017616427876903856,500,mid,NoT_vs_VERBOSE
POOLED,comma_per_word,137,0.009774179913777232,0.006453707027320725,0.012918474239679761,0.3784388996875291,500,mid,NoT_vs_VERBOSE
claude-haiku-4-5,gzip,150,-0.007948384028289311,-0.010910818311115457,-0.004893875948348509,-0.466740460932559,800,head,NoT_vs_CoT
claude-haiku-4-5,lzma,150,-0.011220234594294687,-0.014578370590662642,-0.007793288544605441,-0.5946725000023416,800,head,NoT_vs_CoT
claude-haiku-4-5,h_char5,150,-0.02143719765739218,-0.03357998698817293,-0.009978658693154098,-0.3412564879038912,800,head,NoT_vs_CoT
claude-haiku-4-5,hrate_k5,150,-0.004157835429760046,-0.009167872159691493,0.000677930479340973,-0.1621665375041424,800,head,NoT_vs_CoT
claude-haiku-4-5,mattr50,150,-0.018321939314509202,-0.02519461077256804,-0.011651788278533382,-0.4606655212470111,800,head,NoT_vs_CoT
claude-haiku-4-5,mean_sent_words,150,-13.93166772116772,-18.306761795149296,-9.795265001202502,-0.524575255937251,800,head,NoT_vs_CoT
claude-haiku-4-5,mean_word_len,150,0.2727512051841993,0.19602926774944518,0.3488372203982836,0.755087781611244,800,head,NoT_vs_CoT
claude-haiku-4-5,comma_per_word,150,0.01989500759133941,0.014902638948485125,0.024996927691619326,0.8605487314439139,800,head,NoT_vs_CoT
claude-sonnet-4-6,gzip,150,0.004034762641599135,0.0009125544021290273,0.00711879921829236,0.267323909620636,800,head,NoT_vs_CoT
claude-sonnet-4-6,lzma,150,-0.005137161710519722,-0.008681389166304437,-0.0016969066939482463,-0.3058936761041429,800,head,NoT_vs_CoT
claude-sonnet-4-6,h_char5,150,-0.013204620484862843,-0.02566356902286903,-0.0011603538785943653,-0.23539173504963518,800,head,NoT_vs_CoT
claude-sonnet-4-6,hrate_k5,150,-0.0183011512739161,-0.023181664485149217,-0.01342162795904367,-0.7265440955497481,800,head,NoT_vs_CoT
claude-sonnet-4-6,mattr50,150,-0.036207299608017676,-0.04506436988988553,-0.027872099793181303,-0.853544386692088,800,head,NoT_vs_CoT
claude-sonnet-4-6,mean_sent_words,150,-25.3005012025012,-30.028342682780185,-20.71716492303992,-0.8413752153564537,800,head,NoT_vs_CoT
claude-sonnet-4-6,mean_word_len,150,-0.1754519586755722,-0.24968342790168646,-0.10077794128528222,-0.4557074648093799,800,head,NoT_vs_CoT
claude-sonnet-4-6,comma_per_word,150,0.02982595459031542,0.025486872618700935,0.03405066947777122,1.652517891831447,800,head,NoT_vs_CoT
gpt-5.4-nano,gzip,115,0.0013618144954399753,-0.00205539628500067,0.004952878328211476,0.09148943189919687,800,head,NoT_vs_CoT
gpt-5.4-nano,lzma,115,-0.00040662430467363014,-0.004626341107817981,0.003718324201006781,-0.02276631440981263,800,head,NoT_vs_CoT
gpt-5.4-nano,h_char5,115,-0.005711271373244649,-0.020941826700139558,0.008972796997048909,-0.09949261611996074,800,head,NoT_vs_CoT
gpt-5.4-nano,hrate_k5,115,-0.013875488825787107,-0.019283818734178424,-0.008618868585475102,-0.5832809084554365,800,head,NoT_vs_CoT
gpt-5.4-nano,mattr50,115,-0.009328326157240422,-0.017244115161091114,-0.0015751428123543295,-0.22755939131799566,800,head,NoT_vs_CoT
gpt-5.4-nano,mean_sent_words,115,0.7550511324424368,-0.7625237830895158,2.366587645159073,0.1062307505468645,800,head,NoT_vs_CoT
gpt-5.4-nano,mean_word_len,115,0.13975088341296435,0.07822721075397356,0.20176081838050575,0.40889199047612074,800,head,NoT_vs_CoT
gpt-5.4-nano,comma_per_word,115,0.017346419852995305,0.011982972136296401,0.022863770287489014,0.76314012281216,800,head,NoT_vs_CoT
grok-4-1-fast-reasoning,gzip,144,-0.008215598725731707,-0.010861051423192622,-0.0057521673036634935,-0.5269460391904455,800,head,NoT_vs_CoT
grok-4-1-fast-reasoning,lzma,144,-0.008653772152497345,-0.011845711136571258,-0.00568424989388738,-0.5329165616104647,800,head,NoT_vs_CoT
grok-4-1-fast-reasoning,h_char5,144,-0.010497135781207404,-0.019924458085579203,-0.000870450658457108,-0.2126663166967697,800,head,NoT_vs_CoT
grok-4-1-fast-reasoning,hrate_k5,144,0.0018658368639537454,-0.002454939348405622,0.006304493646505372,0.07359298855872938,800,head,NoT_vs_CoT
grok-4-1-fast-reasoning,mattr50,144,-0.006060869615560899,-0.011592915506399314,-0.0002935517518324548,-0.22382893597116768,800,head,NoT_vs_CoT
grok-4-1-fast-reasoning,mean_sent_words,144,6.1723085749127415,4.986216257997154,7.379795870012953,1.2242048218751354,800,head,NoT_vs_CoT
grok-4-1-fast-reasoning,mean_word_len,144,0.017283297646288276,-0.038666403185817856,0.07350221420795623,0.05516663184616327,800,head,NoT_vs_CoT
grok-4-1-fast-reasoning,comma_per_word,144,0.015589851809548076,0.01081746569727481,0.020243255569601135,0.6889870392574832,800,head,NoT_vs_CoT
POOLED,gzip,139,-0.002691851404245477,-0.00443859605123762,-0.0009614307543283579,-0.1720070641417918,800,head,NoT_vs_CoT
POOLED,lzma,139,-0.0063544481904963465,-0.008322673285974533,-0.004397461584674142,-0.36435446236545643,800,head,NoT_vs_CoT
POOLED,h_char5,139,-0.012712556324176769,-0.01974396094859287,-0.005969033227394051,-0.22532160883940566,800,head,NoT_vs_CoT
POOLED,hrate_k5,139,-0.008617159666377378,-0.01127606079286627,-0.0059797492493531956,-0.34478719355599424,800,head,NoT_vs_CoT
POOLED,mattr50,139,-0.017479608673832053,-0.02179416611087346,-0.013209036696749887,-0.46530470541426955,800,head,NoT_vs_CoT
POOLED,mean_sent_words,139,-8.076202304078436,-9.915505567072168,-6.3306129966788545,-0.4696971543817007,800,head,NoT_vs_CoT
POOLED,mean_word_len,139,0.06358335689196994,0.023117692263745663,0.10356319972021626,0.1814982000820514,800,head,NoT_vs_CoT
POOLED,comma_per_word,139,0.020664308461049552,0.01820561314163005,0.023011626220616203,0.9552955555803114,800,head,NoT_vs_CoT
claude-haiku-4-5,gzip,150,-0.003661963235853245,-0.006627083267100443,-0.0006782271158133787,-0.25844408835704924,800,head,NoT_vs_VERBOSE
claude-haiku-4-5,lzma,150,-0.007842433123131324,-0.010956712918180825,-0.004659312995296746,-0.5307433568525524,800,head,NoT_vs_VERBOSE
claude-haiku-4-5,h_char5,150,-0.02762754647514194,-0.03801756585503365,-0.01707773334447329,-0.5892116044866447,800,head,NoT_vs_VERBOSE
claude-haiku-4-5,hrate_k5,150,-0.007496436466420642,-0.012231183082831573,-0.0027307739623390606,-0.31485234453215855,800,head,NoT_vs_VERBOSE
claude-haiku-4-5,mattr50,150,-0.02386652119389234,-0.03023652713904706,-0.017482649706708597,-0.7210024556272397,800,head,NoT_vs_VERBOSE
claude-haiku-4-5,mean_sent_words,150,-11.835747234247235,-15.613312987012987,-8.495229208754209,-0.5382648686626087,800,head,NoT_vs_VERBOSE
claude-haiku-4-5,mean_word_len,150,0.050573038072469295,-0.016430244402973807,0.1190913046998276,0.15308162338598966,800,head,NoT_vs_VERBOSE
claude-haiku-4-5,comma_per_word,150,0.018982591743829116,0.013989996801122569,0.023635744142605282,0.9516303423687085,800,head,NoT_vs_VERBOSE
claude-sonnet-4-6,gzip,150,0.004782456490062015,0.0017307666078216185,0.00799234278952062,0.2940506332552008,800,head,NoT_vs_VERBOSE
claude-sonnet-4-6,lzma,150,-0.0036431392686129345,-0.007037191961926771,1.492631877576501e-06,-0.2046628368225198,800,head,NoT_vs_VERBOSE
claude-sonnet-4-6,h_char5,150,-0.010097716636828492,-0.022211169884941036,0.0029057213238083924,-0.17194351847307043,800,head,NoT_vs_VERBOSE
claude-sonnet-4-6,hrate_k5,150,-0.017343589150295113,-0.022131240015843955,-0.012998165885941429,-0.6862103078421593,800,head,NoT_vs_VERBOSE
claude-sonnet-4-6,mattr50,150,-0.035598927564979094,-0.04297350799311795,-0.028033337523016132,-0.9178987723792932,800,head,NoT_vs_VERBOSE
claude-sonnet-4-6,mean_sent_words,150,-15.610479316979317,-19.488408315295814,-12.093444811207313,-0.6595119227003432,800,head,NoT_vs_VERBOSE
claude-sonnet-4-6,mean_word_len,150,-0.18951074243740262,-0.2632335165310247,-0.118972585080474,-0.455770882306825,800,head,NoT_vs_VERBOSE
claude-sonnet-4-6,comma_per_word,150,0.030073526627646587,0.02592262337718274,0.034521127733233,1.6820346235955672,800,head,NoT_vs_VERBOSE
